year,state,county,subgroup_type,subgroup,rate_injury_death,rate_injury_death_lb,rate_injury_death_ub,rate_injury_death_quality
2022,51,595,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,595,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2022,51,600,all,All,80.9,65.7,98.6,1
2022,51,600,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,600,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,600,race-ethncity,Other Races and Ethnicities,73.6,45,113.7,2
2022,51,600,race-ethncity,"White, Hon-Hispanic",79.8,59.6,104.7,1
2022,51,610,all,All,58.8,42.6,79.2,1
2022,51,610,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,610,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,610,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,610,race-ethncity,"White, Hon-Hispanic",46.5,29.8,69.1,2
2022,51,620,all,All,119.2,87.9,158,1
2022,51,620,race-ethncity,"Black, Non-Hispanic",119.6,78.8,174,1
2022,51,620,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,620,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,620,race-ethncity,"White, Hon-Hispanic",138.5,85.7,211.7,2
2022,51,630,all,All,89.8,74.3,105.2,1
2022,51,630,race-ethncity,"Black, Non-Hispanic",92.9,63.1,131.8,1
2022,51,630,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,630,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,630,race-ethncity,"White, Hon-Hispanic",103.6,83,127.7,1
2022,51,640,all,All,132.5,95.9,178.5,1
2022,51,640,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,640,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,640,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,640,race-ethncity,"White, Hon-Hispanic",166.1,118.6,226.1,1
2022,51,650,all,All,90.6,83.4,97.7,1
2022,51,650,race-ethncity,"Black, Non-Hispanic",83.9,74.2,93.7,1
2022,51,650,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,650,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,650,race-ethncity,"White, Hon-Hispanic",116.6,103.2,130,1
2022,51,660,all,All,49.5,41,58,1
2022,51,660,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,660,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,660,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,660,race-ethncity,"White, Hon-Hispanic",56.7,45.9,69.2,1
2022,51,670,all,All,178.7,154.1,203.3,1
2022,51,670,race-ethncity,"Black, Non-Hispanic",157,123.7,196.5,1
2022,51,670,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,670,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,670,race-ethncity,"White, Hon-Hispanic",227.4,185.2,269.5,1
2022,51,678,all,All,62.5,39.6,93.8,2
2022,51,678,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,678,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,678,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,678,race-ethncity,"White, Hon-Hispanic",69.6,43.1,106.3,2
2022,51,680,all,All,92.5,83.2,101.9,1
2022,51,680,race-ethncity,"Black, Non-Hispanic",110.8,91.3,130.3,1
2022,51,680,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,680,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,680,race-ethncity,"White, Hon-Hispanic",92.3,80.4,104.2,1
2022,51,683,all,All,66.5,55.5,77.6,1
2022,51,683,race-ethncity,"Black, Non-Hispanic",123.9,86.3,172.3,1
2022,51,683,race-ethncity,Hispanic,37,25,52.8,1
2022,51,683,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,683,race-ethncity,"White, Hon-Hispanic",88.2,68.9,111.2,1
2022,51,685,all,All,27.7,17.8,41.3,2
2022,51,685,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,685,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,685,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,685,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2022,51,690,all,All,187.5,154.3,220.8,1
2022,51,690,race-ethncity,"Black, Non-Hispanic",143,103.5,192.6,1
2022,51,690,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,690,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,690,race-ethncity,"White, Hon-Hispanic",275.4,217.3,344.2,1
2022,51,700,all,All,93.6,87.3,99.9,1
2022,51,700,race-ethncity,"Black, Non-Hispanic",102.5,92.2,112.7,1
2022,51,700,race-ethncity,Hispanic,55.4,41,73.3,1
2022,51,700,race-ethncity,Other Races and Ethnicities,36.5,23.6,53.9,1
2022,51,700,race-ethncity,"White, Hon-Hispanic",103.4,93.1,113.7,1
2022,51,710,all,All,96.8,91.2,102.3,1
2022,51,710,race-ethncity,"Black, Non-Hispanic",121,111.2,130.8,1
2022,51,710,race-ethncity,Hispanic,41.7,30.3,55.9,1
2022,51,710,race-ethncity,Other Races and Ethnicities,31.3,20.9,44.9,1
2022,51,710,race-ethncity,"White, Hon-Hispanic",94.2,85.8,102.6,1
2022,51,720,all,All,140.6,92.6,204.5,1
2022,51,720,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,720,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,720,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,720,race-ethncity,"White, Hon-Hispanic",164.9,108.7,240,1
2022,51,730,all,All,202.9,180.8,225,1
2022,51,730,race-ethncity,"Black, Non-Hispanic",196.5,171.6,221.4,1
2022,51,730,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,730,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,730,race-ethncity,"White, Hon-Hispanic",299.6,234.4,377.3,1
2022,51,735,all,All,64.6,46.2,88,1
2022,51,735,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,735,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,735,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,735,race-ethncity,"White, Hon-Hispanic",68.1,48.2,93.4,1
2022,51,740,all,All,137,126.5,147.4,1
2022,51,740,race-ethncity,"Black, Non-Hispanic",149.5,134.5,164.5,1
2022,51,740,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,740,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,740,race-ethncity,"White, Hon-Hispanic",137.8,120.4,155.1,1
2022,51,750,all,All,51.1,37.3,68.4,1
2022,51,750,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,750,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,750,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,750,race-ethncity,"White, Hon-Hispanic",60.2,43.8,80.9,1
2022,51,760,all,All,132,125.4,138.7,1
2022,51,760,race-ethncity,"Black, Non-Hispanic",188.5,176.6,200.3,1
2022,51,760,race-ethncity,Hispanic,90.7,71.8,113.1,1
2022,51,760,race-ethncity,Other Races and Ethnicities,46.7,30.2,68.9,1
2022,51,760,race-ethncity,"White, Hon-Hispanic",83.9,75.8,92.1,1
2022,51,770,all,All,167.9,156.5,179.4,1
2022,51,770,race-ethncity,"Black, Non-Hispanic",145.7,126,165.5,1
2022,51,770,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,770,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,770,race-ethncity,"White, Hon-Hispanic",203.4,186.8,219.9,1
2022,51,775,all,All,122.7,103.4,141.9,1
2022,51,775,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,775,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,775,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,775,race-ethncity,"White, Hon-Hispanic",130,108.4,151.6,1
2022,51,790,all,All,75,60.7,91.7,1
2022,51,790,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,790,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,790,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,790,race-ethncity,"White, Hon-Hispanic",82.7,66,102.4,1
2022,51,800,all,All,69.1,61.6,76.6,1
2022,51,800,race-ethncity,"Black, Non-Hispanic",69.9,58.2,81.5,1
2022,51,800,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,800,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,800,race-ethncity,"White, Hon-Hispanic",78.9,67.4,90.4,1
2022,51,810,all,All,65,61.7,68.4,1
2022,51,810,race-ethncity,"Black, Non-Hispanic",70.6,62.7,78.5,1
2022,51,810,race-ethncity,Hispanic,35.6,27.7,44.9,1
2022,51,810,race-ethncity,Other Races and Ethnicities,25.5,19.8,32.4,1
2022,51,810,race-ethncity,"White, Hon-Hispanic",74.4,69.9,79,1
2022,51,820,all,All,93.5,75.7,111.3,1
2022,51,820,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,820,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,820,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,820,race-ethncity,"White, Hon-Hispanic",104.9,84,129.4,1
2022,51,830,all,All,60,44,80.1,1
2022,51,830,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,830,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,830,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,830,race-ethncity,"White, Hon-Hispanic",57.6,38.9,82.2,1
2022,51,840,all,All,84.3,69.1,99.5,1
2022,51,840,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,51,840,race-ethncity,Hispanic,NA,NA,NA,NA
2022,51,840,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,51,840,race-ethncity,"White, Hon-Hispanic",100.9,81.3,123.7,1
2022,53,001,all,All,68.1,53,86.2,1
2022,53,001,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,001,race-ethncity,Hispanic,59.2,42.1,80.9,1
2022,53,001,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,001,race-ethncity,"White, Hon-Hispanic",92.2,62.2,131.6,1
2022,53,003,all,All,102.7,84,121.4,1
2022,53,003,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,003,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,003,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,003,race-ethncity,"White, Hon-Hispanic",111.1,90.5,131.7,1
2022,53,005,all,All,67.6,62.6,72.6,1
2022,53,005,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,005,race-ethncity,Hispanic,45.3,36.9,53.8,1
2022,53,005,race-ethncity,Other Races and Ethnicities,46.4,31.7,65.5,1
2022,53,005,race-ethncity,"White, Hon-Hispanic",77.1,70.7,83.6,1
2022,53,007,all,All,84.6,75.5,93.7,1
2022,53,007,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,007,race-ethncity,Hispanic,30.4,21.1,42.5,1
2022,53,007,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,007,race-ethncity,"White, Hon-Hispanic",107.5,95,120,1
2022,53,009,all,All,117.5,106.7,128.3,1
2022,53,009,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,009,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,009,race-ethncity,Other Races and Ethnicities,116.3,85.1,155.1,1
2022,53,009,race-ethncity,"White, Hon-Hispanic",123.7,111.5,135.9,1
2022,53,011,all,All,79.8,76.3,83.3,1
2022,53,011,race-ethncity,"Black, Non-Hispanic",114.1,87.7,146,1
2022,53,011,race-ethncity,Hispanic,41.4,33.6,49.1,1
2022,53,011,race-ethncity,Other Races and Ethnicities,42.6,34.7,50.5,1
2022,53,011,race-ethncity,"White, Hon-Hispanic",89.2,84.9,93.4,1
2022,53,013,all,All,NA,NA,NA,NA
2022,53,013,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,013,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,013,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,013,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2022,53,015,all,All,88,80.2,95.8,1
2022,53,015,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,015,race-ethncity,Hispanic,69,48.6,95.2,1
2022,53,015,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,015,race-ethncity,"White, Hon-Hispanic",94.1,85.2,102.9,1
2022,53,017,all,All,57.4,47.3,67.5,1
2022,53,017,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,017,race-ethncity,Hispanic,32,20.3,48.1,2
2022,53,017,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,017,race-ethncity,"White, Hon-Hispanic",72.7,59.1,88.5,1
2022,53,019,all,All,151,114.3,195.6,1
2022,53,019,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,019,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,019,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,019,race-ethncity,"White, Hon-Hispanic",138.5,98,190.1,1
2022,53,021,all,All,52.5,46.1,59,1
2022,53,021,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,021,race-ethncity,Hispanic,41.4,33.6,49.2,1
2022,53,021,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,021,race-ethncity,"White, Hon-Hispanic",68.1,56.4,79.8,1
2022,53,023,all,All,NA,NA,NA,NA
2022,53,023,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,023,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,023,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,023,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2022,53,025,all,All,79,71.2,86.8,1
2022,53,025,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,025,race-ethncity,Hispanic,58,47.7,68.2,1
2022,53,025,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,025,race-ethncity,"White, Hon-Hispanic",96.3,84.4,108.2,1
2022,53,027,all,All,110.6,100,121.2,1
2022,53,027,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,027,race-ethncity,Hispanic,88.8,62.2,122.9,1
2022,53,027,race-ethncity,Other Races and Ethnicities,114.8,82.4,155.7,1
2022,53,027,race-ethncity,"White, Hon-Hispanic",113.2,101.1,125.3,1
2022,53,029,all,All,78.9,70.5,87.3,1
2022,53,029,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,029,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,029,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,029,race-ethncity,"White, Hon-Hispanic",88.1,78,98.1,1
2022,53,031,all,All,123.3,106.3,140.3,1
2022,53,031,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,031,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,031,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,031,race-ethncity,"White, Hon-Hispanic",129,110.5,147.5,1
2022,53,033,all,All,67.5,65.9,69,1
2022,53,033,race-ethncity,"Black, Non-Hispanic",117.5,109.8,125.2,1
2022,53,033,race-ethncity,Hispanic,55.9,51.5,60.2,1
2022,53,033,race-ethncity,Other Races and Ethnicities,38.2,35.9,40.4,1
2022,53,033,race-ethncity,"White, Hon-Hispanic",76.6,74.4,78.7,1
2022,53,035,all,All,72,67.5,76.5,1
2022,53,035,race-ethncity,"Black, Non-Hispanic",83.8,57.7,117.7,1
2022,53,035,race-ethncity,Hispanic,32,22.5,44.1,1
2022,53,035,race-ethncity,Other Races and Ethnicities,57.6,46.4,68.7,1
2022,53,035,race-ethncity,"White, Hon-Hispanic",77.8,72.4,83.2,1
2022,53,037,all,All,64.6,54.4,74.9,1
2022,53,037,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,037,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,037,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,037,race-ethncity,"White, Hon-Hispanic",64.2,53,75.4,1
2022,53,039,all,All,98.6,80.3,116.8,1
2022,53,039,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,039,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,039,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,039,race-ethncity,"White, Hon-Hispanic",99.8,80.6,122.3,1
2022,53,041,all,All,97.3,87.8,106.8,1
2022,53,041,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,041,race-ethncity,Hispanic,50.8,32.2,76.3,2
2022,53,041,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,041,race-ethncity,"White, Hon-Hispanic",105.8,94.9,116.8,1
2022,53,043,all,All,80.9,59,108.3,1
2022,53,043,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,043,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,043,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,043,race-ethncity,"White, Hon-Hispanic",79.7,56.9,108.5,1
2022,53,045,all,All,110.9,99.7,122.2,1
2022,53,045,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,045,race-ethncity,Hispanic,62,39.3,93,2
2022,53,045,race-ethncity,Other Races and Ethnicities,129.1,90.9,178,1
2022,53,045,race-ethncity,"White, Hon-Hispanic",114.3,101.4,127.1,1
2022,53,047,all,All,123.6,108.7,138.6,1
2022,53,047,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,047,race-ethncity,Hispanic,55.3,35.8,81.7,2
2022,53,047,race-ethncity,Other Races and Ethnicities,189.8,143.3,246.4,1
2022,53,047,race-ethncity,"White, Hon-Hispanic",132.5,113.2,151.9,1
2022,53,049,all,All,118.6,98.7,138.4,1
2022,53,049,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,049,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,049,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,049,race-ethncity,"White, Hon-Hispanic",125.2,102.6,147.8,1
2022,53,051,all,All,148.1,119.5,176.7,1
2022,53,051,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,051,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,051,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,051,race-ethncity,"White, Hon-Hispanic",144.3,115.7,177.7,1
2022,53,053,all,All,87.9,85.2,90.6,1
2022,53,053,race-ethncity,"Black, Non-Hispanic",122.1,110.2,134.1,1
2022,53,053,race-ethncity,Hispanic,49.4,43.5,55.4,1
2022,53,053,race-ethncity,Other Races and Ethnicities,66.9,61,72.8,1
2022,53,053,race-ethncity,"White, Hon-Hispanic",96,92.5,99.5,1
2022,53,055,all,All,69.3,53.2,88.9,1
2022,53,055,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,055,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,055,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,055,race-ethncity,"White, Hon-Hispanic",71.3,53.9,92.6,1
2022,53,057,all,All,83.8,76.8,90.9,1
2022,53,057,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,057,race-ethncity,Hispanic,28.1,19.6,39.1,1
2022,53,057,race-ethncity,Other Races and Ethnicities,81,56.4,112.6,1
2022,53,057,race-ethncity,"White, Hon-Hispanic",98.3,89.4,107.2,1
2022,53,059,all,All,72.4,52.6,97.2,1
2022,53,059,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,059,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,059,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,059,race-ethncity,"White, Hon-Hispanic",78.6,56.4,106.7,1
2022,53,061,all,All,75.9,73.2,78.6,1
2022,53,061,race-ethncity,"Black, Non-Hispanic",55.1,43.9,68.3,1
2022,53,061,race-ethncity,Hispanic,45.1,38.9,51.3,1
2022,53,061,race-ethncity,Other Races and Ethnicities,44.2,39.6,48.9,1
2022,53,061,race-ethncity,"White, Hon-Hispanic",90.8,87.3,94.4,1
2022,53,063,all,All,98.6,94.9,102.4,1
2022,53,063,race-ethncity,"Black, Non-Hispanic",145.5,114.3,182.7,1
2022,53,063,race-ethncity,Hispanic,66.4,54.2,78.7,1
2022,53,063,race-ethncity,Other Races and Ethnicities,72,60.7,83.2,1
2022,53,063,race-ethncity,"White, Hon-Hispanic",102.5,98.3,106.7,1
2022,53,065,all,All,99.6,86.8,112.4,1
2022,53,065,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,065,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,065,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,065,race-ethncity,"White, Hon-Hispanic",104,89.9,118.1,1
2022,53,067,all,All,79,74.5,83.6,1
2022,53,067,race-ethncity,"Black, Non-Hispanic",56.5,37.6,81.7,1
2022,53,067,race-ethncity,Hispanic,47.3,36.8,60,1
2022,53,067,race-ethncity,Other Races and Ethnicities,49,39.7,59.8,1
2022,53,067,race-ethncity,"White, Hon-Hispanic",89.7,84.1,95.4,1
2022,53,069,all,All,101.4,64.3,152.2,2
2022,53,069,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,069,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,069,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,069,race-ethncity,"White, Hon-Hispanic",112.1,70.3,169.7,2
2022,53,071,all,All,79,69.1,88.9,1
2022,53,071,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,071,race-ethncity,Hispanic,38,24.8,55.7,1
2022,53,071,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,071,race-ethncity,"White, Hon-Hispanic",94.8,81.8,107.7,1
2022,53,073,all,All,65.3,60.6,70,1
2022,53,073,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,073,race-ethncity,Hispanic,46.1,34.5,60.2,1
2022,53,073,race-ethncity,Other Races and Ethnicities,69,55.3,85.1,1
2022,53,073,race-ethncity,"White, Hon-Hispanic",66.6,61.2,71.9,1
2022,53,075,all,All,53.5,44.3,62.7,1
2022,53,075,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,075,race-ethncity,Hispanic,NA,NA,NA,NA
2022,53,075,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,53,075,race-ethncity,"White, Hon-Hispanic",63.1,51.9,74.4,1
2022,53,077,all,All,92.2,87,97.5,1
2022,53,077,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,53,077,race-ethncity,Hispanic,62.6,56.5,68.7,1
2022,53,077,race-ethncity,Other Races and Ethnicities,225.4,193.2,257.6,1
2022,53,077,race-ethncity,"White, Hon-Hispanic",106.5,97.7,115.3,1
2022,54,001,all,All,125.8,101.2,150.3,1
2022,54,001,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,54,001,race-ethncity,Hispanic,NA,NA,NA,NA
2022,54,001,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,54,001,race-ethncity,"White, Hon-Hispanic",130.7,105.1,156.4,1
2022,54,003,all,All,140.9,131.5,150.3,1
2022,54,003,race-ethncity,"Black, Non-Hispanic",149.4,116.4,188.7,1
2022,54,003,race-ethncity,Hispanic,NA,NA,NA,NA
2022,54,003,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,54,003,race-ethncity,"White, Hon-Hispanic",150.8,140.1,161.4,1
2022,54,005,all,All,190.2,164,216.3,1
2022,54,005,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,54,005,race-ethncity,Hispanic,NA,NA,NA,NA
2022,54,005,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,54,005,race-ethncity,"White, Hon-Hispanic",194.2,167.4,221,1
2022,54,007,all,All,169.2,137.9,200.6,1
2022,54,007,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,54,007,race-ethncity,Hispanic,NA,NA,NA,NA
2022,54,007,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,54,007,race-ethncity,"White, Hon-Hispanic",173.9,141.6,206.3,1
2022,54,009,all,All,116.7,96.5,136.9,1
2022,54,009,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,54,009,race-ethncity,Hispanic,NA,NA,NA,NA
2022,54,009,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,54,009,race-ethncity,"White, Hon-Hispanic",119.5,98.5,140.4,1
2022,54,011,all,All,201.3,188.4,214.3,1
2022,54,011,race-ethncity,"Black, Non-Hispanic",300.4,232.3,382.2,1
2022,54,011,race-ethncity,Hispanic,NA,NA,NA,NA
2022,54,011,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,54,011,race-ethncity,"White, Hon-Hispanic",205.3,191.5,219.1,1
2022,54,013,all,All,140.1,102.9,186.3,1
2022,54,013,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,54,013,race-ethncity,Hispanic,NA,NA,NA,NA
2022,54,013,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,54,013,race-ethncity,"White, Hon-Hispanic",144.8,106.4,192.5,1
2022,54,015,all,All,211.2,169.2,260.6,1
2022,54,015,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,54,015,race-ethncity,Hispanic,NA,NA,NA,NA
2022,54,015,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,54,015,race-ethncity,"White, Hon-Hispanic",212.7,169.9,263,1
2022,54,017,all,All,115.6,84.9,153.7,1
2022,54,017,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,54,017,race-ethncity,Hispanic,NA,NA,NA,NA
2022,54,017,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,54,017,race-ethncity,"White, Hon-Hispanic",114.3,83.1,153.5,1
2022,54,019,all,All,166.7,149.2,184.3,1
2022,54,019,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,54,019,race-ethncity,Hispanic,NA,NA,NA,NA
2022,54,019,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,54,019,race-ethncity,"White, Hon-Hispanic",174.9,156.2,193.7,1
2022,54,021,all,All,86,59.2,120.8,1
2022,54,021,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2022,54,021,race-ethncity,Hispanic,NA,NA,NA,NA
2022,54,021,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2022,54,021,race-ethncity,"White, Hon-Hispanic",103.4,70.7,146,1
2022,54,023,all,All,151.8,121.4,187.5,1
