year,state,county,subgroup_type,subgroup,rate_injury_death,rate_injury_death_lb,rate_injury_death_ub,rate_injury_death_quality
2021,02,110,race-ethncity,Other Races and Ethnicities,106.8,75.6,146.6,1
2021,02,110,race-ethncity,"White, Hon-Hispanic",78.2,60.2,99.9,1
2021,02,122,all,All,96.4,83.9,109,1
2021,02,122,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,122,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,122,race-ethncity,Other Races and Ethnicities,94.7,65.6,132.4,1
2021,02,122,race-ethncity,"White, Hon-Hispanic",98.7,84.5,112.9,1
2021,02,130,all,All,110.3,84.3,141.6,1
2021,02,130,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,130,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,130,race-ethncity,Other Races and Ethnicities,137.9,87.4,207,2
2021,02,130,race-ethncity,"White, Hon-Hispanic",100,69.6,139,1
2021,02,150,all,All,95.9,71.2,126.5,1
2021,02,150,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,150,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,150,race-ethncity,Other Races and Ethnicities,119.8,78.3,175.6,1
2021,02,150,race-ethncity,"White, Hon-Hispanic",83,51.4,126.9,2
2021,02,158,all,All,249.2,198.5,308.9,1
2021,02,158,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,158,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,158,race-ethncity,Other Races and Ethnicities,254.9,202.2,317.3,1
2021,02,158,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,02,164,all,All,NA,NA,NA,NA
2021,02,164,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,164,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,164,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,02,164,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,02,170,all,All,95.2,86.1,104.4,1
2021,02,170,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,170,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,170,race-ethncity,Other Races and Ethnicities,105.8,82.5,133.7,1
2021,02,170,race-ethncity,"White, Hon-Hispanic",96.1,85.8,106.5,1
2021,02,180,all,All,213.6,170.6,264.2,1
2021,02,180,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,180,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,180,race-ethncity,Other Races and Ethnicities,246.9,196.1,306.9,1
2021,02,180,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,02,185,all,All,132.6,99.3,173.4,1
2021,02,185,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,185,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,185,race-ethncity,Other Races and Ethnicities,193.3,143.5,254.9,1
2021,02,185,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,02,188,all,All,219.7,170.3,279,1
2021,02,188,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,188,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,188,race-ethncity,Other Races and Ethnicities,246.3,189.7,314.5,1
2021,02,188,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,02,195,all,All,NA,NA,NA,NA
2021,02,195,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,195,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,195,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,02,195,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,02,198,all,All,167.3,120.1,227,1
2021,02,198,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,198,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,198,race-ethncity,Other Races and Ethnicities,209.4,136.8,306.8,1
2021,02,198,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,02,220,all,All,94.3,64.5,133.1,1
2021,02,220,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,220,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,220,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,02,220,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,02,230,all,All,NA,NA,NA,NA
2021,02,230,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,230,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,230,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,02,230,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,02,240,all,All,111.8,75.9,158.6,1
2021,02,240,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,240,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,240,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,02,240,race-ethncity,"White, Hon-Hispanic",99.7,60.9,154,2
2021,02,275,all,All,NA,NA,NA,NA
2021,02,275,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,275,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,275,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,02,275,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,02,282,all,All,NA,NA,NA,NA
2021,02,282,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,282,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,282,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,02,282,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,02,290,all,All,272.6,206.5,353.2,1
2021,02,290,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,02,290,race-ethncity,Hispanic,NA,NA,NA,NA
2021,02,290,race-ethncity,Other Races and Ethnicities,327,243.5,430,1
2021,02,290,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,04,001,all,All,231.1,213.4,248.9,1
2021,04,001,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,04,001,race-ethncity,Hispanic,NA,NA,NA,NA
2021,04,001,race-ethncity,Other Races and Ethnicities,264.2,242.2,286.2,1
2021,04,001,race-ethncity,"White, Hon-Hispanic",147.6,116.1,185,1
2021,04,003,all,All,95,86.5,103.5,1
2021,04,003,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,04,003,race-ethncity,Hispanic,63.6,52,75.3,1
2021,04,003,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,04,003,race-ethncity,"White, Hon-Hispanic",120.6,107.7,133.6,1
2021,04,005,all,All,119.5,110.6,128.5,1
2021,04,005,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,04,005,race-ethncity,Hispanic,71.9,54.9,92.6,1
2021,04,005,race-ethncity,Other Races and Ethnicities,203,181.9,224.2,1
2021,04,005,race-ethncity,"White, Hon-Hispanic",86.6,76.3,97,1
2021,04,007,all,All,165.4,148.3,182.6,1
2021,04,007,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,04,007,race-ethncity,Hispanic,112.2,82.2,149.7,1
2021,04,007,race-ethncity,Other Races and Ethnicities,210.3,168,260,1
2021,04,007,race-ethncity,"White, Hon-Hispanic",169.1,147,191.1,1
2021,04,009,all,All,95.4,80,110.7,1
2021,04,009,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,04,009,race-ethncity,Hispanic,77.2,55.1,105.1,1
2021,04,009,race-ethncity,Other Races and Ethnicities,132.2,88.6,189.9,1
2021,04,009,race-ethncity,"White, Hon-Hispanic",98.6,78,123.1,1
2021,04,011,all,All,92.8,64.6,129,1
2021,04,011,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,04,011,race-ethncity,Hispanic,NA,NA,NA,NA
2021,04,011,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,04,011,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,04,012,all,All,179.8,150.4,209.2,1
2021,04,012,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,04,012,race-ethncity,Hispanic,101.7,64.4,152.5,2
2021,04,012,race-ethncity,Other Races and Ethnicities,233.5,153.9,339.7,1
2021,04,012,race-ethncity,"White, Hon-Hispanic",201.3,162.1,247.2,1
2021,04,013,all,All,89.6,88.2,90.9,1
2021,04,013,race-ethncity,"Black, Non-Hispanic",117.2,110.6,123.9,1
2021,04,013,race-ethncity,Hispanic,70,67.8,72.1,1
2021,04,013,race-ethncity,Other Races and Ethnicities,65.6,61.5,69.6,1
2021,04,013,race-ethncity,"White, Hon-Hispanic",99.6,97.6,101.5,1
2021,04,015,all,All,142.8,134.8,150.8,1
2021,04,015,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,04,015,race-ethncity,Hispanic,78.2,63.9,92.5,1
2021,04,015,race-ethncity,Other Races and Ethnicities,125.7,95.2,162.8,1
2021,04,015,race-ethncity,"White, Hon-Hispanic",153.5,144,163,1
2021,04,017,all,All,178.7,166.2,191.1,1
2021,04,017,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,04,017,race-ethncity,Hispanic,86.8,63.3,116.2,1
2021,04,017,race-ethncity,Other Races and Ethnicities,248.6,226.8,270.3,1
2021,04,017,race-ethncity,"White, Hon-Hispanic",127.2,111,143.5,1
2021,04,019,all,All,107.6,104.5,110.8,1
2021,04,019,race-ethncity,"Black, Non-Hispanic",130.8,112.2,149.4,1
2021,04,019,race-ethncity,Hispanic,81.9,77.4,86.3,1
2021,04,019,race-ethncity,Other Races and Ethnicities,92.8,82.3,103.3,1
2021,04,019,race-ethncity,"White, Hon-Hispanic",123.7,119,128.4,1
2021,04,021,all,All,78.3,74.3,82.3,1
2021,04,021,race-ethncity,"Black, Non-Hispanic",80.9,63.2,102.1,1
2021,04,021,race-ethncity,Hispanic,60.7,54.3,67.1,1
2021,04,021,race-ethncity,Other Races and Ethnicities,95.7,80.3,111.1,1
2021,04,021,race-ethncity,"White, Hon-Hispanic",83.3,77.8,88.9,1
2021,04,023,all,All,73,60.8,85.2,1
2021,04,023,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,04,023,race-ethncity,Hispanic,66.7,53.9,79.5,1
2021,04,023,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,04,023,race-ethncity,"White, Hon-Hispanic",108.8,73.9,154.4,1
2021,04,025,all,All,124.4,117.3,131.5,1
2021,04,025,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,04,025,race-ethncity,Hispanic,62,49.7,76.4,1
2021,04,025,race-ethncity,Other Races and Ethnicities,114.7,84.6,152,1
2021,04,025,race-ethncity,"White, Hon-Hispanic",135.3,127.1,143.6,1
2021,04,027,all,All,77.2,71.3,83.1,1
2021,04,027,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,04,027,race-ethncity,Hispanic,53.4,47.3,59.4,1
2021,04,027,race-ethncity,Other Races and Ethnicities,86.4,55.9,127.5,2
2021,04,027,race-ethncity,"White, Hon-Hispanic",121.3,107.8,134.8,1
2021,05,001,all,All,112.5,88.9,140.4,1
2021,05,001,race-ethncity,"Black, Non-Hispanic",186.5,127.6,263.3,1
2021,05,001,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,001,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,001,race-ethncity,"White, Hon-Hispanic",92.2,67,123.8,1
2021,05,003,all,All,102.9,81.6,128.1,1
2021,05,003,race-ethncity,"Black, Non-Hispanic",133,86.1,196.4,2
2021,05,003,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,003,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,003,race-ethncity,"White, Hon-Hispanic",100,74.9,130.8,1
2021,05,005,all,All,103.6,88.2,119,1
2021,05,005,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,005,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,005,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,005,race-ethncity,"White, Hon-Hispanic",109.3,93,125.6,1
2021,05,007,all,All,60,55.5,64.6,1
2021,05,007,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,007,race-ethncity,Hispanic,24.6,18.1,32.6,1
2021,05,007,race-ethncity,Other Races and Ethnicities,22.1,13.9,33.5,2
2021,05,007,race-ethncity,"White, Hon-Hispanic",73.4,67.5,79.3,1
2021,05,009,all,All,94.4,78.9,110,1
2021,05,009,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,009,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,009,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,009,race-ethncity,"White, Hon-Hispanic",98.2,81.8,114.6,1
2021,05,011,all,All,110.1,80.9,146.3,1
2021,05,011,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,011,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,011,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,011,race-ethncity,"White, Hon-Hispanic",119.7,79.5,173,1
2021,05,013,all,All,132.9,87.6,193.3,1
2021,05,013,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,013,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,013,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,013,race-ethncity,"White, Hon-Hispanic",136.4,83.3,210.7,2
2021,05,015,all,All,114.7,95,134.4,1
2021,05,015,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,015,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,015,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,015,race-ethncity,"White, Hon-Hispanic",133.4,109.3,157.5,1
2021,05,017,all,All,98.8,70.6,134.5,1
2021,05,017,race-ethncity,"Black, Non-Hispanic",101.9,63.9,154.3,2
2021,05,017,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,017,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,017,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,05,019,all,All,66.1,50.2,85.4,1
2021,05,019,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,019,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,019,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,019,race-ethncity,"White, Hon-Hispanic",66.7,47.7,90.9,1
2021,05,021,all,All,141.1,112.2,175.1,1
2021,05,021,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,021,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,021,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,021,race-ethncity,"White, Hon-Hispanic",148.9,118.4,184.8,1
2021,05,023,all,All,114.2,93.2,135.2,1
2021,05,023,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,023,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,023,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,023,race-ethncity,"White, Hon-Hispanic",119,96.9,141,1
2021,05,025,all,All,101.8,69.6,143.7,1
2021,05,025,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,025,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,025,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,025,race-ethncity,"White, Hon-Hispanic",105.9,70.4,153,1
2021,05,027,all,All,92.5,74,114.2,1
2021,05,027,race-ethncity,"Black, Non-Hispanic",128.6,92.7,173.8,1
2021,05,027,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,027,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,027,race-ethncity,"White, Hon-Hispanic",78,56.4,105,1
2021,05,029,all,All,92.1,72.6,115.1,1
2021,05,029,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,029,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,029,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,029,race-ethncity,"White, Hon-Hispanic",88.5,67.5,113.9,1
2021,05,031,all,All,71.5,63.6,79.4,1
2021,05,031,race-ethncity,"Black, Non-Hispanic",59.4,43.2,79.8,1
2021,05,031,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,031,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,031,race-ethncity,"White, Hon-Hispanic",79.8,70.2,89.4,1
2021,05,033,all,All,73.9,63.2,84.5,1
2021,05,033,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,033,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,033,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,033,race-ethncity,"White, Hon-Hispanic",83.3,70.9,95.7,1
2021,05,035,all,All,107.6,92.9,122.3,1
2021,05,035,race-ethncity,"Black, Non-Hispanic",109.5,89.4,129.6,1
2021,05,035,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,035,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,035,race-ethncity,"White, Hon-Hispanic",114.8,92.2,141.2,1
2021,05,037,all,All,110.7,86.8,139.2,1
2021,05,037,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,037,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,037,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,037,race-ethncity,"White, Hon-Hispanic",143,111.1,181.3,1
2021,05,039,all,All,106.2,71.1,152.6,1
2021,05,039,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,039,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,039,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,039,race-ethncity,"White, Hon-Hispanic",166.3,106.5,247.4,2
2021,05,041,all,All,102.1,74.7,136.1,1
2021,05,041,race-ethncity,"Black, Non-Hispanic",99,61.3,151.4,2
2021,05,041,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,041,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,041,race-ethncity,"White, Hon-Hispanic",111.3,69.8,168.6,2
2021,05,043,all,All,92.1,71.3,117.2,1
2021,05,043,race-ethncity,"Black, Non-Hispanic",110.4,69.2,167.1,2
2021,05,043,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,043,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,043,race-ethncity,"White, Hon-Hispanic",88.8,64,120.1,1
2021,05,045,all,All,71.4,64,78.8,1
2021,05,045,race-ethncity,"Black, Non-Hispanic",80.2,59.3,106,1
2021,05,045,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,045,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,045,race-ethncity,"White, Hon-Hispanic",73.9,65.5,82.4,1
2021,05,047,all,All,102,79.8,128.4,1
2021,05,047,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,047,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,047,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,047,race-ethncity,"White, Hon-Hispanic",108.5,84.6,137.1,1
2021,05,049,all,All,109.6,82.3,143,1
2021,05,049,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,049,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,049,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,049,race-ethncity,"White, Hon-Hispanic",116.1,87.2,151.5,1
2021,05,051,all,All,120.4,109.6,131.2,1
2021,05,051,race-ethncity,"Black, Non-Hispanic",105.4,73.9,146,1
2021,05,051,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,051,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,051,race-ethncity,"White, Hon-Hispanic",127.8,115.5,140,1
2021,05,053,all,All,87.7,67.5,112,1
2021,05,053,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,053,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,053,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,053,race-ethncity,"White, Hon-Hispanic",92.2,70.7,118.2,1
2021,05,055,all,All,86,72.5,99.4,1
2021,05,055,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,055,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,055,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,055,race-ethncity,"White, Hon-Hispanic",89.5,75.2,103.8,1
2021,05,057,all,All,72.4,55.4,93,1
2021,05,057,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,057,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,057,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,057,race-ethncity,"White, Hon-Hispanic",103.9,76.3,138.2,1
2021,05,059,all,All,107.9,90.3,125.4,1
2021,05,059,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,059,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,059,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,059,race-ethncity,"White, Hon-Hispanic",114.7,94.7,134.6,1
2021,05,061,all,All,76.4,54.6,104,1
2021,05,061,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,061,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,061,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,061,race-ethncity,"White, Hon-Hispanic",72.6,46.5,108.1,2
2021,05,063,all,All,80.1,65.9,94.4,1
2021,05,063,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,063,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,063,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,063,race-ethncity,"White, Hon-Hispanic",82.2,66.8,97.6,1
2021,05,065,all,All,111.4,85.2,143.1,1
2021,05,065,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,065,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,065,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,065,race-ethncity,"White, Hon-Hispanic",118.4,90.4,152.5,1
2021,05,067,all,All,94.1,72.3,120.3,1
2021,05,067,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,067,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,067,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,067,race-ethncity,"White, Hon-Hispanic",113.1,85.9,146.2,1
2021,05,069,all,All,125.9,112.4,139.3,1
2021,05,069,race-ethncity,"Black, Non-Hispanic",132.4,114.1,150.7,1
2021,05,069,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,069,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,069,race-ethncity,"White, Hon-Hispanic",125.2,103.4,146.9,1
2021,05,071,all,All,88.9,71.9,108.9,1
2021,05,071,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,071,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,071,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,071,race-ethncity,"White, Hon-Hispanic",103.9,83.1,128.4,1
2021,05,073,all,All,NA,NA,NA,NA
2021,05,073,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,073,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,073,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,073,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,05,075,all,All,125.1,99.5,155.3,1
2021,05,075,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,075,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,075,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,075,race-ethncity,"White, Hon-Hispanic",130.6,103.7,162.3,1
2021,05,077,all,All,131.5,96.3,175.4,1
2021,05,077,race-ethncity,"Black, Non-Hispanic",127.7,81.8,190,2
2021,05,077,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,077,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,077,race-ethncity,"White, Hon-Hispanic",146.2,90.5,223.5,2
2021,05,079,all,All,105,79.1,136.7,1
2021,05,079,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,079,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,079,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,079,race-ethncity,"White, Hon-Hispanic",107.5,75.3,148.8,1
2021,05,081,all,All,92.4,67.4,123.6,1
2021,05,081,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,081,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,081,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,081,race-ethncity,"White, Hon-Hispanic",110.4,78.5,151,1
2021,05,083,all,All,107.2,86.4,131.5,1
2021,05,083,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,083,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,083,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,083,race-ethncity,"White, Hon-Hispanic",114.6,92,141,1
2021,05,085,all,All,82.2,71.9,92.5,1
2021,05,085,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,085,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,085,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,085,race-ethncity,"White, Hon-Hispanic",90.6,78.9,102.3,1
2021,05,087,all,All,76.5,57,100.6,1
2021,05,087,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,087,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,087,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,087,race-ethncity,"White, Hon-Hispanic",81,59.8,107.5,1
2021,05,089,all,All,99.7,77.3,126.6,1
2021,05,089,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,089,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,089,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,089,race-ethncity,"White, Hon-Hispanic",106.7,82.7,135.5,1
2021,05,091,all,All,82.2,68.7,95.8,1
2021,05,091,race-ethncity,"Black, Non-Hispanic",71.5,48.5,101.4,1
2021,05,091,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,091,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,091,race-ethncity,"White, Hon-Hispanic",91.1,73.9,108.4,1
2021,05,093,all,All,118.2,101.4,134.9,1
2021,05,093,race-ethncity,"Black, Non-Hispanic",148.3,118.4,183.4,1
2021,05,093,race-ethncity,Hispanic,NA,NA,NA,NA
2021,05,093,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,05,093,race-ethncity,"White, Hon-Hispanic",103.8,84.2,126.7,1
2021,05,095,all,All,156.3,112.7,211.3,1
2021,05,095,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,05,095,race-ethncity,Hispanic,NA,NA,NA,NA
