state,puma12,place,place_name,afact,afact2,afact_product,afact_sum
1,200,37000,Huntsville city,0.0804,0.3809,0.030624,0.38109
1,301,37000,Huntsville city,0.5075,0.2121,0.107641,0.38109
1,302,37000,Huntsville city,0.922,0.2566,0.236585,0.38109
1,500,37000,Huntsville city,0.0428,0.1457,0.006236,0.38109
1,600,37000,Huntsville city,0.0008,0.0047,3.80E-06,0.38109
9,302,37000,Hartford city,1,1,1,1
25,502,37000,Lowell city,1,1,1,1
31,702,37000,Omaha city,0.0006,0.0011,6.60E-07,0.567731
31,901,37000,Omaha city,0.2384,0.2874,0.068516,0.567731
31,902,37000,Omaha city,0.4932,0.2887,0.142387,0.567731
31,903,37000,Omaha city,0.7261,0.2405,0.174627,0.567731
31,904,37000,Omaha city,1,0.1822,0.1822,0.567731
48,2312,37000,Irving city,0.1368,0.0725,0.009918,0.559301
48,2320,37000,Irving city,0.4002,0.2135,0.085443,0.559301
48,2321,37000,Irving city,0.786,0.5191,0.408013,0.559301
48,2322,37000,Irving city,0.2871,0.1948,0.055927,0.559301
25,704,37490,Lynn city,0.7221,0.9914,0.71589,0.715909
25,2800,37490,Lynn city,0.0022,0.0086,0.000019,0.715909
6,6511,37692,Jurupa Valley city,0.0144,0.0109,0.000157,0.656785
6,6513,37692,Jurupa Valley city,0.001,0.0008,8.00E-07,0.656785
6,6514,37692,Jurupa Valley city,0.6644,0.9883,0.656627,0.656785
29,901,38000,Kansas City city,0.1178,0.1253,0.01476,0.547371
29,902,38000,Kansas City city,0.7796,0.1475,0.114991,0.547371
29,903,38000,Kansas City city,0.1728,0.2323,0.040141,0.547371
29,1001,38000,Kansas City city,0.9939,0.1876,0.186456,0.547371
29,1002,38000,Kansas City city,0.3076,0.0641,0.019717,0.547371
29,1004,38000,Kansas City city,0.1186,0.0343,0.004068,0.547371
29,1005,38000,Kansas City city,0.8138,0.2055,0.167236,0.547371
29,1100,38000,Kansas City city,0.0007,0.0033,2.30E-06,0.547371
12,10501,38250,Lakeland city,0.1767,0.769,0.135882,0.143813
12,10502,38250,Lakeland city,0.0282,0.1359,0.003832,0.143813
12,10503,38250,Lakeland city,0.0431,0.0951,0.004099,0.143813
17,3102,38570,Joliet city,0.4914,0.5297,0.260295,0.28225
17,3105,38570,Joliet city,0.1234,0.1325,0.016351,0.28225
17,3107,38570,Joliet city,0.0249,0.0362,0.000901,0.28225
17,3108,38570,Joliet city,0.0178,0.1468,0.002613,0.28225
17,3700,38570,Joliet city,0.0135,0.1548,0.00209,0.28225
20,700,38900,Lawrence city,0.0749,1,0.0749,0.0749
48,3501,39148,Killeen city,0.7122,0.8059,0.573962,0.576136
48,3502,39148,Killeen city,0.0112,0.1941,0.002174,0.576136
55,10000,39225,Kenosha city,0.1042,1,0.1042,0.1042
35,1001,39380,Las Cruces city,0.0073,0.3759,0.002744,0.342254
35,1002,39380,Las Cruces city,0.544,0.6241,0.33951,0.342254
12,10303,39425,Largo city,0.019,0.0257,0.000488,0.545411
12,10304,39425,Largo city,0.6022,0.9007,0.542402,0.545411
12,10305,39425,Largo city,0.0402,0.0604,0.002428,0.545411
12,10306,39425,Largo city,0.0071,0.0131,0.000093,0.545411
6,5902,39496,Lake Forest city,0.0182,0.0239,0.000435,0.09387
6,5903,39496,Lake Forest city,0.0008,0.0036,2.90E-06,0.09387
6,5904,39496,Lake Forest city,0.0415,0.1218,0.005055,0.09387
6,5905,39496,Lake Forest city,0.1039,0.8506,0.088377,0.09387
6,3763,39892,Lakewood city,0.0142,0.0202,0.000287,0.429494
6,3764,39892,Lakewood city,0.4439,0.9668,0.429163,0.429494
6,3765,39892,Lakewood city,0.0042,0.0098,0.000041,0.429494
6,5908,39892,Lakewood city,0.0009,0.0031,2.80E-06,0.429494
32,401,40000,Las Vegas city,0.6745,0.1753,0.11824,0.388491
32,402,40000,Las Vegas city,0.0162,0.2502,0.004053,0.388491
32,403,40000,Las Vegas city,0,0,0,0.388491
32,405,40000,Las Vegas city,0.9921,0.1269,0.125897,0.388491
32,406,40000,Las Vegas city,0.9374,0.1355,0.127018,0.388491
32,407,40000,Las Vegas city,0.0426,0.3118,0.013283,0.388491
32,409,40000,Las Vegas city,0.0007,0.0002,1.40E-07,0.388491
32,410,40000,Las Vegas city,0.0013,0.0002,2.60E-07,0.388491
47,1601,40000,Knoxville city,0.0003,0.002,6.00E-07,0.717467
47,1602,40000,Knoxville city,0.0446,0.1135,0.005062,0.717467
47,1603,40000,Knoxville city,0.8921,0.7909,0.705562,0.717467
47,1604,40000,Knoxville city,0.0731,0.0936,0.006842,0.717467
6,3701,40130,Lancaster city,0.0064,0.1413,0.000904,0.472904
6,3703,40130,Lancaster city,0.5602,0.8422,0.4718,0.472904
6,3704,40130,Lancaster city,0.0121,0.0165,0.0002,0.472904
22,1200,40735,Lafayette city,0.1551,0.471,0.073052,0.239422
22,1201,40735,Lafayette city,0.3145,0.529,0.16637,0.239422
5,900,41000,Little Rock city,0.0266,0.1432,0.003809,0.764476
5,1000,41000,Little Rock city,0.8878,0.8568,0.760667,0.764476
5,1200,41000,Little Rock city,0,0,0,0.764476
22,900,41155,Lake Charles city,0.0202,1,0.0202,0.0202
29,1002,41348,Lee's Summit city,0.013,0.0134,0.000174,0.619871
29,1003,41348,Lee's Summit city,0.005,0.0246,0.000123,0.619871
29,1004,41348,Lee's Summit city,0.6591,0.94,0.619554,0.619871
29,1100,41348,Lee's Summit city,0.0009,0.0221,0.00002,0.619871
48,6301,41464,Laredo city,1,0.2194,0.2194,0.238837
48,6302,41464,Laredo city,0.0249,0.7806,0.019437,0.238837
40,601,41850,Lawton city,0.153,1,0.153,0.153
48,4620,41980,League City city,0.0443,0.0387,0.001714,0.555231
48,4702,41980,League City city,0.5758,0.9613,0.553517,0.555231
6,110,41992,Livermore city,0.0613,1,0.0613,0.0613
13,1002,42425,Johns Creek city,0.6671,0.958,0.639082,0.639666
13,1005,42425,Johns Creek city,0.0139,0.042,0.000584,0.639666
48,2001,42508,Lewisville city,0.0601,0.0465,0.002795,0.819233
48,2002,42508,Lewisville city,0.8938,0.9126,0.815682,0.819233
48,2003,42508,Lewisville city,0.0004,0.0013,5.20E-07,0.819233
48,2004,42508,Lewisville city,0.0217,0.0334,0.000725,0.819233
48,2322,42508,Lewisville city,0.005,0.0062,0.000031,0.819233
6,3756,43000,Long Beach city,0.0141,0.0026,0.000037,0.941986
6,3762,43000,Long Beach city,0.0114,0.0047,0.000054,0.941986
6,3763,43000,Long Beach city,0.984,0.2594,0.25525,0.941986
6,3764,43000,Long Beach city,0.0012,0.0005,6.00E-07,0.941986
6,3765,43000,Long Beach city,0.9856,0.4291,0.422921,0.941986
6,3766,43000,Long Beach city,0.9803,0.2242,0.219783,0.941986
6,3767,43000,Long Beach city,0.0003,0.0002,6.00E-08,0.941986
6,3768,43000,Long Beach city,0.0001,0.0004,4.00E-08,0.941986
6,3769,43000,Long Beach city,0.6235,0.0703,0.043832,0.941986
6,5908,43000,Long Beach city,0.0126,0.0086,0.000108,0.941986
8,816,43000,Lakewood city,0.0144,0.0064,0.000092,0.508857
8,818,43000,Lakewood city,0.3838,0.3591,0.137823,0.508857
8,819,43000,Lakewood city,0.5933,0.625,0.370813,0.508857
8,820,43000,Lakewood city,0.0136,0.0095,0.000129,0.508857
27,1404,43000,Minneapolis city,0.0011,0.0006,6.60E-07,0.907983
27,1405,43000,Minneapolis city,0.9254,0.422,0.390519,0.907983
27,1406,43000,Minneapolis city,0.8174,0.2959,0.241869,0.907983
27,1407,43000,Minneapolis city,0.9846,0.2799,0.27559,0.907983
27,1408,43000,Minneapolis city,0.0027,0.0015,4.00E-06,0.907983
49,11001,43660,Layton city,0.1045,1,0.1045,0.1045
48,1200,43888,Longview city,0.0018,0.0614,0.000111,0.180041
48,1600,43888,Longview city,0.1917,0.9386,0.17993,0.180041
12,902,43975,Melbourne city,0.0053,0.0249,0.000132,0.107303
12,903,43975,Melbourne city,0.116,0.9141,0.106036,0.107303
12,904,43975,Melbourne city,0.0186,0.061,0.001135,0.107303
6,3701,44000,Los Angeles city,0.0002,0.001,2.00E-07,0.88256
6,3705,44000,Los Angeles city,0.8471,0.0734,0.062177,0.88256
6,3706,44000,Los Angeles city,0.9343,0.0584,0.054563,0.88256
6,3707,44000,Los Angeles city,0.7864,0.0332,0.026108,0.88256
6,3708,44000,Los Angeles city,0.9927,0.0823,0.081699,0.88256
6,3718,44000,Los Angeles city,0.0031,0.0001,3.10E-07,0.88256
6,3719,44000,Los Angeles city,0.0027,0.0002,5.40E-07,0.88256
6,3720,44000,Los Angeles city,0.3606,0.0231,0.00833,0.88256
6,3721,44000,Los Angeles city,0.9988,0.022,0.021974,0.88256
6,3722,44000,Los Angeles city,1,0.0281,0.0281,0.88256
6,3723,44000,Los Angeles city,1,0.0219,0.0219,0.88256
6,3724,44000,Los Angeles city,1,0.0634,0.0634,0.88256
6,3725,44000,Los Angeles city,0.9914,0.0546,0.05413,0.88256
6,3726,44000,Los Angeles city,0.119,0.0469,0.005581,0.88256
6,3727,44000,Los Angeles city,0.9832,0.0984,0.096747,0.88256
6,3728,44000,Los Angeles city,0.1274,0.0026,0.000331,0.88256
6,3729,44000,Los Angeles city,0.9421,0.0318,0.029959,0.88256
6,3730,44000,Los Angeles city,0.9999,0.0251,0.025097,0.88256
6,3731,44000,Los Angeles city,0.461,0.0137,0.006316,0.88256
6,3732,44000,Los Angeles city,1,0.0226,0.0226,0.88256
6,3733,44000,Los Angeles city,1,0.0061,0.0061,0.88256
6,3734,44000,Los Angeles city,1,0.0248,0.0248,0.88256
6,3735,44000,Los Angeles city,0.9763,0.0409,0.039931,0.88256
6,3736,44000,Los Angeles city,0.0444,0.0011,0.000049,0.88256
6,3742,44000,Los Angeles city,0.0006,0,0,0.88256
6,3744,44000,Los Angeles city,0.9996,0.0326,0.032587,0.88256
6,3745,44000,Los Angeles city,1,0.012,0.012,0.88256
6,3746,44000,Los Angeles city,1,0.0118,0.0118,0.88256
6,3747,44000,Los Angeles city,0.9441,0.0255,0.024075,0.88256
6,3748,44000,Los Angeles city,0.6529,0.0407,0.026573,0.88256
6,3749,44000,Los Angeles city,0.0001,0,0,0.88256
6,3750,44000,Los Angeles city,1,0.024,0.024,0.88256
6,3751,44000,Los Angeles city,1,0.0184,0.0184,0.88256
6,3757,44000,Los Angeles city,0.0002,0,0,0.88256
6,3758,44000,Los Angeles city,0.1268,0.0037,0.000469,0.88256
6,3762,44000,Los Angeles city,0.0004,0,0,0.88256
6,3766,44000,Los Angeles city,0.0167,0.0004,6.70E-06,0.88256
6,3767,44000,Los Angeles city,0.9805,0.0538,0.052751,0.88256
6,3768,44000,Los Angeles city,0.0039,0.0013,5.10E-06,0.88256
49,49001,44320,Lehi city,0.0204,0.5549,0.01132,0.015356
49,49002,44320,Lehi city,0.0106,0.0186,0.000197,0.015356
49,49004,44320,Lehi city,0.009,0.4265,0.003839,0.015356
12,8606,45000,Miami city,0.006,0.0034,0.00002,0.884699
12,8610,45000,Miami city,0.0198,0.0118,0.000234,0.884699
12,8611,45000,Miami city,0.9962,0.2743,0.273258,0.884699
12,8612,45000,Miami city,0.0652,0.021,0.001369,0.884699
12,8613,45000,Miami city,0.9873,0.2075,0.204865,0.884699
12,8614,45000,Miami city,0.7145,0.2486,0.177625,0.884699
12,8615,45000,Miami city,0.9744,0.2333,0.227328,0.884699
12,8616,45000,Miami city,0.0001,0.0001,1.00E-08,0.884699
25,4301,45000,New Bedford city,0.0005,0.0065,3.20E-06,0.60733
25,4500,45000,New Bedford city,0.6113,0.9935,0.607327,0.60733
48,501,45000,Lubbock city,1,0.2019,0.2019,0.300625
48,502,45000,Lubbock city,0.1237,0.7981,0.098725,0.300625
12,8604,45025,Miami Beach city,0.08,0.1048,0.008384,0.531093
12,8612,45025,Miami Beach city,0.5889,0.8875,0.522649,0.531093
12,8613,45025,Miami Beach city,0.0078,0.0077,0.00006,0.531093
12,8602,45060,Miami Gardens city,0.8145,0.723,0.588884,0.633155
12,8603,45060,Miami Gardens city,0.105,0.0785,0.008243,0.633155
12,8605,45060,Miami Gardens city,0.2119,0.1654,0.035048,0.633155
12,8606,45060,Miami Gardens city,0.0296,0.0331,0.00098,0.633155
33,700,45140,Manchester city,0.0006,0.0078,4.70E-06,0.912829
33,800,45140,Manchester city,0.92,0.9922,0.912824,0.912829
48,6803,45384,McAllen city,0.067,0.0815,0.00546,0.720105
48,6804,45384,McAllen city,0.0266,0.055,0.001463,0.720105
48,6805,45384,McAllen city,0.9543,0.7459,0.711812,0.720105
48,6806,45384,McAllen city,0.0305,0.0286,0.000872,0.720105
48,6807,45384,McAllen city,0.0056,0.089,0.000498,0.720105
6,7703,45484,Manteca city,0.064,0.958,0.061312,0.06135
6,7704,45484,Manteca city,0.0009,0.042,0.000038,0.06135
25,3400,45560,Newton city,0.7236,1,0.7236,0.7236
48,1905,45744,McKinney city,0.9603,0.7051,0.677108,0.697647
48,1906,45744,McKinney city,0.0908,0.2173,0.019731,0.697647
48,1907,45744,McKinney city,0.0104,0.0777,0.000808,0.697647
8,802,45970,Longmont city,0.0944,1,0.0944,0.0944
12,1112,45975,Miramar city,0.4543,0.7594,0.344995,0.458197
12,1114,45975,Miramar city,0.4705,0.2406,0.113202,0.458197
4,100,46000,Mesa city,0.0018,0.0009,1.60E-06,0.819972
4,101,46000,Mesa city,0.713,0.4489,0.320066,0.819972
4,102,46000,Mesa city,0.8841,0.2832,0.250377,0.819972
4,103,46000,Mesa city,0.9989,0.1299,0.129757,0.819972
4,104,46000,Mesa city,0.8918,0.1343,0.119769,0.819972
4,109,46000,Mesa city,0.0025,0.0004,1.00E-06,0.819972
4,111,46000,Mesa city,0.0003,0.0024,7.20E-07,0.819972
26,1801,46000,Lansing city,0.0061,0.0801,0.000489,0.644381
26,1802,46000,Lansing city,0.8348,0.7704,0.64313,0.644381
26,1900,46000,Lansing city,0.0051,0.1495,0.000762,0.644381
21,1901,46027,Lexington-Fayette urban county,1,0.0971,0.0971,1
21,1902,46027,Lexington-Fayette urban county,1,0.9029,0.9029,1
8,102,46465,Loveland city,0.0481,1,0.0481,0.0481
6,6504,46842,Menifee city,0.0746,0.0921,0.006871,0.186019
6,6505,46842,Menifee city,0.2,0.8956,0.17912,0.186019
6,6506,46842,Menifee city,0.0023,0.0123,0.000028,0.186019
6,4701,46898,Merced city,0.0015,0.0995,0.000149,0.043013
6,4702,46898,Merced city,0.0476,0.9005,0.042864,0.043013
41,901,47000,Medford city,0.3124,0.8995,0.281004,0.281105
41,902,47000,Medford city,0.001,0.1005,0.000101,0.281105
51,51095,47672,Lynchburg city,0.0003,0.011,3.30E-06,0.085156
51,51096,47672,Lynchburg city,0.0861,0.989,0.085153,0.085156
6,8502,47766,Milpitas city,0.0174,0.0562,0.000978,0.38157
6,8503,47766,Milpitas city,0.0454,0.0868,0.003941,0.38157
6,8504,47766,Milpitas city,0.4395,0.857,0.376651,0.38157
48,1400,47892,Mesquite city,0.0062,0.1002,0.000621,0.358454
48,2302,47892,Mesquite city,0.0606,0.0323,0.001957,0.358454
48,2303,47892,Mesquite city,0.4972,0.5621,0.279476,0.358454
48,2304,47892,Mesquite city,0.0107,0.0334,0.000357,0.358454
48,2305,47892,Mesquite city,0.3292,0.2086,0.068671,0.358454
48,2306,47892,Mesquite city,0.1161,0.0635,0.007372,0.358454
47,3201,48000,Memphis city,1,0.1463,0.1463,0.813157
47,3202,48000,Memphis city,1,0.1299,0.1299,0.813157
47,3203,48000,Memphis city,0.8699,0.142,0.123526,0.813157
47,3204,48000,Memphis city,0.0223,0.0213,0.000475,0.813157
47,3205,48000,Memphis city,0.2646,0.0996,0.026354,0.813157
47,3206,48000,Memphis city,0.0399,0.0104,0.000415,0.813157
47,3207,48000,Memphis city,0.953,0.0925,0.088152,0.813157
47,3208,48000,Memphis city,0.8325,0.358,0.298035,0.813157
55,101,48000,Madison city,0.9281,0.2614,0.242605,0.27955
55,102,48000,Madison city,0.0445,0.3466,0.015424,0.27955
55,103,48000,Madison city,0.0549,0.392,0.021521,0.27955
21,1701,48006,Louisville/Jefferson County metro government (balance),0.1837,0.0205,0.003766,0.798071
21,1702,48006,Louisville/Jefferson County metro government (balance),0.0633,0.0085,0.000538,0.798071
21,1703,48006,Louisville/Jefferson County metro government (balance),0.6813,0.1668,0.113641,0.798071
21,1704,48006,Louisville/Jefferson County metro government (balance),0.7771,0.3038,0.236083,0.798071
21,1705,48006,Louisville/Jefferson County metro government (balance),0.9047,0.1852,0.16755,0.798071
21,1706,48006,Louisville/Jefferson County metro government (balance),0.8772,0.3152,0.276493,0.798071
48,2800,48072,Midland city,0.0004,0.1081,0.000043,0.066668
48,3000,48072,Midland city,0.0747,0.8919,0.066625,0.066668
6,5901,48256,Mission Viejo city,0.0009,0.0024,2.20E-06,0.66767
6,5902,48256,Mission Viejo city,0.7325,0.911,0.667307,0.66767
6,5903,48256,Mission Viejo city,0.0051,0.021,0.000107,0.66767
6,5905,48256,Mission Viejo city,0.0036,0.0279,0.0001,0.66767
6,5915,48256,Mission Viejo city,0.0041,0.0376,0.000154,0.66767
6,9901,48354,Modesto city,0.0094,0.1662,0.001562,0.573168
6,9902,48354,Modesto city,0.5959,0.3925,0.233891,0.573168
6,9903,48354,Modesto city,0.0027,0.043,0.000116,0.573168
6,9904,48354,Modesto city,0.8476,0.3983,0.337599,0.573168
45,1203,48535,Mount Pleasant town,0.0413,1,0.0413,0.0413
48,6803,48768,Mission city,0.0034,0.0071,0.000024,0.498699
48,6805,48768,Mission city,0.0286,0.0383,0.001095,0.498699
48,6806,48768,Mission city,0.5568,0.8934,0.497445,0.498699
48,6807,48768,Mission city,0.0022,0.0612,0.000135,0.498699
26,3202,49000,Livonia city,0.7602,1,0.7602,0.7602
13,1400,49008,Macon-Bibb County,0.9968,0.993,0.989822,0.989827
13,1600,49008,Macon-Bibb County,0.0007,0.007,4.90E-06,0.989827
6,6507,49270,Moreno Valley city,0.0001,0.0006,6.00E-08,0.485989
6,6508,49270,Moreno Valley city,0.5147,0.9391,0.483355,0.485989
6,6509,49270,Moreno Valley city,0.0003,0.001,3.00E-07,0.485989
6,6510,49270,Moreno Valley city,0.0445,0.0592,0.002634,0.485989
6,8501,49670,Mountain View city,0.1231,0.9919,0.122103,0.122121
6,8502,49670,Mountain View city,0.0022,0.0081,0.000018,0.122121
12,11503,49675,North Port city,0.2294,1,0.2294,0.2294
1,2701,50000,Mobile city,0.8185,0.3629,0.297034,0.60181
1,2702,50000,Mobile city,0.8521,0.3451,0.29406,0.60181
1,2703,50000,Mobile city,0.0367,0.292,0.010716,0.60181
11,101,50000,Washington city,1,0.2275,0.2275,0.9999
11,102,50000,Washington city,1,0.1602,0.1602,0.9999
11,103,50000,Washington city,1,0.1802,0.1802,0.9999
11,104,50000,Washington city,1,0.2697,0.2697,0.9999
11,105,50000,Washington city,1,0.1623,0.1623,0.9999
6,6503,50076,Murrieta city,0.0435,0.2158,0.009387,0.369413
6,6504,50076,Murrieta city,0.4591,0.7842,0.360026,0.369413
6,5500,50258,Napa city,0.0241,1,0.0241,0.0241
33,600,50260,Nashua city,0.0022,0.0406,0.000089,0.285031
33,900,50260,Nashua city,0.297,0.9594,0.284942,0.285031
36,3104,50617,New Rochelle city,0,0,0,0.4691
36,3107,50617,New Rochelle city,0.4691,1,0.4691,0.4691
48,5700,50820,New Braunfels city,0.0154,0.2416,0.003721,0.050135
48,5800,50820,New Braunfels city,0.0612,0.7584,0.046414,0.050135
45,1202,50875,North Charleston city,0.0081,0.0652,0.000528,0.268722
45,1204,50875,North Charleston city,0.2869,0.9348,0.268194,0.268722
1,2000,51000,Montgomery city,0.7959,0.6587,0.524259,0.53146
1,2100,51000,Montgomery city,0.0211,0.3413,0.007201,0.53146
34,1301,51000,Newark city,0.9999,0.6861,0.686031,0.988779
34,1302,51000,Newark city,0.9906,0.3055,0.302628,0.988779
34,1401,51000,Newark city,0.0004,0.0002,8.00E-08,0.988779
34,1402,51000,Newark city,0.0005,0.0003,1.50E-07,0.988779
34,1800,51000,Newark city,0.0152,0.0079,0.00012,0.988779
36,3107,51000,New York city,0.0002,0,0,0.997854
36,3211,51000,New York city,0.0001,0,0,0.997854
36,3212,51000,New York city,0.001,0.0001,1.00E-07,0.997854
36,3701,51000,New York city,1,0.0114,0.0114,0.997854
36,3702,51000,New York city,0.9972,0.0224,0.022337,0.997854
36,3703,51000,New York city,1,0.0313,0.0313,0.997854
36,3704,51000,New York city,1,0.0127,0.0127,0.997854
36,3705,51000,New York city,1,0.0146,0.0146,0.997854
36,3706,51000,New York city,1,0.0052,0.0052,0.997854
36,3707,51000,New York city,1,0.0051,0.0051,0.997854
36,3708,51000,New York city,1,0.0066,0.0066,0.997854
36,3709,51000,New York city,1,0.0147,0.0147,0.997854
36,3710,51000,New York city,1,0.0164,0.0164,0.997854
36,3801,51000,New York city,1,0.0098,0.0098,0.997854
36,3802,51000,New York city,1,0.0056,0.0056,0.997854
36,3803,51000,New York city,1,0.0048,0.0048,0.997854
36,3804,51000,New York city,1,0.0077,0.0077,0.997854
36,3805,51000,New York city,1,0.0066,0.0066,0.997854
36,3806,51000,New York city,1,0.0099,0.0099,0.997854
36,3807,51000,New York city,1,0.0103,0.0103,0.997854
36,3808,51000,New York city,1,0.0054,0.0054,0.997854
36,3809,51000,New York city,1,0.0058,0.0058,0.997854
36,3810,51000,New York city,1,0.0096,0.0096,0.997854
36,3901,51000,New York city,1,0.0807,0.0807,0.997854
36,3902,51000,New York city,1,0.0653,0.0653,0.997854
36,3903,51000,New York city,1,0.0455,0.0455,0.997854
36,4001,51000,New York city,1,0.0137,0.0137,0.997854
36,4002,51000,New York city,1,0.0084,0.0084,0.997854
36,4003,51000,New York city,1,0.0076,0.0076,0.997854
36,4004,51000,New York city,1,0.0104,0.0104,0.997854
36,4005,51000,New York city,1,0.0133,0.0133,0.997854
36,4006,51000,New York city,1,0.0074,0.0074,0.997854
36,4007,51000,New York city,1,0.0086,0.0086,0.997854
36,4008,51000,New York city,1,0.0202,0.0202,0.997854
36,4009,51000,New York city,1,0.0408,0.0408,0.997854
36,4010,51000,New York city,1,0.0103,0.0103,0.997854
36,4011,51000,New York city,1,0.0057,0.0057,0.997854
36,4012,51000,New York city,1,0.0134,0.0134,0.997854
36,4013,51000,New York city,1,0.0128,0.0128,0.997854
36,4014,51000,New York city,1,0.0105,0.0105,0.997854
36,4015,51000,New York city,1,0.0097,0.0097,0.997854
36,4016,51000,New York city,1,0.0143,0.0143,0.997854
36,4017,51000,New York city,1,0.0123,0.0123,0.997854
36,4018,51000,New York city,1,0.0114,0.0114,0.997854
36,4101,51000,New York city,1,0.0172,0.0172,0.997854
36,4102,51000,New York city,1,0.0139,0.0139,0.997854
36,4103,51000,New York city,1,0.0393,0.0393,0.997854
36,4104,51000,New York city,0.9566,0.031,0.029655,0.997854
36,4105,51000,New York city,0.9892,0.0512,0.050647,0.997854
36,4106,51000,New York city,1,0.0247,0.0247,0.997854
36,4107,51000,New York city,1,0.012,0.012,0.997854
36,4108,51000,New York city,1,0.0093,0.0093,0.997854
36,4109,51000,New York city,1,0.0199,0.0199,0.997854
36,4110,51000,New York city,1,0.0244,0.0244,0.997854
36,4111,51000,New York city,1,0.0158,0.0158,0.997854
36,4112,51000,New York city,1,0.031,0.031,0.997854
36,4113,51000,New York city,1,0.0206,0.0206,0.997854
36,4114,51000,New York city,0.9964,0.0515,0.051315,0.997854
6,5903,51182,Newport Beach city,0.2925,0.8943,0.261583,0.26613
6,5904,51182,Newport Beach city,0.0166,0.0342,0.000568,0.26613
6,5914,51182,Newport Beach city,0.0045,0.0055,0.000025,0.26613
6,5918,51182,Newport Beach city,0.06,0.0659,0.003954,0.26613
47,2401,51560,Murfreesboro city,0.0386,0.1561,0.006025,0.128897
47,2402,51560,Murfreesboro city,0.1456,0.8439,0.122872,0.128897
17,3106,51622,Naperville city,0.1861,0.3457,0.064335,0.245435
17,3202,51622,Naperville city,0.0077,0.0068,0.000052,0.245435
17,3203,51622,Naperville city,0.3245,0.2777,0.090114,0.245435
17,3209,51622,Naperville city,0.2459,0.3698,0.090934,0.245435
27,1401,51730,Plymouth city,0.0027,0.0197,0.000053,0.652587
27,1402,51730,Plymouth city,0.6806,0.9584,0.652287,0.652587
27,1403,51730,Plymouth city,0.0131,0.0183,0.00024,0.652587
27,1409,51730,Plymouth city,0.002,0.0036,7.20E-06,0.652587
32,402,51800,North Las Vegas city,0.0189,0.4076,0.007704,0.507608
32,403,51800,North Las Vegas city,0.9682,0.516,0.499591,0.507608
32,404,51800,North Las Vegas city,0.0041,0.0764,0.000313,0.507608
9,905,52000,New Haven city,1,1,1,1
47,2501,52006,Nashville-Davidson metropolitan government (balance),0.9988,0.2131,0.212844,0.92981
47,2502,52006,Nashville-Davidson metropolitan government (balance),0.9572,0.3668,0.351101,0.92981
47,2503,52006,Nashville-Davidson metropolitan government (balance),1,0.096,0.096,0.92981
47,2504,52006,Nashville-Davidson metropolitan government (balance),0.985,0.105,0.103425,0.92981
47,2505,52006,Nashville-Davidson metropolitan government (balance),0.76,0.219,0.16644,0.92981
16,600,52120,Meridian city,0.1826,0.5785,0.105634,0.236994
16,701,52120,Meridian city,0.3362,0.3906,0.13132,0.236994
16,800,52120,Meridian city,0.0013,0.0309,0.00004,0.236994
40,900,52500,Norman city,0.3284,1,0.3284,0.3284
6,3754,52526,Norwalk city,0.0001,0.0003,3.00E-08,0.836649
6,3755,52526,Norwalk city,0.8369,0.9997,0.836649,0.836649
20,601,52575,Olathe city,0.0188,0.0426,0.000801,0.2759
20,603,52575,Olathe city,0.3032,0.9012,0.273244,0.2759
20,604,52575,Olathe city,0.033,0.0562,0.001855,0.2759
6,101,53000,Oakland city,0.0386,0.0089,0.000344,0.715481
6,102,53000,Oakland city,0.9086,0.2547,0.23142,0.715481
6,103,53000,Oakland city,0.7207,0.4109,0.296136,0.715481
6,104,53000,Oakland city,0.9805,0.1641,0.1609,0.715481
6,105,53000,Oakland city,0.2146,0.1195,0.025645,0.715481
6,106,53000,Oakland city,0.0344,0.0252,0.000867,0.715481
6,1304,53000,Oakland city,0.0101,0.0167,0.000169,0.715481
12,9502,53000,Orlando city,0.0181,0.0087,0.000157,0.386319
12,9503,53000,Orlando city,0.0383,0.0455,0.001743,0.386319
12,9504,53000,Orlando city,0.2765,0.0853,0.023585,0.386319
12,9505,53000,Orlando city,0.799,0.179,0.143021,0.386319
12,9506,53000,Orlando city,0.6742,0.158,0.106524,0.386319
12,9507,53000,Orlando city,0.2116,0.061,0.012908,0.386319
12,9509,53000,Orlando city,0.2173,0.4525,0.098328,0.386319
12,9510,53000,Orlando city,0.0053,0.01,0.000053,0.386319
55,20000,53000,Milwaukee city,0,0.0002,0,0.938475
55,40101,53000,Milwaukee city,0.1579,0.0463,0.007311,0.938475
55,40301,53000,Milwaukee city,0.0009,0.0007,6.30E-07,0.938475
55,40701,53000,Milwaukee city,0.0164,0.0079,0.00013,0.938475
55,41001,53000,Milwaukee city,0.9988,0.312,0.311626,0.938475
55,41002,53000,Milwaukee city,0.981,0.1555,0.152545,0.938475
55,41003,53000,Milwaukee city,0.9906,0.1168,0.115702,0.938475
55,41004,53000,Milwaukee city,0.9722,0.1217,0.118317,0.938475
55,41005,53000,Milwaukee city,0.9771,0.2383,0.232843,0.938475
55,70201,53000,Milwaukee city,0.0005,0.0007,3.50E-07,0.938475
6,7301,53322,Oceanside city,0.1562,0.8826,0.137862,0.144792
6,7303,53322,Oceanside city,0.0543,0.0577,0.003133,0.144792
6,7304,53322,Oceanside city,0.0636,0.0597,0.003797,0.144792
48,3000,53388,Odessa city,0.0071,0.1249,0.000887,0.044467
