year,state,place,subgroup_type,subgroup,poverty_exposure,poverty_exposure_quality
2020,53,70000,race-ethnicity,"White, Non-Hispanic",0,1
2020,53,74060,all,All,0,1
2020,53,74060,race-ethnicity,Black,0,2
2020,53,74060,race-ethnicity,Hispanic,0,2
2020,53,74060,race-ethnicity,Other Races and Ethnicities,0,1
2020,53,74060,race-ethnicity,"White, Non-Hispanic",0,1
2020,53,80010,all,All,0,1
2020,53,80010,race-ethnicity,Black,0,3
2020,53,80010,race-ethnicity,Hispanic,0,1
2020,53,80010,race-ethnicity,Other Races and Ethnicities,0,2
2020,53,80010,race-ethnicity,"White, Non-Hispanic",0,1
2020,55,02375,all,All,0,1
2020,55,02375,race-ethnicity,Black,0,3
2020,55,02375,race-ethnicity,Hispanic,0,3
2020,55,02375,race-ethnicity,Other Races and Ethnicities,0,2
2020,55,02375,race-ethnicity,"White, Non-Hispanic",0,1
2020,55,31000,all,All,0,1
2020,55,31000,race-ethnicity,Black,0,2
2020,55,31000,race-ethnicity,Hispanic,0,2
2020,55,31000,race-ethnicity,Other Races and Ethnicities,0,1
2020,55,31000,race-ethnicity,"White, Non-Hispanic",0,1
2020,55,39225,all,All,0,1
2020,55,39225,race-ethnicity,Black,0,2
2020,55,39225,race-ethnicity,Hispanic,0,2
2020,55,39225,race-ethnicity,Other Races and Ethnicities,0,2
2020,55,39225,race-ethnicity,"White, Non-Hispanic",0,1
2020,55,48000,all,All,0.4062958218460183,1
2020,55,48000,race-ethnicity,Black,0.10446289781393807,2
2020,55,48000,race-ethnicity,Hispanic,0.14201992938484564,2
2020,55,48000,race-ethnicity,Other Races and Ethnicities,0.34423904300757713,1
2020,55,48000,race-ethnicity,"White, Non-Hispanic",0.4841766211396381,1
2020,55,53000,all,All,0.3054114284076664,1
2020,55,53000,race-ethnicity,Black,0.33681073025335323,1
2020,55,53000,race-ethnicity,Hispanic,0.2926891560689664,1
2020,55,53000,race-ethnicity,Other Races and Ethnicities,0.3137751772114528,1
2020,55,53000,race-ethnicity,"White, Non-Hispanic",0.21058980321206794,1
2020,55,66000,all,All,0.09979074281518238,1
2020,55,66000,race-ethnicity,Black,0.1903576485203986,2
2020,55,66000,race-ethnicity,Hispanic,0.052749428987431214,2
2020,55,66000,race-ethnicity,Other Races and Ethnicities,0.057824725643470076,2
2020,55,66000,race-ethnicity,"White, Non-Hispanic",0.06133691571977803,1
