state,county,count_membership_associations_per_10k,count_membership_associations_per_10k_quality
51,045,6.2,1
51,047,9.7,1
51,049,3.1,1
51,051,2.2,1
51,053,6.1,1
51,057,10.4,1
51,059,8.9,1
51,061,11.3,1
51,063,13.5,1
51,065,6.5,1
51,067,8.9,1
51,069,7.7,1
51,071,10.9,1
51,073,8.4,1
51,075,13.7,1
51,077,5.9,1
51,079,2.9,1
51,081,NA,NA
51,083,13.9,1
51,085,12.3,1
51,087,12.3,1
51,089,14.9,1
51,091,NA,NA
51,093,12.2,1
51,095,8.6,1
51,097,16.5,1
51,099,9.8,1
51,101,4.9,1
51,103,24.8,1
51,105,5,1
51,107,7,1
51,109,7.7,1
51,111,14.2,1
51,113,10.8,1
51,115,17.6,1
51,117,15.8,1
51,119,15.8,1
51,121,11,1
51,125,10.8,1
51,127,10,1
51,131,11.6,1
51,133,19.1,1
51,135,14.8,1
51,137,7.5,1
51,139,10.5,1
51,141,9.1,1
51,143,13.6,1
51,145,7.1,1
51,147,10,1
51,149,5.8,1
51,153,6.2,1
51,155,15.1,1
51,157,10.8,1
51,159,14.4,1
51,161,11.9,1
51,163,10.6,1
51,165,13.4,1
51,167,8.6,1
51,169,4.7,1
51,171,14.1,1
51,173,9.1,1
51,175,11.6,1
51,177,6.2,1
51,179,5.3,1
51,181,15.3,1
51,183,13.9,1
51,185,12,1
51,187,10.7,1
51,191,10.4,1
51,193,18.7,1
51,195,8.4,1
51,197,9.2,1
51,199,7.9,1
51,510,21.3,1
51,520,18.7,1
51,530,10.6,1
51,540,23.6,1
51,550,8.9,1
51,570,12.1,1
51,580,31.4,1
51,590,19.1,1
51,595,23.1,1
51,600,25.8,1
51,610,13.7,1
51,620,14.8,1
51,630,14.4,1
51,640,16.5,1
51,650,8.9,1
51,660,14.4,1
51,670,11.2,1
51,678,22.9,1
51,680,16.4,1
51,683,9.8,1
51,685,4.7,1
51,690,29.5,1
51,700,10.3,1
51,710,11.4,1
51,720,NA,NA
51,730,14.7,1
51,735,6.3,1
51,740,9,1
51,750,15.1,1
51,760,14.6,1
51,770,16.8,1
51,775,15.8,1
51,790,21.4,1
51,800,10.8,1
51,810,7.4,1
51,820,17.3,1
51,830,14,1
51,840,18.9,1
53,001,10.7,1
53,003,8,1
53,005,8.1,1
53,007,13.8,1
53,009,8.3,1
53,011,6.6,1
53,013,10,1
53,015,8.3,1
53,017,5.5,1
53,019,8.3,1
53,021,3.8,1
53,023,17,1
53,025,7.7,1
53,027,9.9,1
53,029,8.3,1
53,031,9.2,1
53,033,8.7,1
53,035,8,1
53,037,9,1
53,039,6,1
53,041,7.7,1
53,043,16.8,1
53,045,5.8,1
53,047,12.2,1
53,049,10.4,1
53,051,10.1,1
53,053,6.7,1
53,055,13.4,1
53,057,9.7,1
53,059,4.1,1
53,061,7,1
53,063,8.9,1
53,065,8.4,1
53,067,8.7,1
53,069,6.6,1
53,071,7.2,1
53,073,10.7,1
53,075,9.7,1
53,077,7.4,1
54,001,5.2,1
54,003,7.4,1
54,005,6.6,1
54,007,8.9,1
54,009,14,1
54,011,14.3,1
54,013,6.5,1
54,015,NA,NA
54,017,6.5,1
54,019,10.2,1
54,021,5.4,1
54,023,12.7,1
54,025,12.5,1
54,027,7.7,1
54,029,12.9,1
54,031,6.4,1
54,033,17.9,1
54,035,8.3,1
54,037,8,1
54,039,17.4,1
54,041,10.1,1
54,043,3.5,1
54,045,6.3,1
54,047,4.9,1
54,049,14.6,1
54,051,12.6,1
54,053,14.6,1
54,055,11.7,1
54,057,13,1
54,059,6.9,1
54,061,10.4,1
54,063,11.3,1
54,065,11.6,1
54,067,10.6,1
54,069,20.3,1
54,071,11.5,1
54,073,14.5,1
54,075,7.6,1
54,077,7,1
54,079,9.9,1
54,081,10.3,1
54,083,11.8,1
54,085,11.9,1
54,087,6.5,1
54,089,10.1,1
54,091,12.1,1
54,093,6,1
54,095,15.8,1
54,097,13,1
54,099,6.5,1
54,101,7.2,1
54,103,18.3,1
54,105,7.9,1
54,107,17.2,1
54,109,9.1,1
55,001,4.8,1
55,003,12.5,1
55,005,16.5,1
55,007,14.7,1
55,009,8.2,1
55,011,9,1
55,013,16.1,1
55,015,7.2,1
55,017,10.8,1
55,019,11.2,1
55,021,12.3,1
55,023,8.1,1
55,025,11.9,1
55,027,11.1,1
55,029,19.1,1
55,031,11.4,1
55,033,9.9,1
55,035,12.8,1
55,037,8.7,1
55,039,11.6,1
55,041,9.7,1
55,043,11.7,1
55,045,9.7,1
55,047,14,1
55,049,8.4,1
55,051,4.8,1
55,053,10,1
55,055,11.2,1
55,057,10.1,1
55,059,7.1,1
55,061,10.2,1
55,063,13.2,1
55,065,9.5,1
55,067,13.8,1
55,069,15.1,1
55,071,8.8,1
55,073,12.5,1
55,075,15.1,1
55,077,8.2,1
55,078,7,1
55,079,8.3,1
55,081,9.7,1
55,083,10.7,1
55,085,14.6,1
55,087,9.5,1
55,089,11,1
55,091,6.8,1
55,093,10.3,1
55,095,13.8,1
55,097,11.2,1
55,099,16.4,1
55,101,9.4,1
55,103,9.3,1
55,105,9.3,1
55,107,9.9,1
55,109,10.8,1
55,111,11.7,1
55,113,8.8,1
55,115,14,1
55,117,14.2,1
55,119,8,1
55,121,12.4,1
55,123,11.3,1
55,125,18.7,1
55,127,10,1
55,129,11.9,1
55,131,9.2,1
55,133,11,1
55,135,15.4,1
55,137,14.9,1
55,139,11.5,1
55,141,14,1
56,001,12.2,1
56,003,11.2,1
56,005,9,1
56,007,8.9,1
56,009,11,1
56,011,12.3,1
56,013,12.7,1
56,015,19.1,1
56,017,10.9,1
56,019,10.4,1
56,021,12.7,1
56,023,4.5,1
56,025,14.4,1
56,027,NA,NA
56,029,16.9,1
56,031,19.6,1
56,033,15.8,1
56,035,6.9,1
56,037,8.9,1
56,039,18.2,1
56,041,3.4,1
56,043,15.6,1
56,045,10.3,1
