year,state,place,state_name,place_name,share_in_preschool,share_in_preschool_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality,share_hs_degree,share_hs_degree_quality,share_digital_access,share_digital_access_quality,pctl_income_20,pctl_20_quality,pctl_income_50,pctl_50_quality,pctl_income_80,pctl_80_quality,pctl_income_quality,share_debt_col,share_debt_col_quality,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,homeless_quality,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,share_affordable_quality,share_election_turnout,share_election_turnout_quality,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,share_desc_rep_hispanic,share_desc_rep_white_nonhispanic,share_poverty_exposure,share_poverty_exposure_quality,share_black_nh_exposure,share_black_nh_exposure_quality,share_hispanic_exposure,share_hispanic_exposure_quality,share_other_nh_exposure,share_other_nh_exposure_quality,share_white_nh_exposure,share_white_nh_exposure_quality,index_air_quality,index_air_quality_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality,rate_juv_arrest,rate_juv_arrest_quality,rate_violent_crime,rate_property_crime,rate_crime_quality,share_employed,share_employed_quality
2020,12,24125,Florida,Fort Myers city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6441159828852056,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6071586620518495,3,2.4,2,NA,NA,NA,NA,NA,NA,NA
2021,12,24125,Florida,Fort Myers city,0.42913091327069103,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8385766200979151,2,0.837190355869365,1,20515.241385583748,2,54468.71863203121,2,108236.981146811,2,2,NA,NA,5.9%:14.4%,2,6.6%:19.8%,2,4.3%:5.1%,2,83.2%:60.7%,2,NA,NA,NA,NA,NA,1.5247958029065356,1.1720952824246609,0.92330365601142,2,NA,NA,0.06333388433655276,0.2266394313646775,0.23014617328264103,0.47988051101612866,0.1525877593619959,1,0.5615069008496126,1,0.6235549594615445,1,0.8860287876927208,1,0.35018187426207864,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7542296768355901,2
2014,12,25175,Florida,Gainesville city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9%:19.4%,2,6.1%:7.8%,3,5.5%:8.9%,2,76.5%:63.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,12,25175,Florida,Gainesville city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7%:23.0%,2,2.2%:6.6%,2,5.7%:8.1%,3,77.4%:62.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,25175,Florida,Gainesville city,NA,NA,0.9082619,0.78811818,1.0284057,1,0.55827618,1,0.23318201,1,0.19630408,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7%:20.4%,2,3.8%:9.6%,3,5.5%:7.0%,2,83.0%:63.0%,2,837,837,837,0.0283969473,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,25175,Florida,Gainesville city,NA,NA,0.91203111,0.78620183,1.0378603,1,0.5667401,1,0.24754806,1,0.22214803,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3%:20.0%,2,5.1%:9.8%,2,7.9%:8.2%,2,74.6%:62.0%,2,1019,1019,1019,0.0342359915,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,25175,Florida,Gainesville city,NA,NA,NA,NA,NA,NA,0.3816922,1,0.15418342,1,0.1020018,1,NA,NA,NA,NA,11467.35570951417,1,40129.17307369329,1,90804.35413438024,1,1,NA,NA,11.1%:19.7%,2,9.6%:12.2%,2,5.6%:8.3%,2,73.7%:59.7%,2,1028,1027,1028,0.0331602208,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7544877015549947,1
2019,12,25175,Florida,Gainesville city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7%:23.7%,2,7.3%:9.7%,2,6.1%:8.8%,2,70.9%:57.8%,2,1046,1045,1046,0.0338500366,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,12,25175,Florida,Gainesville city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5792991965349239,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9727837136492798,2,1.3,1,NA,NA,NA,NA,NA,NA,NA
2021,12,25175,Florida,Gainesville city,0.0453605967084942,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.906332175582194,1,0.7603664381833777,1,17448.25112694319,1,42158.22077823839,1,97733.89283086306,1,1,NA,NA,12.1%:17.8%,2,7.1%:9.1%,2,12.5%:9.7%,2,68.3%:63.4%,2,NA,NA,NA,NA,NA,1.383200179576891,0.9942793517268214,0.7922971190090007,1,NA,NA,0.10833135122278202,0.20972171167859535,0.12271066231323112,0.5592362747853915,0.5015100924662786,1,0.6102159747310972,1,0.8552331505651871,1,0.8417321562285341,1,0.39001369962829,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.801868725185772,1
2014,12,30000,Florida,Hialeah city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2%:2.0%,2,93.0%:95.3%,2,0.8%:0.3%,3,3.9%:2.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,12,30000,Florida,Hialeah city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9%:2.0%,2,94.1%:95.5%,2,1.1%:0.5%,3,2.9%:1.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,30000,Florida,Hialeah city,NA,NA,NA,NA,NA,NA,0.93313187,1,0.88639671,1,0.80835378,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4%:1.9%,2,93.6%:95.3%,2,0.5%:0.6%,3,3.5%:2.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,30000,Florida,Hialeah city,NA,NA,NA,NA,NA,NA,0.91269541,1,0.8388074,1,0.70187163,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6%:2.5%,2,93.0%:94.1%,2,1.2%:1.1%,3,4.3%:2.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,30000,Florida,Hialeah city,NA,NA,NA,NA,NA,NA,0.9276213,1,0.84339559,1,0.76176888,1,NA,NA,NA,NA,18165.53806448424,2,39500.575703317525,2,76505.96484836315,2,2,NA,NA,1.1%:2.2%,2,94.2%:95.5%,2,0.9%:0.6%,3,3.8%:1.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.823014908139969,2
2019,12,30000,Florida,Hialeah city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0%:1.9%,2,93.1%:95.2%,2,0.7%:0.4%,3,4.2%:2.5%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,12,30000,Florida,Hialeah city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6403060176350536,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4171946757452782,3,0.5,1,NA,NA,NA,NA,NA,NA,NA
2021,12,30000,Florida,Hialeah city,0.43401988613733467,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9446854183937556,1,0.8467075529724285,1,18515.15648984279,2,46309.499931400635,2,90456.13712349496,2,2,0.39119,1,1.7%:2.0%,2,90.9%:95.5%,2,0.8%:0.6%,3,6.5%:1.9%,2,NA,NA,NA,NA,NA,1.1907210623125648,0.8797812409737222,0.8237907611534455,1,NA,NA,0.00746561360658222,0.00628448667777965,0.9582237633823908,0.02802613633324716,0.01276459636308316,1,0.965313338319574,1,0.04093170355692241,1,0.977323622635119,2,0.9617415526257996,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7933706511852475,2
2014,12,32000,Florida,Hollywood city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8%:17.5%,2,20.7%:27.7%,2,4.1%:5.4%,2,67.4%:49.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,12,32000,Florida,Hollywood city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9%:18.4%,2,22.2%:28.3%,2,4.6%:5.1%,2,64.2%:48.1%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,32000,Florida,Hollywood city,NA,NA,NA,NA,NA,NA,0.94173104,1,0.90034932,1,0.78146851,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5%:13.2%,2,27.5%:35.4%,2,2.9%:3.8%,2,59.1%:47.6%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,32000,Florida,Hollywood city,NA,NA,NA,NA,NA,NA,0.88358212,1,0.81263965,1,0.60786694,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4%:17.7%,2,24.1%:32.5%,2,4.7%:5.4%,2,60.8%:44.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,32000,Florida,Hollywood city,NA,NA,NA,NA,NA,NA,0.75622869,1,0.70558822,1,0.63262439,1,NA,NA,NA,NA,25296.50134612575,2,53720.69610201953,2,101281.92516785584,2,2,NA,NA,9.9%:17.6%,2,30.6%:36.9%,2,4.2%:4.5%,2,55.3%:41.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8056467393490175,2
2019,12,32000,Florida,Hollywood city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8%:19.7%,2,33.4%:34.6%,2,3.5%:3.1%,2,51.4%:42.6%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,12,32000,Florida,Hollywood city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6790233499556215,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8280620859440901,3,1.3,2,NA,NA,NA,NA,NA,NA,NA
2021,12,32000,Florida,Hollywood city,0.5214151864318525,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9416652189482118,2,0.9105814662149322,1,24601.054235919055,2,60279.87816135974,2,121337.7464875311,2,2,0.34778,1,7.9%:15.1%,2,30.5%:40.1%,2,4.8%:6.5%,2,56.8%:38.2%,2,NA,NA,NA,NA,NA,1.2418473337767464,0.8493800932042025,0.7230739963883985,2,NA,NA,0.05087911295765972,0.16997057609258373,0.4199820442079464,0.3591682667418101,0,1,0.6981484346437687,1,0.5412476540920911,1,0.9224067550877276,1,0.5370664122633352,1,NA,NA,NA,NA,NA,NA,117.46821448313986,3,242.46872481110373,545.2269703860495,3,0.8126034084093203,2
2014,12,32275,Florida,Homestead city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5%:17.4%,3,53.0%:64.0%,3,1.0%:1.0%,3,38.5%:17.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,12,32275,Florida,Homestead city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3%:23.1%,3,47.8%:63.5%,3,11.8%:2.3%,3,29.1%:11.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,32275,Florida,Homestead city,NA,NA,NA,NA,NA,NA,0.8786611,1,0.88170683,1,0.80994767,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9%:19.5%,3,58.4%:65.9%,3,0.5%:0.9%,3,28.2%:13.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,32275,Florida,Homestead city,NA,NA,NA,NA,NA,NA,0.87255317,1,0.77991426,1,0.781488,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8%:22.1%,3,60.7%:57.9%,3,3.4%:3.7%,3,29.1%:16.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,32275,Florida,Homestead city,NA,NA,NA,NA,NA,NA,0.91842216,1,0.82317722,1,0.80922693,1,NA,NA,NA,NA,23698.36439646051,3,48304.417332874415,3,94071.27662657882,3,3,NA,NA,10.6%:17.0%,3,66.7%:69.4%,3,2.5%:1.9%,3,20.1%:11.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7965291183114236,3
2019,12,32275,Florida,Homestead city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9%:21.3%,3,60.3%:67.2%,3,1.2%:0.5%,3,21.6%:11.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,12,32275,Florida,Homestead city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7368876536308834,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51756679900265945,3,2,2,NA,NA,NA,NA,NA,NA,NA
2021,12,32275,Florida,Homestead city,0.6163719001541825,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5318353883781229,2,0.8874310705457311,1,20520.509635912993,3,55890.068813129306,3,102846.9848146942,3,3,NA,NA,17.5%:21.8%,3,56.7%:63.1%,3,3.8%:3.4%,3,22.0%:11.6%,3,NA,NA,NA,NA,NA,1.2562769456830265,1.0561635469467368,0.8072347289715499,2,NA,NA,0.0322114470431641,0.20395512454839324,0.6535970083032262,0.11023642010521643,0.5010128505696975,1,0.6996410025961943,1,0.3257615420124917,1,0.9433750180352832,2,0.8187023463369274,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759947641992298,3
2014,12,35000,Florida,Jacksonville city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9%:28.7%,1,3.8%:6.4%,1,5.1%:5.6%,1,78.2%:59.3%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,12,35000,Florida,Jacksonville city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4%:27.9%,1,3.3%:7.2%,1,6.8%:5.7%,1,76.5%:59.3%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,35000,Florida,Jacksonville city,NA,NA,0.89013582,0.83679354,0.94347811,2,0.75316447,1,0.56523919,1,0.38764954,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9%:27.3%,1,4.7%:7.3%,1,6.7%:6.6%,1,73.8%:58.8%,1,3348,3348,3348,0.0258574747,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,35000,Florida,Jacksonville city,NA,NA,0.77506202,0.72505331,0.82507074,1,0.66662443,1,0.46491113,1,0.27571616,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8%:28.5%,1,5.3%:7.9%,1,6.8%:6.4%,1,74.1%:57.2%,1,5825,5825,5825,0.0449518859,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,35000,Florida,Jacksonville city,NA,NA,NA,NA,NA,NA,0.62654442,1,0.38907871,1,0.2210363,1,NA,NA,NA,NA,23812.91257116313,3,55635.04530285317,3,105396.43106705711,3,3,NA,NA,12.5%:29.1%,1,6.6%:9.1%,1,8.3%:6.5%,1,72.6%:55.3%,1,3771,3771,3771,0.0289566834,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8012939715981618,3
2019,12,35000,Florida,Jacksonville city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8%:28.3%,1,6.9%:9.5%,1,7.1%:7.0%,1,72.3%:55.3%,1,3349,3349,3349,0.0257063694,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,12,35000,Florida,Jacksonville city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7027384418770458,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7146759523510848,1,0.3,1,NA,NA,NA,NA,NA,NA,NA
2021,12,35000,Florida,Jacksonville city,0.4451328574967583,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8657613966138429,1,0.8766372681803155,1,25709.53528588266,3,59671.38799881367,3,114677.19255889131,3,3,0.39504,1,17.6%:28.8%,1,6.7%:9.2%,1,9.2%:8.6%,1,66.5%:53.4%,1,NA,NA,NA,NA,NA,1.4070966164044978,1.173860893071147,1.0320439719365149,1,NA,NA,0.09692755601531423,0.3025840096407128,0.10878008723565358,0.4917083471083194,0.0943434486596927,1,0.49518438329427183,1,0.8369335755552276,1,0.8599847775844942,1,0.4165997874919008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7887221732254993,3
2014,12,36950,Florida,Kissimmee city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1%:11.5%,3,39.9%:47.3%,3,3.8%:3.7%,3,47.2%:37.4%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,12,36950,Florida,Kissimmee city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4%:9.0%,3,37.1%:50.5%,3,7.0%:4.9%,3,48.5%:35.6%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,36950,Florida,Kissimmee city,NA,NA,0.84954655,0.77926195,0.91983116,1,0.85654622,1,0.85811758,1,0.78127617,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4%:10.9%,3,35.1%:51.9%,3,4.6%:3.5%,3,51.0%:33.7%,3,3338,3338,3338,0.0529580675,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,36950,Florida,Kissimmee city,NA,NA,0.81774145,0.74593502,0.88954788,1,0.578385,1,0.5924136,1,0.52138215,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9%:10.5%,3,35.4%:52.5%,3,8.3%:5.0%,3,44.5%:32.1%,3,5221,5221,5221,0.0791276395,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,36950,Florida,Kissimmee city,NA,NA,NA,NA,NA,NA,0.3548387,1,0.40280139,1,0.30942076,1,NA,NA,NA,NA,22160.21702874428,2,50291.502233660314,2,85952.5497714103,2,2,NA,NA,10.4%:9.3%,3,43.7%:55.9%,3,7.0%:4.6%,3,38.9%:30.2%,3,3493,3493,3493,0.0509525351,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7835898272324153,2
2019,12,36950,Florida,Kissimmee city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7%:13.7%,3,33.6%:50.3%,3,9.3%:5.1%,3,43.5%:30.8%,3,2625,2625,2625,0.0375402234,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
