year,state,place,state_name,place_name,in_universe,subgroup,subgroup_type,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,rate_juv_arrest,rate_juv_arrest_quality
2018,18,05860,Indiana,Bloomington city,TRUE,Age 45 and Over,age,0.019:0.021,Marginal,0.008:0.013,Marginal,0.037:0.043,Marginal,0.937:0.923,Marginal,NA,NA
2018,18,05860,Indiana,Bloomington city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,05860,Indiana,Bloomington city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,10342,Indiana,Carmel city,TRUE,All,all,0.017:0.054,Marginal,0.034:0.034,Marginal,0.062:0.081,Marginal,0.887:0.831,Marginal,NA,NA
2018,18,10342,Indiana,Carmel city,TRUE,Under Age 45,age,0.000:0.044,Marginal,0.035:0.041,Marginal,0.065:0.125,Marginal,0.900:0.791,Marginal,NA,NA
2018,18,10342,Indiana,Carmel city,TRUE,Age 45 and Over,age,0.023:0.060,Marginal,0.034:0.031,Marginal,0.060:0.057,Marginal,0.882:0.852,Marginal,NA,NA
2018,18,10342,Indiana,Carmel city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,10342,Indiana,Carmel city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,22000,Indiana,Evansville city,TRUE,All,all,0.020:0.093,Weak,0.013:0.026,Weak,0.006:0.023,Weak,0.961:0.858,Weak,NA,NA
2018,18,22000,Indiana,Evansville city,TRUE,Under Age 45,age,0.019:0.093,Weak,0.034:0.042,Weak,0.020:0.048,Weak,0.927:0.817,Weak,NA,NA
2018,18,22000,Indiana,Evansville city,TRUE,Age 45 and Over,age,0.021:0.093,Weak,0.005:0.016,Weak,0.001:0.008,Weak,0.974:0.883,Weak,NA,NA
2018,18,22000,Indiana,Evansville city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,22000,Indiana,Evansville city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,23278,Indiana,Fishers city,TRUE,All,all,0.028:0.047,Marginal,0.021:0.023,Marginal,0.076:0.067,Marginal,0.875:0.863,Marginal,NA,NA
2018,18,23278,Indiana,Fishers city,TRUE,Under Age 45,age,0.053:0.057,Marginal,0.030:0.031,Marginal,0.059:0.067,Marginal,0.858:0.845,Marginal,NA,NA
2018,18,23278,Indiana,Fishers city,TRUE,Age 45 and Over,age,0.014:0.041,Marginal,0.016:0.018,Marginal,0.086:0.067,Marginal,0.884:0.875,Marginal,NA,NA
2018,18,23278,Indiana,Fishers city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,23278,Indiana,Fishers city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,25000,Indiana,Fort Wayne city,TRUE,All,all,0.061:0.138,Strong,0.037:0.070,Strong,0.032:0.058,Strong,0.870:0.735,Strong,NA,NA
2018,18,25000,Indiana,Fort Wayne city,TRUE,Under Age 45,age,0.043:0.173,Strong,0.063:0.116,Strong,0.042:0.077,Strong,0.853:0.634,Strong,NA,NA
2018,18,25000,Indiana,Fort Wayne city,TRUE,Age 45 and Over,age,0.070:0.112,Strong,0.025:0.036,Strong,0.028:0.043,Strong,0.878:0.809,Strong,NA,NA
2018,18,25000,Indiana,Fort Wayne city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,25000,Indiana,Fort Wayne city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,31000,Indiana,Hammond city,TRUE,All,all,0.092:0.253,Weak,0.394:0.364,Weak,0.041:0.008,Weak,0.473:0.375,Weak,NA,NA
2018,18,31000,Indiana,Hammond city,TRUE,Under Age 45,age,0.116:0.293,Weak,0.545:0.441,Weak,NA,NA,0.339:0.259,Weak,NA,NA
2018,18,31000,Indiana,Hammond city,TRUE,Age 45 and Over,age,0.081:0.223,Weak,0.328:0.307,Weak,0.058:0.008,Weak,0.532:0.462,Weak,NA,NA
2018,18,31000,Indiana,Hammond city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,31000,Indiana,Hammond city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,36003,Indiana,Indianapolis city (balance),TRUE,All,all,0.133:0.280,Strong,0.031:0.073,Strong,0.032:0.053,Strong,0.804:0.594,Strong,NA,NA
2018,18,36003,Indiana,Indianapolis city (balance),TRUE,Under Age 45,age,0.125:0.310,Strong,0.049:0.109,Strong,0.035:0.080,Strong,0.791:0.501,Strong,NA,NA
2018,18,36003,Indiana,Indianapolis city (balance),TRUE,Age 45 and Over,age,0.136:0.255,Strong,0.024:0.045,Strong,0.031:0.031,Strong,0.810:0.669,Strong,NA,NA
2018,18,36003,Indiana,Indianapolis city (balance),TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,36003,Indiana,Indianapolis city (balance),TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,71000,Indiana,South Bend city,TRUE,All,all,0.078:0.215,Weak,0.067:0.110,Weak,0.020:0.033,Weak,0.835:0.641,Weak,NA,NA
2018,18,71000,Indiana,South Bend city,TRUE,Under Age 45,age,0.030:0.210,Weak,0.089:0.162,Weak,0.037:0.041,Weak,0.844:0.587,Weak,NA,NA
2018,18,71000,Indiana,South Bend city,TRUE,Age 45 and Over,age,0.096:0.218,Weak,0.058:0.076,Weak,0.014:0.028,Weak,0.832:0.677,Weak,NA,NA
2018,18,71000,Indiana,South Bend city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,71000,Indiana,South Bend city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,12000,Iowa,Cedar Rapids city,TRUE,All,all,0.012:0.057,Weak,0.018:0.026,Weak,0.014:0.021,Weak,0.955:0.896,Weak,NA,NA
2018,19,12000,Iowa,Cedar Rapids city,TRUE,Under Age 45,age,0.024:0.096,Weak,0.019:0.038,Weak,0.026:0.041,Weak,0.931:0.825,Weak,NA,NA
2018,19,12000,Iowa,Cedar Rapids city,TRUE,Age 45 and Over,age,0.007:0.032,Weak,0.018:0.019,Weak,0.009:0.009,Weak,0.966:0.941,Weak,NA,NA
2018,19,12000,Iowa,Cedar Rapids city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,12000,Iowa,Cedar Rapids city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,19000,Iowa,Davenport city,TRUE,All,all,0.014:0.063,Weak,0.023:0.052,Weak,0.025:0.033,Weak,0.937:0.853,Weak,NA,NA
2018,19,19000,Iowa,Davenport city,TRUE,Under Age 45,age,0.002:0.081,Weak,0.036:0.062,Weak,0.071:0.055,Weak,0.892:0.802,Weak,NA,NA
2018,19,19000,Iowa,Davenport city,TRUE,Age 45 and Over,age,0.018:0.051,Weak,0.019:0.045,Weak,0.010:0.019,Weak,0.953:0.885,Weak,NA,NA
2018,19,19000,Iowa,Davenport city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,19000,Iowa,Davenport city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,21000,Iowa,Des Moines city,TRUE,All,all,0.029:0.091,Weak,0.048:0.081,Weak,0.055:0.073,Weak,0.868:0.755,Weak,NA,NA
2018,19,21000,Iowa,Des Moines city,TRUE,Under Age 45,age,0.010:0.098,Weak,0.086:0.129,Weak,0.097:0.110,Weak,0.808:0.663,Weak,NA,NA
2018,19,21000,Iowa,Des Moines city,TRUE,Age 45 and Over,age,0.038:0.085,Weak,0.028:0.043,Weak,0.033:0.043,Weak,0.900:0.830,Weak,NA,NA
2018,19,21000,Iowa,Des Moines city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,21000,Iowa,Des Moines city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,73335,Iowa,Sioux City city,TRUE,All,all,NA,NA,0.106:0.098,Marginal,0.033:0.053,Marginal,0.861:0.817,Marginal,NA,NA
2018,19,73335,Iowa,Sioux City city,TRUE,Under Age 45,age,NA,NA,0.094:0.146,Marginal,0.065:0.065,Marginal,0.841:0.705,Marginal,NA,NA
2018,19,73335,Iowa,Sioux City city,TRUE,Age 45 and Over,age,NA,NA,0.111:0.069,Marginal,0.020:0.045,Marginal,0.869:0.886,Marginal,NA,NA
2018,19,73335,Iowa,Sioux City city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,73335,Iowa,Sioux City city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20,36000,Kansas,Kansas City city,TRUE,All,all,0.216:0.228,Weak,0.141:0.231,Weak,0.059:0.070,Weak,0.585:0.472,Weak,NA,NA
2018,20,36000,Kansas,Kansas City city,TRUE,Under Age 45,age,0.095:0.186,Weak,0.199:0.298,Weak,0.135:0.114,Weak,0.571:0.402,Weak,NA,NA
2018,20,36000,Kansas,Kansas City city,TRUE,Age 45 and Over,age,0.266:0.256,Weak,0.117:0.187,Weak,0.027:0.040,Weak,0.591:0.518,Weak,NA,NA
2018,20,36000,Kansas,Kansas City city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20,36000,Kansas,Kansas City city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20,38900,Kansas,Lawrence city,TRUE,All,all,0.022:0.040,Strong,0.024:0.035,Strong,0.061:0.083,Strong,0.894:0.841,Strong,NA,NA
2018,20,38900,Kansas,Lawrence city,TRUE,Under Age 45,age,NA,NA,0.013:0.046,Strong,0.086:0.112,Strong,0.901:0.823,Strong,NA,NA
2018,20,38900,Kansas,Lawrence city,TRUE,Age 45 and Over,age,0.030:0.060,Strong,0.028:0.025,Strong,0.051:0.055,Strong,0.891:0.860,Strong,NA,NA
2018,20,38900,Kansas,Lawrence city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20,38900,Kansas,Lawrence city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20,52575,Kansas,Olathe city,TRUE,All,all,0.027:0.039,Marginal,0.043:0.103,Marginal,0.044:0.049,Marginal,0.885:0.810,Marginal,NA,NA
2018,20,52575,Kansas,Olathe city,TRUE,Under Age 45,age,0.016:0.038,Marginal,0.070:0.166,Marginal,0.058:0.055,Marginal,0.856:0.741,Marginal,NA,NA
2018,20,52575,Kansas,Olathe city,TRUE,Age 45 and Over,age,0.035:0.040,Marginal,0.026:0.049,Marginal,0.035:0.044,Marginal,0.904:0.868,Marginal,NA,NA
2018,20,52575,Kansas,Olathe city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20,52575,Kansas,Olathe city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20,53775,Kansas,Overland Park city,TRUE,All,all,0.020:0.039,Marginal,0.017:0.047,Marginal,0.058:0.082,Marginal,0.905:0.832,Marginal,NA,NA
2018,20,53775,Kansas,Overland Park city,TRUE,Under Age 45,age,0.003:0.034,Marginal,0.033:0.077,Marginal,0.132:0.157,Marginal,0.833:0.732,Marginal,NA,NA
2018,20,53775,Kansas,Overland Park city,TRUE,Age 45 and Over,age,0.026:0.043,Marginal,0.011:0.028,Marginal,0.033:0.036,Marginal,0.929:0.893,Marginal,NA,NA
2018,20,53775,Kansas,Overland Park city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20,53775,Kansas,Overland Park city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20,71000,Kansas,Topeka city,TRUE,All,all,0.028:0.105,Weak,0.058:0.107,Weak,0.025:0.042,Weak,0.889:0.746,Weak,NA,NA
2018,20,71000,Kansas,Topeka city,TRUE,Under Age 45,age,0.048:0.154,Weak,0.101:0.151,Weak,0.031:0.052,Weak,0.821:0.643,Weak,NA,NA
2018,20,71000,Kansas,Topeka city,TRUE,Age 45 and Over,age,0.022:0.076,Weak,0.045:0.082,Weak,0.023:0.035,Weak,0.910:0.807,Weak,NA,NA
2018,20,71000,Kansas,Topeka city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20,71000,Kansas,Topeka city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20,79000,Kansas,Wichita city,TRUE,All,all,0.043:0.081,Marginal,0.055:0.101,Marginal,0.056:0.062,Marginal,0.846:0.756,Marginal,NA,NA
2018,20,79000,Kansas,Wichita city,TRUE,Under Age 45,age,0.028:0.094,Marginal,0.092:0.155,Marginal,0.052:0.066,Marginal,0.828:0.685,Marginal,NA,NA
2018,20,79000,Kansas,Wichita city,TRUE,Age 45 and Over,age,0.049:0.074,Marginal,0.040:0.068,Marginal,0.058:0.059,Marginal,0.854:0.799,Marginal,NA,NA
2018,20,79000,Kansas,Wichita city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,20,79000,Kansas,Wichita city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,21,46027,Kentucky,Lexington-Fayette urban county,TRUE,All,all,0.041:0.143,Strong,0.028:0.053,Strong,0.043:0.046,Strong,0.889:0.758,Strong,NA,NA
2018,21,46027,Kentucky,Lexington-Fayette urban county,TRUE,Under Age 45,age,0.035:0.160,Strong,0.049:0.076,Strong,0.073:0.052,Strong,0.843:0.711,Strong,NA,NA
2018,21,46027,Kentucky,Lexington-Fayette urban county,TRUE,Age 45 and Over,age,0.043:0.129,Strong,0.020:0.035,Strong,0.031:0.040,Strong,0.906:0.796,Strong,NA,NA
2018,21,46027,Kentucky,Lexington-Fayette urban county,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,21,46027,Kentucky,Lexington-Fayette urban county,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),TRUE,All,all,0.093:0.187,Marginal,0.040:0.054,Marginal,0.034:0.047,Marginal,0.832:0.713,Marginal,NA,NA
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),TRUE,Under Age 45,age,0.098:0.240,Marginal,0.101:0.086,Marginal,0.067:0.082,Marginal,0.734:0.592,Marginal,NA,NA
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),TRUE,Age 45 and Over,age,0.092:0.153,Marginal,0.019:0.033,Marginal,0.023:0.024,Marginal,0.866:0.790,Marginal,NA,NA
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,22,05000,Louisiana,Baton Rouge city,TRUE,All,all,0.189:0.463,Weak,0.029:0.032,Weak,0.019:0.034,Weak,0.763:0.472,Weak,NA,NA
2018,22,05000,Louisiana,Baton Rouge city,TRUE,Under Age 45,age,0.203:0.494,Weak,0.038:0.043,Weak,0.029:0.051,Weak,0.730:0.412,Weak,NA,NA
2018,22,05000,Louisiana,Baton Rouge city,TRUE,Age 45 and Over,age,0.184:0.439,Weak,0.025:0.023,Weak,0.016:0.020,Weak,0.775:0.518,Weak,NA,NA
2018,22,05000,Louisiana,Baton Rouge city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,22,05000,Louisiana,Baton Rouge city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,22,40735,Louisiana,Lafayette city,TRUE,All,all,0.092:0.206,Marginal,0.004:0.035,Marginal,0.059:0.029,Marginal,0.844:0.730,Marginal,NA,NA
2018,22,40735,Louisiana,Lafayette city,TRUE,Under Age 45,age,0.099:0.232,Marginal,0.004:0.025,Marginal,0.057:0.041,Marginal,0.840:0.702,Marginal,NA,NA
2018,22,40735,Louisiana,Lafayette city,TRUE,Age 45 and Over,age,0.090:0.187,Marginal,0.005:0.042,Marginal,0.060:0.021,Marginal,0.846:0.750,Marginal,NA,NA
2018,22,40735,Louisiana,Lafayette city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,22,40735,Louisiana,Lafayette city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,22,41155,Louisiana,Lake Charles city,TRUE,All,all,0.176:0.361,Marginal,0.016:0.036,Marginal,0.017:0.020,Marginal,0.791:0.583,Marginal,NA,NA
2018,22,41155,Louisiana,Lake Charles city,TRUE,Under Age 45,age,0.100:0.405,Marginal,0.033:0.045,Marginal,0.030:0.031,Marginal,0.837:0.519,Marginal,NA,NA
2018,22,41155,Louisiana,Lake Charles city,TRUE,Age 45 and Over,age,0.207:0.330,Marginal,0.010:0.029,Marginal,0.011:0.012,Marginal,0.772:0.629,Marginal,NA,NA
2018,22,41155,Louisiana,Lake Charles city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,22,41155,Louisiana,Lake Charles city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,22,55000,Louisiana,New Orleans city,TRUE,All,all,0.321:0.553,Weak,0.034:0.050,Weak,0.029:0.048,Weak,0.616:0.349,Weak,NA,NA
2018,22,55000,Louisiana,New Orleans city,TRUE,Under Age 45,age,0.241:0.473,Weak,0.039:0.069,Weak,0.040:0.060,Weak,0.680:0.398,Weak,NA,NA
2018,22,55000,Louisiana,New Orleans city,TRUE,Age 45 and Over,age,0.342:0.603,Weak,0.032:0.039,Weak,0.027:0.040,Weak,0.599:0.319,Weak,NA,NA
2018,22,55000,Louisiana,New Orleans city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,22,55000,Louisiana,New Orleans city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,22,70000,Louisiana,Shreveport city,TRUE,All,all,0.202:0.459,Weak,0.024:0.023,Weak,0.024:0.026,Weak,0.750:0.492,Weak,NA,NA
2018,22,70000,Louisiana,Shreveport city,TRUE,Under Age 45,age,0.222:0.529,Weak,0.011:0.023,Weak,0.061:0.032,Weak,0.706:0.416,Weak,NA,NA
2018,22,70000,Louisiana,Shreveport city,TRUE,Age 45 and Over,age,0.196:0.418,Weak,0.028:0.023,Weak,0.013:0.022,Weak,0.763:0.537,Weak,NA,NA
2018,22,70000,Louisiana,Shreveport city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,22,70000,Louisiana,Shreveport city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,24,04000,Maryland,Baltimore city,TRUE,All,all,0.365:0.574,Marginal,0.030:0.040,Marginal,0.056:0.053,Marginal,0.548:0.334,Marginal,NA,NA
2018,24,04000,Maryland,Baltimore city,TRUE,Under Age 45,age,0.281:0.488,Marginal,0.041:0.053,Marginal,0.082:0.077,Marginal,0.596:0.381,Marginal,NA,NA
2018,24,04000,Maryland,Baltimore city,TRUE,Age 45 and Over,age,0.408:0.634,Marginal,0.025:0.030,Marginal,0.043:0.035,Marginal,0.524:0.300,Marginal,NA,NA
2018,24,04000,Maryland,Baltimore city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,24,04000,Maryland,Baltimore city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,24,30325,Maryland,Frederick city,TRUE,All,all,0.112:0.101,Marginal,0.087:0.117,Marginal,0.056:0.054,Marginal,0.745:0.727,Marginal,NA,NA
2018,24,30325,Maryland,Frederick city,TRUE,Under Age 45,age,0.181:0.097,Marginal,0.155:0.191,Marginal,0.041:0.073,Marginal,0.623:0.639,Marginal,NA,NA
2018,24,30325,Maryland,Frederick city,TRUE,Age 45 and Over,age,0.075:0.104,Marginal,0.052:0.067,Marginal,0.064:0.042,Marginal,0.810:0.787,Marginal,NA,NA
2018,24,30325,Maryland,Frederick city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,24,30325,Maryland,Frederick city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,07000,Massachusetts,Boston city,TRUE,All,all,0.146:0.204,Marginal,0.082:0.176,Marginal,0.091:0.116,Marginal,0.681:0.504,Marginal,NA,NA
2018,25,07000,Massachusetts,Boston city,TRUE,Under Age 45,age,0.095:0.136,Marginal,0.074:0.185,Marginal,0.133:0.138,Marginal,0.697:0.541,Marginal,NA,NA
2018,25,07000,Massachusetts,Boston city,TRUE,Age 45 and Over,age,0.167:0.272,Marginal,0.085:0.167,Marginal,0.073:0.094,Marginal,0.674:0.467,Marginal,NA,NA
2018,25,07000,Massachusetts,Boston city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,07000,Massachusetts,Boston city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,09000,Massachusetts,Brockton city,TRUE,All,all,0.322:0.348,Marginal,0.051:0.073,Marginal,0.052:0.081,Marginal,0.575:0.499,Marginal,NA,NA
2018,25,09000,Massachusetts,Brockton city,TRUE,Under Age 45,age,0.458:0.473,Marginal,0.046:0.116,Marginal,0.041:0.081,Marginal,0.455:0.330,Marginal,NA,NA
2018,25,09000,Massachusetts,Brockton city,TRUE,Age 45 and Over,age,0.263:0.288,Marginal,0.053:0.052,Marginal,0.057:0.081,Marginal,0.628:0.580,Marginal,NA,NA
2018,25,09000,Massachusetts,Brockton city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,09000,Massachusetts,Brockton city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,11000,Massachusetts,Cambridge city,TRUE,All,all,0.051:0.069,Weak,0.079:0.098,Weak,0.052:0.175,Weak,0.818:0.658,Weak,NA,NA
2018,25,11000,Massachusetts,Cambridge city,TRUE,Under Age 45,age,0.028:0.038,Weak,0.246:0.111,Weak,0.149:0.259,Weak,0.577:0.593,Weak,NA,NA
2018,25,11000,Massachusetts,Cambridge city,TRUE,Age 45 and Over,age,0.058:0.115,Weak,0.023:0.080,Weak,0.020:0.054,Weak,0.898:0.752,Weak,NA,NA
2018,25,11000,Massachusetts,Cambridge city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,11000,Massachusetts,Cambridge city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,23000,Massachusetts,Fall River city,TRUE,All,all,0.024:0.037,Marginal,0.034:0.068,Marginal,0.035:0.044,Marginal,0.908:0.851,Marginal,NA,NA
2018,25,23000,Massachusetts,Fall River city,TRUE,Under Age 45,age,0.108:0.089,Marginal,0.030:0.126,Marginal,0.098:0.075,Marginal,0.763:0.709,Marginal,NA,NA
2018,25,23000,Massachusetts,Fall River city,TRUE,Age 45 and Over,age,0.011:0.010,Marginal,0.034:0.037,Marginal,0.025:0.028,Marginal,0.931:0.925,Marginal,NA,NA
2018,25,23000,Massachusetts,Fall River city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,23000,Massachusetts,Fall River city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,34550,Massachusetts,Lawrence city,TRUE,All,all,0.015:0.028,Marginal,0.246:0.428,Marginal,0.041:0.032,Marginal,0.698:0.512,Marginal,NA,NA
2018,25,34550,Massachusetts,Lawrence city,TRUE,Under Age 45,age,0.027:0.035,Marginal,0.299:0.537,Marginal,0.053:0.022,Marginal,0.621:0.406,Marginal,NA,NA
2018,25,34550,Massachusetts,Lawrence city,TRUE,Age 45 and Over,age,0.010:0.024,Marginal,0.228:0.363,Marginal,0.036:0.038,Marginal,0.726:0.575,Marginal,NA,NA
2018,25,34550,Massachusetts,Lawrence city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,34550,Massachusetts,Lawrence city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,37000,Massachusetts,Lowell city,TRUE,All,all,0.051:0.089,Weak,0.057:0.167,Weak,0.139:0.188,Weak,0.754:0.556,Weak,NA,NA
2018,25,37000,Massachusetts,Lowell city,TRUE,Under Age 45,age,0.121:0.125,Weak,0.113:0.140,Weak,0.263:0.267,Weak,0.503:0.468,Weak,NA,NA
2018,25,37000,Massachusetts,Lowell city,TRUE,Age 45 and Over,age,0.033:0.063,Weak,0.042:0.188,Weak,0.107:0.128,Weak,0.818:0.621,Weak,NA,NA
2018,25,37000,Massachusetts,Lowell city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,37000,Massachusetts,Lowell city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,37490,Massachusetts,Lynn city,TRUE,All,all,0.058:0.084,Strong,0.165:0.337,Strong,0.037:0.045,Strong,0.740:0.535,Strong,NA,NA
2018,25,37490,Massachusetts,Lynn city,TRUE,Under Age 45,age,0.104:0.085,Strong,0.366:0.530,Strong,0.086:0.073,Strong,0.444:0.312,Strong,NA,NA
2018,25,37490,Massachusetts,Lynn city,TRUE,Age 45 and Over,age,0.039:0.083,Strong,0.083:0.230,Strong,0.017:0.029,Strong,0.860:0.658,Strong,NA,NA
2018,25,37490,Massachusetts,Lynn city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,37490,Massachusetts,Lynn city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,25,45000,Massachusetts,New Bedford city,TRUE,All,all,0.003:0.037,Weak,0.073:0.164,Weak,0.039:0.101,Weak,0.886:0.698,Weak,NA,NA
2018,25,45000,Massachusetts,New Bedford city,TRUE,Under Age 45,age,0.014:0.035,Weak,0.173:0.253,Weak,0.025:0.120,Weak,0.788:0.591,Weak,NA,NA
2018,25,45000,Massachusetts,New Bedford city,TRUE,Age 45 and Over,age,NA,NA,0.043:0.101,Weak,0.042:0.088,Weak,0.914:0.773,Weak,NA,NA
