STNAM,FIPST,LEAID,LEANM,SUBGRANT_STATUS,TOTAL,PREK_FLAG,HOTELS_MOTELS,UNSHELTERED,SHELTERED,DOUBLED_UP,CDW,LEP,MIG,UHY,DATE_CUR
INDIANA,18,1809750,Rush County Schools,No,S,,.,.,.,S,.,.,.,.,15OCT16
INDIANA,18,1809810,Salem Community Schools,No,66,,S,S,18,42,17,.,.,10,15OCT16
INDIANA,18,1810020,Scott County School District 2,No,36,,S,.,S,33,13,.,.,.,15OCT16
INDIANA,18,1810080,Seymour Community Schools,No,20,,6,S,S,9,4,.,.,5,15OCT16
INDIANA,18,1810140,Shelbyville Central Schools,No,178,,23,.,5,150,32,11,S,27,15OCT16
INDIANA,18,1810260,South Adams Schools,No,65,,.,5,48,12,9,9,38,8,15OCT16
INDIANA,18,1810290,South Bend Community Sch Corp,No,177,Y,3,.,134,40,24,S,.,S,15OCT16
INDIANA,18,1810360,South Harrison Com Schools,No,48,Y,.,S,S,32,9,.,.,7,15OCT16
INDIANA,18,1810380,South Henry School Corp,No,S,,.,.,S,S,S,.,.,.,15OCT16
INDIANA,18,1810440,South Madison Com Sch Corp,No,3,,.,.,.,3,.,.,.,.,15OCT16
INDIANA,18,1810450,South Montgomery Com Sch Corp,No,20,,.,.,.,20,5,.,.,.,15OCT16
INDIANA,18,1810470,South Newton School Corp,No,9,,S,.,.,S,S,S,.,.,15OCT16
INDIANA,18,1810500,South Putnam Community Schools,No,S,,.,.,S,.,.,.,.,.,15OCT16
INDIANA,18,1810530,South Ripley Com Sch Corp,No,30,,S,9,16,S,8,.,.,.,15OCT16
INDIANA,18,1810590,South Vermillion Com Sch Corp,No,17,,.,S,.,S,6,.,.,.,15OCT16
INDIANA,18,1810650,Hamilton Southeastern Schools,No,78,,S,.,S,61,18,S,.,.,15OCT16
INDIANA,18,1810680,Southeastern School Corp,No,48,,.,.,3,45,8,S,.,S,15OCT16
INDIANA,18,1810710,Southern Hancock Co Com Sch Corp,No,3,,.,.,.,3,S,.,.,.,15OCT16
INDIANA,18,1810770,Southern Wells Com Schools,No,11,,.,.,S,S,S,.,.,S,15OCT16
INDIANA,18,1810800,Southwestern-Jefferson Co Con,No,3,,.,.,.,3,.,.,.,.,15OCT16
INDIANA,18,1810830,Southwestern Con Sch Shelby Co,No,S,,.,.,.,S,.,.,.,S,15OCT16
INDIANA,18,1810870,Southwest Dubois Co Sch Corp,No,S,,.,.,S,.,.,.,.,.,15OCT16
INDIANA,18,1810920,School Town of Speedway,No,38,,S,.,.,S,3,3,.,.,15OCT16
INDIANA,18,1810950,Spencer-Owen Community Schools,Yes,172,Y,S,9,S,158,57,.,.,21,15OCT16
INDIANA,18,1811100,M S D Steuben County,No,3,,S,.,.,S,.,.,.,.,15OCT16
INDIANA,18,1811190,Sunman-Dearborn Com Sch Corp,No,64,,S,.,S,51,19,.,.,.,15OCT16
INDIANA,18,1811220,Switzerland County School Corp,No,42,,S,S,3,36,11,.,.,.,15OCT16
INDIANA,18,1811250,Taylor Community School Corp,No,S,,S,.,S,.,S,.,.,.,15OCT16
INDIANA,18,1811260,Tell City-Troy Twp School Corp,Yes,101,,.,S,52,S,33,.,.,.,15OCT16
INDIANA,18,1811340,Tippecanoe School Corp,No,118,,S,S,9,103,18,6,S,16,15OCT16
INDIANA,18,1811370,Tippecanoe Valley School Corp,No,10,,.,S,S,8,S,S,.,S,15OCT16
INDIANA,18,1811460,Tri-Creek School Corporation,No,17,,S,.,.,S,6,.,.,.,15OCT16
INDIANA,18,1811490,Triton School Corporation,No,41,,.,.,.,41,4,.,.,S,15OCT16
INDIANA,18,1811580,Twin Lakes School Corp,No,6,,.,.,.,6,.,.,.,S,15OCT16
INDIANA,18,1811610,Union Co/Clg Corner Joint Sch Dist,No,5,,S,S,.,3,S,.,.,.,15OCT16
INDIANA,18,1811700,Union Township School Corp,No,40,,S,.,.,S,9,.,.,.,15OCT16
INDIANA,18,1811730,Union School Corporation,No,S,,.,.,.,S,.,.,.,S,15OCT16
INDIANA,18,1811970,Valparaiso Community Schools,No,59,,4,.,5,50,11,S,.,.,15OCT16
INDIANA,18,1812090,Vigo County School Corp,Yes,205,Y,14,17,16,158,54,7,.,.,15OCT16
INDIANA,18,1812120,Vincennes Community Sch Corp,No,8,,S,.,.,S,S,S,.,.,15OCT16
INDIANA,18,1812150,Wabash City Schools,No,13,,.,.,.,13,3,.,.,7,15OCT16
INDIANA,18,1812180,M S D Wabash County Schools,No,S,,.,.,.,S,.,.,.,.,15OCT16
INDIANA,18,1812360,M S D Warren Township,Yes,476,,26,S,S,438,81,36,.,12,15OCT16
INDIANA,18,1812390,Warrick County School Corp,No,29,,S,.,.,S,7,S,.,15,15OCT16
INDIANA,18,1812420,Warsaw Community Schools,No,47,,8,.,8,31,5,S,.,.,15OCT16
INDIANA,18,1812720,M S D Washington Township,Yes,526,Y,27,.,95,404,74,85,.,35,15OCT16
INDIANA,18,1812810,M S D Wayne Township,Yes,488,,28,4,45,411,61,75,.,57,15OCT16
INDIANA,18,1812870,West Lafayette Com School Corp,No,3,,.,.,S,S,.,.,.,.,15OCT16
INDIANA,18,1812880,Frankton-Lapel Community Schs,No,S,,.,.,.,S,.,.,.,S,15OCT16
INDIANA,18,1812990,Western Boone Co Com Sch Dist,No,15,,.,.,.,15,5,.,.,.,15OCT16
INDIANA,18,1813080,Westfield-Washington Schools,No,8,,S,.,S,4,S,.,.,.,15OCT16
INDIANA,18,1813110,Westview School Corporation,No,9,,.,.,.,9,S,.,.,.,15OCT16
INDIANA,18,1813230,Whitko Community School Corp,No,10,,S,.,S,8,S,.,.,.,15OCT16
IOWA,19,1900006,North Fayette Comm School District,No,S,,.,.,.,S,.,S,.,S,15OCT16
IOWA,19,1900009,Colfax-Mingo Comm School District,No,20,Y,5,.,3,12,3,.,.,S,15OCT16
IOWA,19,1900021,Okoboji Comm School District,No,9,,.,.,.,9,S,.,.,3,15OCT16
IOWA,19,1900022,Union Comm School District,No,3,,.,.,S,S,S,.,.,S,15OCT16
IOWA,19,1900023,Sioux Central Comm School District,No,8,,.,.,.,8,.,.,.,S,15OCT16
IOWA,19,1900025,Panorama Comm School District,No,S,Y,.,.,.,S,S,.,.,S,15OCT16
IOWA,19,1900026,South O'Brien Comm School District,No,6,,.,.,.,6,S,.,.,S,15OCT16
IOWA,19,1900027,Riverside Comm School District,No,8,,3,.,5,.,S,S,.,3,15OCT16
IOWA,19,1900028,Prairie Valley Comm School District,No,S,,.,.,S,.,.,.,.,S,15OCT16
IOWA,19,1900040,East Marshall Comm School District,No,9,,.,.,3,6,S,S,.,S,15OCT16
IOWA,19,1903090,Adair-Casey Comm School District,No,3,,.,.,.,3,.,.,.,S,15OCT16
IOWA,19,1903150,Adel DeSoto Minburn Comm School District,No,10,,.,3,4,3,S,.,.,.,15OCT16
IOWA,19,1903270,Albia Comm School District,No,10,,.,.,.,10,4,.,.,S,15OCT16
IOWA,19,1903360,Algona Comm School District,No,3,,.,S,S,.,S,.,.,.,15OCT16
IOWA,19,1903480,Alta Comm School District,No,3,,S,.,.,S,.,.,.,S,15OCT16
IOWA,19,1903540,Ames Comm School District,Yes,128,Y,12,3,42,71,38,14,.,8,15OCT16
IOWA,19,1903570,Anamosa Comm School District,No,11,,.,.,S,S,S,.,.,S,15OCT16
IOWA,19,1903690,Ankeny Comm School District,No,117,,S,S,7,103,26,S,.,57,15OCT16
IOWA,19,1903930,Atlantic Comm School District,No,S,,.,.,.,S,.,.,.,S,15OCT16
IOWA,19,1903960,Audubon Comm School District,No,3,Y,.,.,.,3,.,.,.,.,15OCT16
IOWA,19,1904020,Aurelia Comm School District,No,S,,S,.,.,.,.,.,.,.,15OCT16
IOWA,19,1904200,Ballard Comm School District,No,19,,.,S,.,S,4,S,S,S,15OCT16
IOWA,19,1904440,BCLUW Comm School District,No,S,,S,.,.,.,.,.,.,.,15OCT16
IOWA,19,1904650,Bellevue Comm School District,No,4,,.,.,.,4,S,.,.,.,15OCT16
IOWA,19,1904680,Belmond-Klemme Comm School District,No,4,,.,.,.,4,.,.,.,S,15OCT16
IOWA,19,1904860,Bettendorf Comm School District,Yes,123,Y,6,.,16,101,12,S,.,S,15OCT16
IOWA,19,1904950,Eddyville-Blakesburg- Fremont CSD,No,5,,.,.,S,S,S,.,.,S,15OCT16
IOWA,19,1905070,Bondurant-Farrar Comm School District,No,4,,.,.,.,4,.,.,.,.,15OCT16
IOWA,19,1905130,Boone Comm School District,No,25,,.,S,S,20,S,.,.,20,15OCT16
IOWA,19,1905190,Boyden-Hull Comm School District,No,S,,.,.,S,.,.,.,.,S,15OCT16
IOWA,19,1905490,Brooklyn-Guernsey-Malcom Comm School District,No,4,,.,.,4,.,S,.,.,S,15OCT16
IOWA,19,1905790,Burlington Comm School District,No,117,,7,.,3,107,31,S,.,30,15OCT16
IOWA,19,1906060,Camanche Comm School District,No,6,,S,.,S,S,S,.,.,S,15OCT16
IOWA,19,1906270,Carlisle Comm School District,No,S,,.,.,.,S,.,.,.,.,15OCT16
IOWA,19,1906510,Cedar Falls Comm School District,No,22,Y,9,.,.,13,4,.,.,.,15OCT16
IOWA,19,1906540,Cedar Rapids Comm School District,Yes,624,Y,72,6,85,461,132,33,.,144,15OCT16
IOWA,19,1906660,Center Point-Urbana Comm School District,No,15,,.,.,.,15,S,.,.,S,15OCT16
IOWA,19,1906750,Centerville Comm School District,No,S,,.,.,.,S,.,.,.,.,15OCT16
IOWA,19,1906810,Central DeWitt School District,No,20,,.,.,.,20,9,.,.,4,15OCT16
IOWA,19,1906930,Central Lee Comm School District,No,S,,.,.,S,.,S,.,.,S,15OCT16
IOWA,19,1906960,Central Lyon Comm School District,No,14,,.,.,S,S,S,.,.,.,15OCT16
IOWA,19,1907050,Chariton Comm School District,No,12,,.,.,.,12,.,.,.,S,15OCT16
IOWA,19,1907080,Charles City Comm School District,No,37,,.,.,S,S,5,S,.,4,15OCT16
IOWA,19,1907170,Cherokee Comm School District,No,5,,.,.,S,S,S,.,.,S,15OCT16
IOWA,19,1907350,Clarinda Comm School District,No,S,,.,.,.,S,.,.,.,.,15OCT16
IOWA,19,1907380,Clarion-Goldfield-Dows Comm School District,No,15,Y,.,.,.,15,S,6,.,.,15OCT16
IOWA,19,1907410,Clarke Comm School District,No,25,,3,.,4,18,6,4,.,7,15OCT16
IOWA,19,1907470,Clay Central-Everly Comm School District,No,4,,.,.,.,4,S,.,.,.,15OCT16
IOWA,19,1907590,Clear Creek Amana Comm School District,No,29,,5,.,3,21,3,5,.,11,15OCT16
IOWA,19,1907620,Clear Lake Comm School District,No,26,,S,.,S,18,10,.,.,.,15OCT16
IOWA,19,1907710,Clinton Comm School District,No,121,Y,S,.,S,86,37,.,.,.,15OCT16
IOWA,19,1907860,College Comm School District,Yes,119,Y,7,.,88,24,22,S,.,S,15OCT16
IOWA,19,1907920,Colo-NESCO School Comm School District,No,S,,.,.,S,.,.,.,.,.,15OCT16
IOWA,19,1907980,Columbus Comm School District,No,87,Y,.,14,4,69,15,32,9,4,15OCT16
IOWA,19,1908070,Coon Rapids-Bayard Comm School District,No,S,,.,.,.,S,.,.,.,S,15OCT16
IOWA,19,1908190,Corwith-Wesley Comm School District,No,S,,.,.,S,S,.,.,.,S,15OCT16
IOWA,19,1908220,Council Bluffs Comm School District,No,327,Y,11,5,72,239,85,12,.,6,15OCT16
IOWA,19,1908310,Creston Comm School District,No,8,,.,.,.,8,S,.,.,.,15OCT16
IOWA,19,1908520,Dallas Center-Grimes Comm School District,No,9,,.,.,S,S,S,.,.,5,15OCT16
IOWA,19,1908580,Davenport Comm School District,Yes,283,Y,28,11,81,163,62,4,.,12,15OCT16
IOWA,19,1908610,Davis County Comm School District,No,11,,S,.,.,S,3,.,.,S,15OCT16
IOWA,19,1908730,Decorah Community School District,No,17,,S,.,S,9,5,3,.,S,15OCT16
IOWA,19,1908910,Denison Comm School District,No,4,,.,.,.,4,.,S,S,S,15OCT16
IOWA,19,1908970,Des Moines Independent Comm School District,Yes,856,Y,64,14,261,517,210,70,.,109,15OCT16
IOWA,19,1909480,Dubuque Comm School District,Yes,229,Y,9,10,31,179,55,31,.,19,15OCT16
IOWA,19,1910130,Easton Valley Comm School District,No,5,,.,.,.,5,S,.,.,S,15OCT16
IOWA,19,1910410,Eastern Allamakee Comm School District,No,S,,.,.,.,S,.,.,.,.,15OCT16
IOWA,19,1910690,Eldora-New Providence Comm School District,No,S,,.,.,S,.,S,.,.,S,15OCT16
IOWA,19,1910950,Emmetsburg Comm School District,No,6,Y,.,.,S,S,S,.,.,3,15OCT16
IOWA,19,1910980,English Valleys Comm School District,No,4,,.,S,S,S,.,.,.,S,15OCT16
IOWA,19,1911040,Essex Comm School District,No,S,,.,.,.,S,.,.,.,S,15OCT16
IOWA,19,1911340,Fairfield Comm School District,No,S,,.,.,.,S,.,.,.,.,15OCT16
IOWA,19,1911820,Fort Dodge Comm School District,No,45,Y,5,.,36,4,11,.,.,4,15OCT16
IOWA,19,1911850,Fort Madison Comm School District,No,7,,3,S,S,.,S,.,.,S,15OCT16
IOWA,19,1912120,Fremont-Mills Comm School District,No,S,,.,.,.,S,S,.,.,S,15OCT16
IOWA,19,1912330,Garner-Hayfield Comm School District,No,5,,S,.,.,S,.,.,.,S,15OCT16
IOWA,19,1912510,Gilbert Comm School District,No,7,,.,.,S,S,S,S,.,3,15OCT16
IOWA,19,1912750,Glidden-Ralston Comm School District,No,3,,.,.,.,3,S,.,.,S,15OCT16
IOWA,19,1913200,Grinnell-Newburg Comm School District,No,11,,S,.,S,6,3,.,.,S,15OCT16
IOWA,19,1913290,Grundy Center Comm School District,No,5,,.,.,.,5,.,.,.,.,15OCT16
IOWA,19,1913320,Guthrie Center Comm School District,No,S,,.,.,S,.,.,.,.,.,15OCT16
IOWA,19,1913470,Hampton-Dumont Comm School District,No,13,,S,.,S,11,S,S,.,7,15OCT16
IOWA,19,1913500,Harlan Comm School District,No,4,,.,.,S,S,.,.,.,S,15OCT16
IOWA,19,1913660,Hartley-Melvin-Sanborn Comm School District,No,S,,.,.,S,.,.,.,.,.,15OCT16
IOWA,19,1914160,Hinton Comm School District,No,S,,.,.,S,.,.,.,.,.,15OCT16
IOWA,19,1914280,Howard-Winneshiek Comm School District,No,11,Y,S,.,.,S,6,.,.,5,15OCT16
IOWA,19,1914310,Hubbard-Radcliffe Comm School District,No,12,Y,.,.,.,12,4,3,.,.,15OCT16
IOWA,19,1914370,Humboldt Comm School District,No,15,,.,.,.,15,S,.,.,7,15OCT16
IOWA,19,1914580,Independence Comm School District,No,23,Y,S,S,3,18,10,.,.,S,15OCT16
IOWA,19,1914640,Indianola Comm School District,No,7,Y,.,.,S,S,4,.,.,S,15OCT16
IOWA,19,1914670,Interstate 35 Comm School District,No,19,,.,.,5,14,3,.,.,S,15OCT16
IOWA,19,1914700,Iowa City Comm School District,Yes,535,Y,71,3,134,327,97,67,.,88,15OCT16
IOWA,19,1914730,Iowa Falls Comm School District,No,7,,.,.,.,7,.,S,.,4,15OCT16
IOWA,19,1914880,IKM-Manning Comm School District,No,S,,.,.,.,S,S,.,.,S,15OCT16
IOWA,19,1915180,Janesville Consolidated School District,No,S,,.,.,S,.,S,.,.,.,15OCT16
IOWA,19,1915210,Greene County Comm School District,No,6,,.,.,.,6,S,.,.,S,15OCT16
IOWA,19,1915450,Johnston Comm School District,No,18,,5,S,S,8,6,.,.,3,15OCT16
IOWA,19,1915630,Keokuk Comm School District,No,5,,.,.,S,S,S,.,.,S,15OCT16
IOWA,19,1915660,Keota Comm School District,No,9,,.,.,.,9,S,.,.,.,15OCT16
IOWA,19,1915750,Kingsley-Pierson Comm School District,No,S,,.,.,.,S,.,.,.,S,15OCT16
IOWA,19,1915840,Knoxville Comm School District,No,20,,S,.,S,16,3,.,.,4,15OCT16
IOWA,19,1916320,Lamoni Comm School District,No,7,Y,3,.,.,4,S,.,.,.,15OCT16
IOWA,19,1916440,Lawton-Bronson Comm School District,No,9,Y,.,.,.,9,S,.,.,4,15OCT16
IOWA,19,1916620,Lenox Comm School District,No,S,,.,.,S,.,.,.,.,S,15OCT16
IOWA,19,1916680,Lewis Central Comm School District,No,100,Y,15,S,S,72,22,S,.,4,15OCT16
IOWA,19,1917220,Linn-Mar Comm School District,No,67,Y,5,.,.,62,16,3,.,S,15OCT16
IOWA,19,1917460,Logan-Magnolia Comm School District,No,5,,.,S,S,3,.,.,.,S,15OCT16
IOWA,19,1917820,Louisa-Muscatine Comm School District,No,4,,.,S,.,S,S,.,.,.,15OCT16
IOWA,19,1918030,Lynnville-Sully Comm School District,No,S,,.,.,.,S,.,.,.,.,15OCT16
IOWA,19,1918120,MFL MarMac Comm School District,No,S,,.,.,.,S,.,.,.,.,15OCT16
IOWA,19,1918240,East Mills Comm School District,No,4,,.,.,S,S,S,.,.,S,15OCT16
IOWA,19,1918330,Manson Northwest Webster Comm School District,No,S,,.,.,.,S,.,.,.,S,15OCT16
IOWA,19,1918510,Maquoketa Comm School District,No,38,Y,S,S,.,33,12,S,.,11,15OCT16
IOWA,19,1918630,Marcus-Meriden-Cleghorn Comm School District,No,S,,.,.,S,.,.,.,.,S,15OCT16
IOWA,19,1918690,Marion Independent School District,No,34,,.,.,.,34,4,.,.,.,15OCT16
IOWA,19,1918720,Marshalltown Comm School District,No,47,Y,23,.,5,19,8,11,.,S,15OCT16
IOWA,19,1918750,Martensdale-St Marys Comm School District,No,S,,.,.,S,.,.,.,.,S,15OCT16
IOWA,19,1918780,Mason City Comm School District,No,26,,.,S,S,23,4,.,.,20,15OCT16
IOWA,19,1918840,MOC-Floyd Valley Comm School District,No,5,,.,.,S,S,.,.,.,S,15OCT16
IOWA,19,1918960,Melcher-Dallas Comm School District,No,5,,.,.,S,S,S,.,.,S,15OCT16
IOWA,19,1919140,Mid-Prairie Comm School District,No,30,,.,.,.,30,4,S,.,16,15OCT16
IOWA,19,1919200,Midland Comm School District,No,8,,.,.,.,8,S,.,.,.,15OCT16
IOWA,19,1919650,Monticello Comm School District,No,3,Y,.,.,.,3,S,.,.,.,15OCT16
IOWA,19,1919740,Mormon Trail Comm School District,No,S,,.,.,.,S,.,.,.,S,15OCT16
IOWA,19,1919860,Mount Ayr Comm School District,No,8,,.,.,4,4,S,.,.,.,15OCT16
IOWA,19,1919890,Mount Pleasant Comm School District,No,5,,S,.,.,S,S,.,.,S,15OCT16
IOWA,19,1920040,Mount Vernon Comm School District,No,S,,.,.,.,S,.,.,.,S,15OCT16
IOWA,19,1920130,Muscatine Comm School District,No,47,Y,S,.,S,25,17,3,.,S,15OCT16
IOWA,19,1920250,Nevada Comm School District,No,87,,.,5,10,72,20,7,.,18,15OCT16
IOWA,19,1920340,New Hampton Comm School District,No,5,,S,.,S,3,.,.,.,S,15OCT16
IOWA,19,1920460,New London Comm School District,No,4,,.,.,.,4,S,.,.,S,15OCT16
IOWA,19,1920580,Newell-Fonda Comm School District,No,3,,.,.,.,3,.,.,.,.,15OCT16
IOWA,19,1920610,Newton Comm School District,No,4,Y,4,.,.,.,.,.,.,.,15OCT16
IOWA,19,1920760,Central Springs Comm School District,No,S,,.,.,.,S,S,.,.,S,15OCT16
IOWA,19,1920910,North Polk Comm School District,No,6,,.,.,.,6,S,.,.,S,15OCT16
IOWA,19,1920940,North Scott Comm School District,No,34,,.,S,S,32,6,.,.,7,15OCT16
IOWA,19,1921000,North Tama County Comm School District,No,S,,.,.,.,S,S,.,.,S,15OCT16
IOWA,19,1921090,Northeast Comm School District,No,11,Y,.,.,.,11,S,.,.,.,15OCT16
IOWA,19,1921120,Northeast Hamilton Comm School District,No,S,,.,.,.,S,.,.,.,S,15OCT16
IOWA,19,1921240,Norwalk Comm School District,No,39,,S,.,.,S,7,.,.,3,15OCT16
IOWA,19,1921630,Oelwein Comm School District,No,21,,.,.,.,21,6,.,.,4,15OCT16
IOWA,19,1921660,Ogden Comm School District,No,S,,.,.,S,S,.,.,.,S,15OCT16
IOWA,19,1921720,Olin Consolidated School District,No,3,,.,.,.,3,S,.,.,.,15OCT16
IOWA,19,1921870,Oskaloosa Comm School District,No,36,,.,.,10,26,5,S,.,6,15OCT16
IOWA,19,1922110,Ottumwa Comm School District,Yes,124,Y,3,6,18,97,23,21,7,38,15OCT16
IOWA,19,1922380,Paton-Churdan Comm School District,No,5,,.,S,S,.,.,.,.,S,15OCT16
IOWA,19,1922440,Pekin Comm School District,No,S,,.,.,S,.,.,.,.,S,15OCT16
IOWA,19,1922470,Pella Comm School District,No,S,,.,.,.,S,.,.,.,.,15OCT16
IOWA,19,1922530,Perry Comm School District,No,108,,S,.,88,S,15,33,8,14,15OCT16
IOWA,19,1923110,Pleasant Valley Comm School District,No,15,,.,.,.,15,3,.,.,.,15OCT16
IOWA,19,1923160,Pleasantville Comm School District,No,5,,.,.,S,S,.,.,.,S,15OCT16
IOWA,19,1924000,Red Oak Comm School District,No,S,,.,.,.,S,.,.,.,.,15OCT16
IOWA,19,1924660,Rock Valley Comm School District,No,36,Y,.,.,.,36,3,10,.,.,15OCT16
IOWA,19,1925320,Saydel Comm School District,No,145,Y,16,.,5,124,18,3,.,3,15OCT16
IOWA,19,1925380,Schaller-Crestland Comm School District,No,S,,.,.,.,S,S,.,.,S,15OCT16
IOWA,19,1925590,Sergeant Bluff-Luton Comm School District,No,26,Y,14,3,.,9,3,.,.,.,15OCT16
IOWA,19,1925980,Sheldon Comm School District,No,S,,.,S,.,.,S,.,.,.,15OCT16
IOWA,19,1926070,Shenandoah Comm School District,No,10,,S,.,S,4,S,.,.,4,15OCT16
IOWA,19,1926250,Sidney Comm School District,No,S,,.,.,.,S,S,.,.,.,15OCT16
IOWA,19,1926280,Sigourney Comm School District,No,S,,.,.,.,S,.,.,.,S,15OCT16
IOWA,19,1926370,Sioux Center Comm School District,No,5,,.,.,5,.,S,S,.,.,15OCT16
IOWA,19,1926400,Sioux City Comm School District,Yes,371,,47,6,107,211,76,67,.,35,15OCT16
IOWA,19,1926580,Solon Comm School District,No,5,,.,.,S,S,S,.,.,.,15OCT16
IOWA,19,1926640,South Hamilton Comm School District,No,23,,.,.,.,23,4,3,.,4,15OCT16
IOWA,19,1926730,South Tama County Comm School District,No,62,Y,9,S,S,50,5,16,.,4,15OCT16
IOWA,19,1926790,South Winneshiek Comm School District,No,S,,.,.,.,S,S,.,.,S,15OCT16
IOWA,19,1926820,Southeast Polk Comm School District,Yes,213,Y,13,5,26,169,51,13,.,42,15OCT16
IOWA,19,1926910,Spencer Comm School District,No,3,,S,.,.,S,.,.,.,S,15OCT16
IOWA,19,1927000,Spirit Lake Comm School District,No,42,,.,S,S,32,9,.,.,10,15OCT16
IOWA,19,1927270,Starmont Comm School District,No,11,,.,S,S,9,5,.,.,S,15OCT16
IOWA,19,1927390,Storm Lake Comm School District,No,34,,.,.,.,34,S,18,4,.,15OCT16
IOWA,19,1927600,Sumner-Fredericksburg Comm School District,No,8,,.,.,.,8,S,.,.,3,15OCT16
IOWA,19,1927870,Tipton Comm School District,No,S,,.,.,.,S,.,.,.,.,15OCT16
IOWA,19,1928050,Tripoli Comm School District,No,S,,.,.,.,S,.,.,.,S,15OCT16
IOWA,19,1928230,Underwood Comm School District,No,S,,.,.,.,S,.,.,.,S,15OCT16
IOWA,19,1928560,United Comm School District,No,4,,.,.,S,S,S,.,.,.,15OCT16
IOWA,19,1928680,Urbandale Comm School District,No,35,Y,.,S,S,29,10,5,.,6,15OCT16
IOWA,19,1928980,Van Buren Comm School District,No,6,,.,.,.,6,S,.,.,S,15OCT16
IOWA,19,1929310,Vinton-Shellsburg Comm School District,No,15,Y,.,.,.,15,S,.,.,4,15OCT16
IOWA,19,1929490,Waco Comm School District,No,S,,.,.,.,S,.,.,.,S,15OCT16
IOWA,19,1929580,East Sac County Comm School District,No,7,,.,.,S,S,.,.,.,S,15OCT16
IOWA,19,1929640,Walnut Comm School District,No,S,,.,.,S,.,S,.,.,S,15OCT16
IOWA,19,1929760,Wapsie Valley Comm School District,No,3,,.,.,.,3,S,.,.,.,15OCT16
IOWA,19,1930240,Washington Comm School District,No,98,Y,S,S,25,68,32,4,.,15,15OCT16
IOWA,19,1930480,Waterloo Comm School District,No,190,Y,36,.,54,100,44,7,.,S,15OCT16
IOWA,19,1930510,Waukee Comm School District,No,11,,.,.,S,S,3,S,.,6,15OCT16
IOWA,19,1930540,Waverly-Shell Rock Comm School District,No,8,,.,.,S,S,.,.,.,.,15OCT16
IOWA,19,1930560,Wayne Comm School District,No,S,,.,.,.,S,S,.,.,S,15OCT16
IOWA,19,1930630,Webster City Comm School District,No,29,Y,.,.,.,29,4,6,.,16,15OCT16
IOWA,19,1930720,West Bend-Mallard Comm School District,No,S,,.,S,.,.,.,.,.,S,15OCT16
IOWA,19,1930750,West Branch Comm School District,No,9,,.,.,3,6,.,.,.,3,15OCT16
IOWA,19,1930780,West Burlington Ind School District,No,S,,.,.,.,S,.,.,.,.,15OCT16
IOWA,19,1930900,West Delaware County Comm School District,No,S,,.,.,S,.,S,.,.,.,15OCT16
IOWA,19,1930930,West Des Moines Comm School District,No,83,Y,14,4,15,50,23,11,.,27,15OCT16
IOWA,19,1930960,West Harrison Comm School District,No,3,,.,.,.,3,.,.,.,S,15OCT16
IOWA,19,1930990,West Liberty Comm School District,No,8,,.,.,S,S,S,3,.,S,15OCT16
IOWA,19,1931080,West Marshall Comm School District,No,7,,.,.,7,.,S,.,.,S,15OCT16
IOWA,19,1931110,West Monona Comm School District,No,6,,.,.,S,S,S,.,.,S,15OCT16
IOWA,19,1931290,West Sioux Comm School District,No,26,,.,.,.,26,S,11,S,8,15OCT16
IOWA,19,1931350,Western Dubuque Comm School District,No,14,Y,S,.,S,11,8,S,.,S,15OCT16
IOWA,19,1931680,Williamsburg Comm School District,No,18,,.,.,.,18,6,.,.,9,15OCT16
IOWA,19,1931800,Wilton Comm School District,No,7,,.,.,S,S,S,.,.,S,15OCT16
IOWA,19,1931830,Winfield-Mt Union Comm School District,No,6,,.,.,S,S,S,.,.,S,15OCT16
IOWA,19,1931860,Winterset Comm School District,No,68,Y,S,14,S,49,16,.,.,15,15OCT16
IOWA,19,1931920,Woodbine Comm School District,No,S,,.,.,S,.,.,.,.,.,15OCT16
IOWA,19,1932010,Woodward-Granger Comm School District,No,12,Y,.,.,.,12,S,.,.,S,15OCT16
IOWA,19,1999017,PCM Comm School District,No,4,,.,.,4,.,S,.,.,S,15OCT16
KANSAS,20,2000003,Wamego,No,20,Y,S,.,.,S,9,.,.,3,15OCT16
KANSAS,20,2000006,Hiawatha,No,12,,3,.,.,9,S,.,.,S,15OCT16
KANSAS,20,2000015,Ottawa,Yes,239,Y,3,.,7,229,30,S,.,5,15OCT16
KANSAS,20,2000017,Scott County,No,9,Y,.,.,S,S,3,S,S,S,15OCT16
KANSAS,20,2000020,Western Plains,No,S,,.,.,.,S,.,.,.,.,15OCT16
KANSAS,20,2000023,Rawlins County,No,5,,.,.,.,5,.,S,.,S,15OCT16
KANSAS,20,2003200,Auburn Washburn,No,51,,S,.,S,46,7,S,.,7,15OCT16
KANSAS,20,2003210,North Lyon County,No,3,,.,.,.,3,S,.,.,.,15OCT16
KANSAS,20,2003300,Labette County,No,4,,.,S,S,.,.,.,.,.,15OCT16
KANSAS,20,2003360,Andover,No,22,Y,.,.,S,S,5,3,.,4,15OCT16
KANSAS,20,2003390,Anthony-Harper,No,S,,.,.,.,S,S,.,.,.,15OCT16
KANSAS,20,2003450,Arkansas City,No,193,Y,S,S,.,188,40,37,14,61,15OCT16
KANSAS,20,2003480,Northeast,No,20,,.,.,.,20,S,.,.,.,15OCT16
KANSAS,20,2003540,Atchison Public Schools,No,18,Y,S,.,S,11,7,.,.,7,15OCT16
