STNAM,FIPST,LEAID,LEANM,SUBGRANT_STATUS,TOTAL,PREK_FLAG,HOTELS_MOTELS,UNSHELTERED,SHELTERED,DOUBLED_UP,CDW,LEP,MIG,UHY,DATE_CUR
NEW YORK,36,3600122,NEW YORK CITY GEOGRAPHIC DISTRICT #25,Yes,1338,Y,6,85,201,1046,209,498,.,47,15OCT16
NEW YORK,36,3600123,NEW YORK CITY GEOGRAPHIC DISTRICT #27,Yes,2730,Y,6,150,1184,1390,714,384,S,172,15OCT16
NEW YORK,36,3600124,CANISTEO-GREENWOOD CSD,No,4,,.,.,S,S,S,.,.,.,15OCT16
NEW YORK,36,3600125,EASTPORT-SOUTH MANOR CSD,No,42,,.,.,11,31,9,S,S,.,15OCT16
NEW YORK,36,3600136,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,No,89,,.,S,46,S,19,S,.,.,15OCT16
NEW YORK,36,3600137,MANHATTAN CHARTER SCHOOL,No,30,,.,S,S,25,9,4,.,15,15OCT16
NEW YORK,36,3600138,HARLEM LINK CHARTER SCHOOL,No,49,,.,S,27,S,6,S,.,.,15OCT16
NEW YORK,36,3600139,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,No,64,,.,S,S,38,10,6,.,4,15OCT16
NEW YORK,36,3600140,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,No,72,,.,3,29,40,15,S,.,S,15OCT16
NEW YORK,36,3600141,HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL,No,80,,.,7,28,45,17,6,.,4,15OCT16
NEW YORK,36,3600143,KIPP INFINITY CHARTER SCHOOL,No,100,,.,11,23,66,14,17,.,3,15OCT16
NEW YORK,36,3600144,SOUTH BRONX CHARTER SCHOOL-INTER CULTURES AND ARTS,No,77,,.,S,S,49,9,20,.,S,15OCT16
NEW YORK,36,3600145,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,No,25,,.,4,12,9,6,4,.,S,15OCT16
NEW YORK,36,3600146,HELLENIC CLASSICAL CHARTER SCHOOL,No,26,,.,S,S,19,3,3,.,S,15OCT16
NEW YORK,36,3600147,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,No,41,,.,10,19,12,8,.,.,S,15OCT16
NEW YORK,36,3600148,KIPP AMP CHARTER SCHOOL,No,80,,.,9,34,37,21,S,.,17,15OCT16
NEW YORK,36,3600149,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,No,34,,.,9,9,16,6,.,.,S,15OCT16
NEW YORK,36,3600150,UFT CHARTER SCHOOL,No,89,,.,7,35,47,5,S,.,S,15OCT16
NEW YORK,36,3600151,NEW YORK CITY GEOGRAPHIC DISTRICT #20,Yes,2502,Y,S,S,213,2237,336,1419,.,198,15OCT16
NEW YORK,36,3600152,NEW YORK CITY GEOGRAPHIC DISTRICT #21,Yes,1816,Y,6,121,455,1234,404,546,.,96,15OCT16
NEW YORK,36,3600153,NEW YORK CITY GEOGRAPHIC DISTRICT #22,Yes,2433,Y,6,98,696,1633,594,511,.,172,15OCT16
NEW YORK,36,3600155,CHARTER SCHOOL OF EDUCATIONAL EXCELLENCE,No,4,,.,.,S,S,.,.,.,.,15OCT16
NEW YORK,36,3600157,EXPLORE CHARTER SCHOOL,No,21,,S,S,10,9,S,S,.,S,15OCT16
NEW YORK,36,3600158,DEMOCRACY PREPARATORY CHARTER SCHOOL,No,43,,.,4,21,18,8,3,.,S,15OCT16
NEW YORK,36,3600159,COMMUNITY ROOTS CHARTER SCHOOL,No,6,,.,.,6,.,S,.,.,.,15OCT16
NEW YORK,36,3600161,SOUTH BRONX CLASSICAL CHARTER SCHOOL,No,15,,.,S,S,11,S,S,.,S,15OCT16
NEW YORK,36,3600163,INTERNATIONAL LEADERSHIP CHARTER SCHOOL,No,9,,.,S,S,7,.,3,.,S,15OCT16
NEW YORK,36,3600165,HYDE LEADERSHIP CHARTER SCHOOL,No,69,,.,13,27,29,11,3,.,3,15OCT16
NEW YORK,36,3600166,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,No,33,,.,.,18,15,8,5,.,S,15OCT16
NEW YORK,36,3600167,NEW HEIGHTS ACADEMY CHARTER SCHOOL,No,53,,.,3,10,40,8,9,.,.,15OCT16
NEW YORK,36,3600169,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1,No,66,,.,3,29,34,9,S,.,3,15OCT16
NEW YORK,36,3600170,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,No,62,,.,4,33,25,12,S,.,3,15OCT16
NEW YORK,36,3600172,LEADERSHIP PREPARATORY BEDFORD STUYVESANT CHARTER SCHOOL,No,40,,.,3,21,16,4,.,.,S,15OCT16
NEW YORK,36,3600943,ICAHN CHARTER SCHOOL 2,No,21,,.,S,S,17,4,3,.,.,15OCT16
NEW YORK,36,3600944,KINGS COLLEGIATE CHARTER SCHOOL,No,15,,.,S,S,7,3,S,.,S,15OCT16
NEW YORK,36,3600945,GREEN TECH HIGH CHARTER SCHOOL,No,7,,.,.,S,S,.,.,.,.,15OCT16
NEW YORK,36,3600946,HENRY JOHNSON CHARTER SCHOOL,No,35,,4,.,5,26,.,6,.,.,15OCT16
NEW YORK,36,3600948,NORTHSIDE CHARTER HIGH SCHOOL,No,10,,.,.,7,3,S,.,.,S,15OCT16
NEW YORK,36,3600949,PAVE ACADEMY CHARTER SCHOOL,No,45,,.,S,S,28,8,4,.,.,15OCT16
NEW YORK,36,3600951,ETHICAL COMMUNITY CHARTER SCHOOL (THE),No,33,,.,S,S,19,3,4,.,3,15OCT16
NEW YORK,36,3600952,EQUITY PROJECT CHARTER SCHOOL (THE),No,14,,.,S,S,10,6,5,.,.,15OCT16
NEW YORK,36,3600953,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4,No,54,,.,S,S,29,8,.,.,S,15OCT16
NEW YORK,36,3600954,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2,No,60,,.,4,33,23,7,.,.,S,15OCT16
NEW YORK,36,3600955,ICAHN CHARTER SCHOOL 3,No,11,,.,.,.,11,.,.,.,.,15OCT16
NEW YORK,36,3600956,BRONX ACADEMY OF PROMISE CHARTER SCHOOL,No,38,,.,3,6,29,6,10,.,11,15OCT16
NEW YORK,36,3600957,VOICE CHARTER SCHOOL OF NEW YORK,No,44,,.,S,S,33,12,12,.,.,15OCT16
NEW YORK,36,3600958,ST HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,No,38,,.,S,20,S,7,4,.,4,15OCT16
NEW YORK,36,3600959,NYC CHARTER HS - AECI,No,15,,.,4,6,5,3,4,.,5,15OCT16
NEW YORK,36,3600960,MOTT HAVEN ACADEMY CHARTER SCHOOL,No,63,,.,6,36,21,15,9,.,3,15OCT16
NEW YORK,36,3600961,LA CIMA CHARTER SCHOOL,No,35,,.,S,S,17,7,S,.,S,15OCT16
NEW YORK,36,3600962,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3,No,52,,.,S,27,S,7,S,.,S,15OCT16
NEW YORK,36,3600963,UNIVERSITY PREP CHARTER HIGH SCHOOL,No,21,,.,.,5,16,3,5,.,3,15OCT16
NEW YORK,36,3600964,DREAM CHARTER SCHOOL,No,43,,.,3,12,28,9,.,.,3,15OCT16
NEW YORK,36,3600965,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,No,34,,.,3,22,9,6,S,.,S,15OCT16
NEW YORK,36,3600966,BROOKLYN ASCEND CHARTER SCHOOL,No,34,,.,3,15,16,7,.,.,S,15OCT16
NEW YORK,36,3600967,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER SCHOOL,No,26,,.,S,S,19,5,5,.,S,15OCT16
NEW YORK,36,3600968,BRONX COMMUNITY CHARTER SCHOOL,No,22,,.,S,S,17,S,S,.,.,15OCT16
NEW YORK,36,3600969,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,No,37,,.,6,17,14,7,.,.,S,15OCT16
NEW YORK,36,3600984,BROWNSVILLE COLLEGIATE  CHARTER SCHOOL,No,25,,.,S,14,S,3,.,.,3,15OCT16
NEW YORK,36,3600986,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,No,52,,.,.,12,40,12,3,.,S,15OCT16
NEW YORK,36,3600987,GROWING UP GREEN CHARTER SCHOOL,No,24,,.,S,S,20,4,5,.,.,15OCT16
NEW YORK,36,3600989,BROOKLYN SCHOLARS CHARTER SCHOOL,No,29,,.,3,14,12,5,.,.,S,15OCT16
NEW YORK,36,3600990,NEW ROOTS CHARTER SCHOOL,No,9,,.,.,.,9,.,.,.,.,15OCT16
NEW YORK,36,3600991,BROOKLYN PROSPECT CHARTER SCHOOL,No,12,,S,S,4,6,4,S,.,S,15OCT16
NEW YORK,36,3600992,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL,No,16,,.,.,16,.,S,.,.,.,15OCT16
NEW YORK,36,3600993,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,No,47,,.,5,23,19,4,S,.,S,15OCT16
NEW YORK,36,3600994,EXPLORE EMPOWER CHARTER SCHOOL,No,31,,.,S,S,19,5,.,.,5,15OCT16
NEW YORK,36,3600995,ICAHN CHARTER SCHOOL 4,No,S,,.,.,S,S,.,.,.,.,15OCT16
NEW YORK,36,3600996,JOHN W LAVELLE PREPARATORY CHARTER SCHOOL,No,10,,.,S,6,S,5,.,.,.,15OCT16
NEW YORK,36,3600997,ACADEMY CHARTER SCHOOL,No,S,,.,.,.,S,.,.,.,.,15OCT16
NEW YORK,36,3600998,SUMMIT ACADEMY CHARTER SCHOOL,No,33,,S,S,10,20,11,4,.,4,15OCT16
NEW YORK,36,3600999,FAHARI ACADEMY CHARTER SCHOOL,No,31,,.,.,9,22,4,3,.,.,15OCT16
NEW YORK,36,3601000,EXCELLENCE GIRLS CHARTER SCHOOL,No,57,,.,9,30,18,11,.,.,4,15OCT16
NEW YORK,36,3601001,ACADEMIC LEADERSHIP CHARTER SCHOOL,No,44,,.,8,11,25,8,3,.,S,15OCT16
NEW YORK,36,3601002,BROWNSVILLE ASCEND CHARTER SCHOOL,No,15,,.,.,15,.,S,.,.,6,15OCT16
NEW YORK,36,3601003,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,No,12,,.,.,S,S,4,S,.,S,15OCT16
NEW YORK,36,3601004,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,No,15,,.,S,S,11,3,.,.,.,15OCT16
NEW YORK,36,3601005,EQUALITY CHARTER SCHOOL,No,18,,S,S,3,13,7,S,.,6,15OCT16
NEW YORK,36,3601006,ALBANY LEADERSHIP CHARTER HIGH SCHOOL FOR GIRLS,No,20,,S,S,9,8,S,.,.,9,15OCT16
NEW YORK,36,3601009,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5,No,29,,.,.,15,14,4,.,.,3,15OCT16
NEW YORK,36,3601010,DEMOCRACY PREP HARLEM CHARTER SCHOOL,No,86,,.,5,37,44,18,3,.,6,15OCT16
NEW YORK,36,3601011,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 1,No,40,,.,S,S,22,5,5,.,3,15OCT16
NEW YORK,36,3601012,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2,No,30,,.,.,19,11,7,S,.,3,15OCT16
NEW YORK,36,3601013,NEW HOPE ACADEMY CHARTER SCHOOL,No,11,,.,.,7,4,S,.,.,S,15OCT16
NEW YORK,36,3601014,CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK,No,3,,.,S,.,S,S,.,.,.,15OCT16
NEW YORK,36,3601015,BROOKLYN DREAMS CHARTER SCHOOL,No,27,,.,4,7,16,5,S,.,S,15OCT16
NEW YORK,36,3601016,LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,No,38,,S,S,20,15,4,S,.,S,15OCT16
NEW YORK,36,3601017,BUSHWICK ASCEND CHARTER SCHOOL,No,33,,.,S,S,22,S,3,.,.,15OCT16
NEW YORK,36,3601018,CHALLENGE PREPARATORY CHARTER SCHOOL,No,17,,S,S,3,12,6,.,.,.,15OCT16
NEW YORK,36,3601019,NEW WORLD PREPARATORY CHARTER SCHOOL,No,15,,S,S,4,9,5,S,.,.,15OCT16
NEW YORK,36,3601020,BRIGHTER CHOICE CHARTER MIDDLE SCHOOL FOR BOYS,No,4,,S,.,S,S,.,.,.,.,15OCT16
NEW YORK,36,3601021,BRIGHTER CHOICE CHARTER MIDDLE SCHOOL FOR GIRLS,No,4,,.,.,S,S,S,.,.,.,15OCT16
NEW YORK,36,3601022,HEALTH SCIENCES CHARTER SCHOOL,No,6,,.,.,S,S,S,.,.,.,15OCT16
NEW YORK,36,3601023,NEW YORK FRENCH-AMERICAN CHARTER SCHOOL,No,31,,.,S,S,21,4,15,.,.,15OCT16
NEW YORK,36,3601024,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,No,39,,.,S,S,33,5,6,.,S,15OCT16
NEW YORK,36,3601025,METROPOLITAN LIGHTHOUSE CHARTER SCHOOL,No,19,,.,S,S,14,S,S,.,4,15OCT16
NEW YORK,36,3601027,DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,No,38,,.,S,S,22,10,12,.,3,15OCT16
NEW YORK,36,3601028,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,No,18,,.,S,10,S,3,.,.,.,15OCT16
NEW YORK,36,3601029,BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,No,61,,.,4,26,31,12,4,.,3,15OCT16
NEW YORK,36,3601030,HYDE LEADERSHIP CHARTER SCHOOL OF BROOKLYN,No,46,,.,.,20,26,11,4,.,.,15OCT16
NEW YORK,36,3601031,IMAGINE ME LEADERSHIP CHARTER SCHOOL,No,24,,.,S,S,13,3,.,.,4,15OCT16
NEW YORK,36,3601032,OCEAN HILL COLLEGIATE CHARTER SCHOOL,No,25,,.,S,S,15,4,.,.,.,15OCT16
NEW YORK,36,3601033,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,No,18,,.,S,S,9,3,S,.,S,15OCT16
NEW YORK,36,3601034,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,No,3,,.,.,S,S,S,.,.,.,15OCT16
NEW YORK,36,3601035,RIVERTON STREET CHARTER SCHOOL,No,21,,.,3,7,11,7,.,.,.,15OCT16
NEW YORK,36,3601036,RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,No,42,,.,9,21,12,15,8,.,3,15OCT16
NEW YORK,36,3601037,STATEN ISLAND COMMUNITY CHARTER SCHOOL,No,17,,.,S,S,12,5,S,.,.,15OCT16
NEW YORK,36,3601038,LEFFERTS GARDENS CHARTER SCHOOL,No,49,,S,.,S,40,6,3,.,S,15OCT16
NEW YORK,36,3601039,SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST,No,17,,.,.,4,13,5,.,.,S,15OCT16
NEW YORK,36,3601040,TRUE NORTH ROCHESTER PREP CHARTER SCHOOL-WEST CAMPUS,No,14,,.,.,14,.,.,.,.,.,15OCT16
NEW YORK,36,3601041,NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES (THE),No,32,,.,6,10,16,7,9,.,S,15OCT16
NEW YORK,36,3601042,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,No,48,,.,5,15,28,15,8,.,.,15OCT16
NEW YORK,36,3601043,BROOME STREET ACADEMY CHARTER HIGH SCHOOL,No,58,,.,10,26,22,19,7,.,4,15OCT16
NEW YORK,36,3601044,NEW YORK CITY MONTESSORI CHARTER SCHOOL,No,36,,.,S,S,20,6,6,.,S,15OCT16
NEW YORK,36,3601045,INNOVATE MANHATTAN CHARTER SCHOOL,No,13,,.,.,6,7,S,.,.,.,15OCT16
NEW YORK,36,3601046,DISCOVERY CHARTER SCHOOL,No,15,,.,.,S,S,S,.,.,.,15OCT16
NEW YORK,36,3601047,NEW VISIONS CHARTER HS-ADV MATH/SCIE,No,42,,.,9,11,22,10,6,.,5,15OCT16
NEW YORK,36,3601048,TEACHING FIRMS OF AMERICA PROFESSIONAL PREP CHARTER,No,38,,.,.,12,26,9,3,.,.,15OCT16
NEW YORK,36,3601049,ICAHN CHARTER SCHOOL 5,No,S,,.,.,S,S,.,.,.,.,15OCT16
NEW YORK,36,3601050,INVICTUS PREPARATORY CHARTER SCHOOL,No,24,,.,3,13,8,6,S,.,S,15OCT16
NEW YORK,36,3601051,AMANI PUBLIC CHARTER SCHOOL,No,S,,.,.,.,S,.,.,.,.,15OCT16
NEW YORK,36,3601052,EXPLORE EXCEL CHARTER SCHOOL,No,16,,.,.,5,11,4,S,.,.,15OCT16
NEW YORK,36,3601053,ACADEMY OF THE CITY CHARTER SCHOOL,No,18,,.,S,S,11,3,6,.,.,15OCT16
NEW YORK,36,3601054,SUCCESS ACADEMY CHARTER SCHOOL-BEDFORD STUYVESANT 1,No,46,,.,3,23,20,12,.,.,S,15OCT16
NEW YORK,36,3601055,WEST BUFFALO CHARTER SCHOOL,No,S,,.,.,S,.,.,.,.,.,15OCT16
NEW YORK,36,3601056,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,No,9,,.,.,3,6,S,S,.,S,15OCT16
NEW YORK,36,3601057,ROADS CHARTER SCHOOL 1,No,31,,.,5,23,3,16,3,.,S,15OCT16
NEW YORK,36,3601058,EXPLORE EXCEED CHARTER SCHOOL,No,21,,.,.,10,11,5,.,.,.,15OCT16
NEW YORK,36,3601059,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,No,27,,.,S,17,S,8,S,.,6,15OCT16
NEW YORK,36,3601060,SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL,No,17,,.,S,S,10,6,S,.,S,15OCT16
NEW YORK,36,3601061,NEW DAWN CHARTER HIGH SCHOOL,No,25,,.,4,16,5,6,S,.,S,15OCT16
NEW YORK,36,3601062,SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG,No,27,,.,S,S,16,3,S,.,S,15OCT16
NEW YORK,36,3601063,SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2,No,37,,.,4,10,23,6,.,.,3,15OCT16
NEW YORK,36,3601064,BEGINNING WITH CHILDREN CHARTER SCHOOL II,No,21,,.,S,S,10,5,7,.,.,15OCT16
NEW YORK,36,3601065,URBAN DOVE TEAM CHARTER SCHOOL,No,38,,.,S,29,S,14,4,.,S,15OCT16
NEW YORK,36,3601066,CHILDREN'S AID COLLEGE PREPARATORY CHARTER SCHOOL,No,39,,S,S,14,15,9,4,.,S,15OCT16
NEW YORK,36,3601067,ROADS CHARTER SCHOOL II,No,56,,.,6,43,7,24,4,.,8,15OCT16
NEW YORK,36,3601068,TECH INTERNATIONAL CHARTER SCHOOL,No,19,,.,.,5,14,5,3,.,S,15OCT16
NEW YORK,36,3601069,ICAHN CHARTER SCHOOL 6,No,22,,.,S,15,S,S,S,.,4,15OCT16
NEW YORK,36,3601070,FAMILY LIFE ACADEMY CHARTER SCHOOL II,No,25,,.,S,S,12,4,4,.,.,15OCT16
NEW YORK,36,3601071,MOTT HALL CHARTER SCHOOL,No,17,,.,3,4,10,S,3,.,.,15OCT16
NEW YORK,36,3601072,NEW VISIONS CHTR HS-ADV MA/SCI II,No,24,,.,S,13,S,4,3,.,S,15OCT16
NEW YORK,36,3601073,NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II,No,20,,.,S,S,13,3,4,.,5,15OCT16
NEW YORK,36,3601074,HEKETI COMMUNITY CHARTER SCHOOL,No,25,,.,S,S,15,5,6,.,3,15OCT16
NEW YORK,36,3601075,KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCHOOL,No,64,,.,3,3,58,5,11,.,4,15OCT16
NEW YORK,36,3601076,GLOBAL COMMUNITY CHARTER SCHOOL,No,46,,.,7,13,26,7,8,.,.,15OCT16
NEW YORK,36,3601077,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,No,42,,.,3,12,27,11,4,.,S,15OCT16
NEW YORK,36,3601078,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,No,38,,.,4,19,15,10,7,.,5,15OCT16
NEW YORK,36,3601079,MANHATTAN CHARTER SCHOOL II,No,24,,.,S,S,14,S,S,.,S,15OCT16
NEW YORK,36,3601082,MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL,No,S,,.,S,.,.,.,.,.,.,15OCT16
NEW YORK,36,3601083,SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE,No,20,,.,S,S,11,5,.,.,.,15OCT16
NEW YORK,36,3601085,GREAT OAKS CHARTER SCHOOL,No,21,,.,.,12,9,10,4,.,S,15OCT16
NEW YORK,36,3601086,SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE,No,26,,.,.,10,16,5,.,.,.,15OCT16
NEW YORK,36,3601087,CENTRAL VALLEY CSD AT ILION-MOHAWK,No,8,,.,.,3,5,.,.,.,.,15OCT16
NEW YORK,36,3601088,NEW VISIONS CHTR HS-ADV MA/SCI III,No,14,,.,.,5,9,S,S,.,.,15OCT16
NEW YORK,36,3601089,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS,No,12,,.,.,5,7,S,S,.,.,15OCT16
NEW YORK,36,3601090,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,No,41,,.,3,13,25,6,4,.,S,15OCT16
NEW YORK,36,3601091,ICAHN CHARTER SCHOOL 7,No,3,,.,.,.,3,.,.,.,.,15OCT16
NEW YORK,36,3601092,NEW AMERICAN ACADEMY CHARTER SCHOOL (THE),No,20,,.,S,S,14,S,.,.,S,15OCT16
NEW YORK,36,3601093,"MATH, ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL",No,12,,.,4,4,4,3,S,.,.,15OCT16
NEW YORK,36,3601094,UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN,No,19,,.,3,6,10,5,S,.,.,15OCT16
NEW YORK,36,3601095,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS,No,21,,.,S,S,12,S,.,.,.,15OCT16
NEW YORK,36,3601096,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3,No,34,,.,S,S,22,5,S,.,S,15OCT16
NEW YORK,36,3601097,HARLEM HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,No,30,,.,S,S,20,6,S,.,.,15OCT16
NEW YORK,36,3601098,CITIZENS OF THE WORLD CHARTER SCHOOL 1,No,26,,.,S,S,17,4,3,.,.,15OCT16
NEW YORK,36,3601099,SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN,No,17,,.,S,S,10,S,4,.,S,15OCT16
NEW YORK,36,3601100,BROOKLYN URBAN GARDEN CHARTER SCHOOL,No,13,,.,.,S,S,S,S,.,.,15OCT16
NEW YORK,36,3601101,CITIZENS OF THE WORLD CHARTER SCHOOL 2,No,31,,.,.,17,14,4,S,.,.,15OCT16
NEW YORK,36,3601102,CANARSIE ASCEND CHARTER SCHOOL,No,8,,.,.,S,S,S,.,.,.,15OCT16
NEW YORK,36,3601103,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III,No,19,,.,4,5,10,S,.,.,3,15OCT16
NEW YORK,36,3601105,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,No,37,,.,S,S,22,3,4,.,.,15OCT16
NEW YORK,36,3601106,LEADERSHIP PREPARATORY CANARSIE CHARTER SCHOOL,No,9,,.,S,S,6,S,.,.,.,15OCT16
NEW YORK,36,3601107,OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,No,S,,.,.,.,S,S,.,.,.,15OCT16
NEW YORK,36,3601108,BRILLA COLLEGE PREPARATORY CHARTER SCHOOL,No,30,,.,S,S,19,6,7,.,S,15OCT16
NEW YORK,36,3601109,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,No,19,,.,S,S,9,3,.,.,S,15OCT16
NEW YORK,36,3601110,SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS,No,27,,.,.,4,23,4,3,.,.,15OCT16
NEW YORK,36,3601111,BROOKLYN LABORATORY CHARTER SCHOOL,No,7,,.,S,S,3,.,.,.,.,15OCT16
NEW YORK,36,3601112,ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL,No,22,,.,S,S,13,S,.,.,.,15OCT16
NEW YORK,36,3601114,CENTRAL BROOKLYN ASCEND CHARTER SCHOOL,No,21,,.,.,7,14,S,.,.,.,15OCT16
NEW YORK,36,3601115,BOYS PREP CHARTER SCHOOL OF NEW YORK,No,14,,.,.,5,9,5,S,.,.,15OCT16
NEW YORK,36,3601116,SUCCESS ACADEMY CS - ROSEDALE,No,12,,.,.,7,5,3,.,.,S,15OCT16
NEW YORK,36,3601118,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD,No,6,,.,.,S,S,S,.,.,.,15OCT16
NEW YORK,36,3601119,AMERICAN DREAM CHARTER SCHOOL,No,12,,.,.,5,7,3,5,.,S,15OCT16
NEW YORK,36,3601120,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4,No,23,,.,.,8,15,5,S,.,S,15OCT16
NEW YORK,36,3601121,COMPASS CHARTER SCHOOL,No,10,,.,.,5,5,3,.,.,S,15OCT16
NEW YORK,36,3601122,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST,No,9,,.,6,S,S,S,S,.,.,15OCT16
NEW YORK,36,3601123,SUCCESS ACADEMY CS - BERGEN BEACH,No,10,,.,S,S,6,3,.,.,S,15OCT16
NEW YORK,36,3601124,ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL,No,22,,.,S,S,15,S,4,.,S,15OCT16
NEW YORK,36,3601125,FAMILY LIFE ACADEMY CHARTER SCHOOL III,No,20,,.,.,7,13,3,8,.,.,15OCT16
NEW YORK,36,3601126,PUC ACHIEVE CHARTER SCHOOL,No,4,,.,.,.,4,.,.,.,.,15OCT16
NEW YORK,36,3602310,GLENS FALLS COMMON SCHOOL DISTRICT,No,3,,.,.,.,3,S,.,.,.,15OCT16
NEW YORK,36,3602340,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,No,31,Y,S,.,S,26,5,.,3,.,15OCT16
NEW YORK,36,3602370,ADDISON CENTRAL SCHOOL DISTRICT,No,9,,.,.,.,9,.,.,.,.,15OCT16
NEW YORK,36,3602400,AFTON CENTRAL SCHOOL DISTRICT,No,33,Y,.,.,S,S,12,.,.,.,15OCT16
NEW YORK,36,3602460,ALBANY CITY SCHOOL DISTRICT,Yes,338,Y,4,.,70,264,76,9,S,.,15OCT16
NEW YORK,36,3602520,ALBION CENTRAL SCHOOL DISTRICT,No,21,,3,S,S,15,5,4,3,5,15OCT16
NEW YORK,36,3602580,ALEXANDER CENTRAL SCHOOL DISTRICT,No,S,,.,.,.,S,.,S,.,.,15OCT16
NEW YORK,36,3602670,ALEXANDRIA CENTRAL SCHOOL DISTRICT,No,26,Y,S,.,S,19,7,.,.,.,15OCT16
NEW YORK,36,3602730,WINDSOR CENTRAL SCHOOL DISTRICT,No,41,,.,S,S,37,13,.,.,.,15OCT16
NEW YORK,36,3602820,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,No,45,,S,.,S,36,12,.,.,S,15OCT16
NEW YORK,36,3602920,AMHERST CENTRAL SCHOOL DISTRICT,No,5,,.,.,.,5,.,.,.,.,15OCT16
NEW YORK,36,3602940,AMITYVILLE UNION FREE SCHOOL DISTRICT,No,185,Y,9,.,29,147,41,27,.,6,15OCT16
NEW YORK,36,3602970,AMSTERDAM CITY SCHOOL DISTRICT,No,104,Y,5,.,5,94,14,16,.,S,15OCT16
