crosswalk_period,statefip,county,puma,afact,afact2,population,products,sum_products,geographic_allocation_quality
2k,06,073,08109,1,0.0776,240206,0.0776,1,1
2k,06,073,08110,1,0.0446,138102,0.0446,1,1
2k,06,073,08111,1,0.0527,163130,0.0527,1,1
2k,06,073,08112,1,0.0621,192320,0.0621,1,1
2k,06,073,08113,1,0.0672,207874,0.0672,1,1
2k,06,073,08114,1,0.0626,193820,0.0626,1,1
2k,06,073,08115,1,0.0769,238057,0.0769,1,1
2k,06,073,08116,1,0.0637,197172,0.0637,1,1
2k,06,075,02201,1,0.1701,136936,0.1701,1,1
2k,06,075,02202,1,0.1329,107027,0.1329,1,1
2k,06,075,02203,1,0.1603,129066,0.1603,1,1
2k,06,075,02204,1,0.1324,106640,0.1324,1,1
2k,06,075,02205,1,0.1308,105336,0.1308,1,1
2k,06,075,02206,1,0.1376,110830,0.1376,1,1
2k,06,075,02207,1,0.1359,109400,0.1359,1,1
2k,06,077,01901,1,0.1816,124458,0.1816,1,1
2k,06,077,01902,1,0.228,156231,0.228,1,1
2k,06,077,02001,1,0.3137,215009,0.3137,1,1
2k,06,077,02002,1,0.2767,189608,0.2767,1,1
2k,06,079,03701,1,0.4791,129190,0.4791,1,1
2k,06,079,03702,1,0.5209,140447,0.5209,1,1
2k,06,081,02301,1,0.191,137233,0.191,0.9999,1
2k,06,081,02302,1,0.1635,117476,0.1635,0.9999,1
2k,06,081,02303,1,0.145,104209,0.145,0.9999,1
2k,06,081,02304,1,0.1651,118650,0.1651,0.9999,1
2k,06,081,02305,1,0.1772,127316,0.1772,0.9999,1
2k,06,081,02306,1,0.1581,113567,0.1581,0.9999,1
2k,06,083,06701,1,0.5231,221728,0.5231,1,1
2k,06,083,06702,1,0.4769,202164,0.4769,1,1
2k,06,085,02701,1,0.1096,195320,0.1096,0.9999,1
2k,06,085,02702,1,0.0811,144475,0.0811,0.9999,1
2k,06,085,02703,1,0.0722,128678,0.0722,0.9999,1
2k,06,085,02704,1,0.0724,128989,0.0724,0.9999,1
2k,06,085,02705,1,0.0595,106040,0.0595,0.9999,1
2k,06,085,02706,1,0.0643,114473,0.0643,0.9999,1
2k,06,085,02707,1,0.0746,132926,0.0746,0.9999,1
2k,06,085,02708,1,0.0731,130316,0.0731,0.9999,1
2k,06,085,02709,1,0.0684,121804,0.0684,0.9999,1
2k,06,085,02710,1,0.0883,157311,0.0883,0.9999,1
2k,06,085,02711,1,0.0582,103766,0.0582,0.9999,1
2k,06,085,02712,1,0.0591,105312,0.0591,0.9999,1
2k,06,085,02713,1,0.0652,116147,0.0652,0.9999,1
2k,06,085,02714,1,0.053900000000000003,96085,0.053900000000000003,0.9999,1
2k,06,087,02801,1,0.4837,126912,0.4837,1,1
2k,06,087,02802,1,0.5163,135470,0.5163,1,1
2k,06,089,00300,1,1,177223,1,1,1
2k,06,091,00700,0.0266,1,3240,0.0266,0.0266,3
2k,06,093,00100,0.3802,1,44900,0.3802,0.3802,2
2k,06,095,01301,1,0.3504,144838,0.3504,1,1
2k,06,095,01302,1,0.3358,138815,0.3358,1,1
2k,06,095,01303,1,0.3138,129691,0.3138,1,1
2k,06,097,01101,1,0.3701,179083,0.3701,1,1
2k,06,097,01102,1,0.2483,120153,0.2483,1,1
2k,06,097,01103,1,0.3816,184642,0.3816,1,1
2k,06,099,02500,1,0.3924,201896,0.3924,0.9999,1
2k,06,099,02601,1,0.3212,165263,0.3212,0.9999,1
2k,06,099,02602,1,0.2863,147294,0.2863,0.9999,1
2k,06,101,00800,0.5677,1,94737,0.5677,0.5677,2
2k,06,103,00500,0.5005,1,63463,0.5005,0.5005,2
2k,06,105,00500,0.1087,1,13786,0.1087,0.1087,3
2k,06,107,03501,1,0.3075,135978,0.3075,0.9999,1
2k,06,107,03502,1,0.3248,143634,0.3248,0.9999,1
2k,06,107,03503,1,0.3676,162567,0.3676,0.9999,1
2k,06,109,01800,0.2896,1,55365,0.2896,0.2896,3
2k,06,111,06200,1,0.2325,191453,0.2325,0.9999,1
2k,06,111,06300,1,0.127,104576,0.127,0.9999,1
2k,06,111,06400,1,0.1499,123423,0.1499,0.9999,1
2k,06,111,06500,1,0.1538,126639,0.1538,0.9999,1
2k,06,111,06601,1,0.1636,134698,0.1636,0.9999,1
2k,06,111,06602,1,0.1731,142529,0.1731,0.9999,1
2k,06,113,00900,1,1,200849,1,1,1
2k,06,115,00800,0.4323,0.9999,72149,0.43225677,0.43225677,2
2k,08,001,00804,0.0479,0.0137,6041,6.562299999999999e-4,0.84845983,1
2k,08,001,00805,0.8201,0.219,96700,0.1796019,0.84845983,1
2k,08,001,00806,1,0.3073,135704,0.3073,0.84845983,1
2k,08,001,00807,1,0.3434,151662,0.3434,0.84845983,1
2k,08,001,00808,0.0994,0.0407,17965,0.00404558,0.84845983,1
2k,08,001,00809,0.0493,0.0126,5557,6.211799999999999e-4,0.84845983,1
2k,08,001,00810,0.2226,0.0569,25125,0.012665939999999999,0.84845983,1
2k,08,001,00817,0.026,0.0065,2849,1.69e-4,0.84845983,1
2k,08,003,00501,0.157,1,15445,0.157,0.157,3
2k,08,005,00808,0.9006,0.2845,162723,0.25622069999999997,0.8555106299999999,1
2k,08,005,00809,0.9507,0.1875,107270,0.17825625,0.8555106299999999,1
2k,08,005,00810,0.7774,0.1534,87753,0.11925316,0.8555106299999999,1
2k,08,005,00811,1,0.1927,110222,0.1927,0.8555106299999999,1
2k,08,005,00815,0.172,0.0463,26489,0.0079636,0.8555106299999999,1
2k,08,005,00820,0.7457,0.1356,77546,0.10111692,0.8555106299999999,1
2k,08,007,00600,0.0705,1,12084,0.0705,0.0705,3
2k,08,009,00501,0.0385,1,3788,0.0385,0.0385,3
2k,08,011,00400,0.0473,1,6499,0.0473,0.0473,3
2k,08,013,00801,0.1481,0.0578,17029,0.00856018,0.86177242,1
2k,08,013,00802,0.9989,0.4472,131742,0.44670808,0.86177242,1
2k,08,013,00803,1,0.3701,109032,0.3701,0.86177242,1
2k,08,013,00804,0.2917,0.1248,36764,0.03640416,0.86177242,1
2k,08,014,00300,3e-4,0.0012,66,3.5999999999999994e-7,0.37267951,2
2k,08,014,00802,0.0011,0.0026,146,2.86e-6,0.37267951,2
2k,08,014,00804,0.4047,0.9127,51009,0.36936969,0.37267951,2
2k,08,014,00805,0.0396,0.0835,4668,0.0033066000000000003,0.37267951,2
2k,08,015,01000,0.1642,1,17809,0.1642,0.1642,3
2k,08,017,00400,0.0134,1,1836,0.0134,0.0134,3
2k,08,019,00801,0.079,1,9088,0.079,0.079,3
2k,08,021,00501,0.0839,1,8256,0.0839,0.0839,3
2k,08,023,00501,0.0358,1,3524,0.0358,0.0358,3
2k,08,025,00400,0.0424,1,5823,0.0424,0.0424,3
2k,08,027,01000,0.0392,1,4255,0.0392,0.0392,3
2k,08,029,00600,0.1807,1,30952,0.1807,0.1807,3
2k,08,031,00812,1,0.2581,154878,0.2581,0.96335008,1
2k,08,031,00813,1,0.1607,96437,0.1607,0.96335008,1
2k,08,031,00814,1,0.17,102044,0.17,0.96335008,1
2k,08,031,00815,0.828,0.2125,127528,0.17595,0.96335008,1
2k,08,031,00816,1,0.1986,119184,0.1986,0.96335008,1
2k,08,031,00820,8e-4,1e-4,87,8e-8,0.96335008,1
2k,08,033,00600,0.012,1,2064,0.012,0.012,3
2k,08,035,00821,0.7438,0.3578,102132,0.26613164,0.90833164,1
2k,08,035,00822,1,0.6422,183333,0.6422,0.90833164,1
2k,08,037,00700,0.3707,1,52197,0.3707,0.3707,2
2k,08,039,00400,0.1679,1,23086,0.1679,0.1679,3
2k,08,041,00901,1,0.2492,155085,0.2492,1,1
2k,08,041,00902,1,0.1613,100341,0.1613,1,1
2k,08,041,00903,1,0.1602,99670,0.1602,1,1
2k,08,041,00904,1,0.2533,157646,0.2533,1,1
2k,08,041,00905,1,0.176,109521,0.176,1,1
2k,08,043,01000,0.4318,1,46824,0.4318,0.4318,2
2k,08,045,00101,0.4759,1,56389,0.4759,0.4759,2
2k,08,047,00801,0.0473,1,5441,0.0473,0.0473,3
2k,08,049,00700,0.1054,1,14843,0.1054,0.1054,3
2k,08,051,00700,0.1088,1,15324,0.1088,0.1088,3
2k,08,053,00700,0.006,1,843,0.006,0.006,3
2k,08,055,00501,0.0682,1,6711,0.0682,0.0682,3
2k,08,057,00101,0.0118,1,1394,0.0118,0.0118,3
2k,08,059,00801,0.7256,0.1561,83435,0.11326615999999999,0.7946782499999999,1
2k,08,059,00804,0.2557,0.0603,32237,0.015418709999999999,0.7946782499999999,1
2k,08,059,00805,0.1403,0.0309,16539,0.0043352700000000004,0.7946782499999999,1
2k,08,059,00817,0.974,0.1999,106860,0.1947026,0.7946782499999999,1
2k,08,059,00818,1,0.1788,95572,0.1788,0.7946782499999999,1
2k,08,059,00819,1,0.2588,138358,0.2588,0.7946782499999999,1
2k,08,059,00820,0.2535,0.0493,26363,0.01249755,0.7946782499999999,1
2k,08,059,00821,0.2562,0.0658,35179,0.016857959999999998,0.7946782499999999,1
2k,08,061,00400,0.0102,1,1398,0.0102,0.0102,3
2k,08,063,00400,0.0602,1,8270,0.0602,0.0602,3
2k,08,065,00700,0.0519,1,7310,0.0519,0.0519,3
2k,08,067,00600,0.2997,1,51334,0.2997,0.2997,3
2k,08,069,00101,0.1124,0.0445,13322,0.0050018,0.9606018,1
2k,08,069,00102,1,0.5043,151093,0.5043,0.9606018,1
2k,08,069,00200,1,0.4513,135215,0.4513,0.9606018,1
2k,08,071,00501,0.1576,1,15507,0.1576,0.1576,3
2k,08,073,00400,0.0398,1,5467,0.0398,0.0398,3
2k,08,075,00400,0.1652,1,22709,0.1652,0.1652,3
2k,08,077,00101,0.0289,0.0233,3424,6.7337e-4,0.97737337,1
2k,08,077,00103,1,0.9767,143299,0.9767,0.97737337,1
2k,08,079,00700,0.0051,1,712,0.0051,0.0051,3
2k,08,081,00101,0.1164,1,13795,0.1164,0.1164,3
2k,08,083,00600,0.1491,1,25535,0.1491,0.1491,3
2k,08,085,00600,0.241,1,41276,0.241,0.241,3
2k,08,087,00400,0.2048,1,28159,0.2048,0.2048,3
2k,08,089,00501,0.1914,1,18831,0.1914,0.1914,3
2k,08,091,00700,0.0315,1,4436,0.0315,0.0315,3
2k,08,093,01000,0.1494,1,16206,0.1494,0.1494,3
2k,08,095,00400,0.0323,1,4442,0.0323,0.0323,3
2k,08,097,00700,0.1218,1,17148,0.1218,0.1218,3
2k,08,099,00400,0.0913,1,12551,0.0913,0.0913,3
2k,08,101,00501,0.0837,0.0518,8233,0.00433566,0.95253566,1
2k,08,101,00502,1,0.9482,150830,0.9482,0.95253566,1
2k,08,103,00101,0.0563,1,6666,0.0563,0.0563,3
2k,08,105,00501,0.1218,1,11982,0.1218,0.1218,3
2k,08,107,00101,0.1984,1,23509,0.1984,0.1984,3
2k,08,109,00501,0.0621,1,6108,0.0621,0.0621,3
2k,08,111,00600,0.0041,1,699,0.0041,0.0041,3
2k,08,113,00600,0.043,1,7359,0.043,0.043,3
2k,08,115,00400,0.0173,1,2379,0.0173,0.0173,3
2k,08,117,00700,0.1988,1,27994,0.1988,0.1988,3
2k,08,119,01000,0.2153,1,23350,0.2153,0.2153,3
2k,08,121,00400,0.035,1,4814,0.035,0.035,3
2k,08,123,00300,0.9997,1,252825,0.9997,0.9997,1
2k,08,125,00400,0.0731,1,10043,0.0731,0.0731,3
2k,09,001,02100,1,0.2124,194747,0.2124,1,1
2k,09,001,02200,1,0.2327,213334,0.2327,1,1
2k,09,001,02300,1,0.2638,241876,0.2638,1,1
2k,09,001,02400,1,0.1573,144229,0.1573,1,1
2k,09,001,02500,1,0.1338,122643,0.1338,1,1
2k,09,003,00200,1,0.176,157344,0.176,1,1
2k,09,003,00300,1,0.1225,109493,0.1225,1,1
2k,09,003,00400,1,0.1801,160997,0.1801,1,1
2k,09,003,00500,1,0.1262,112847,0.1262,1,1
2k,09,003,00600,1,0.1239,110787,0.1239,1,1
2k,09,003,00700,1,0.1317,117771,0.1317,1,1
2k,09,003,00800,1,0.1396,124775,0.1396,1,1
2k,09,005,00100,1,1,189927,1,1,1
2k,09,007,01300,1,1,165676,1,1,1
2k,09,009,01400,1,0.1547,133390,0.1547,1.0001,1
2k,09,009,01500,1,0.1509,130125,0.1509,1.0001,1
2k,09,009,01600,1,0.144,124204,0.144,1.0001,1
2k,09,009,01700,1,0.1418,122279,0.1418,1.0001,1
2k,09,009,01800,1,0.1302,112334,0.1302,1.0001,1
2k,09,009,01900,1,0.128,110366,0.128,1.0001,1
2k,09,009,02000,1,0.1505,129779,0.1505,1.0001,1
2k,09,011,01100,1,0.5075,139090,0.5075,1,1
2k,09,011,01200,1,0.4925,134965,0.4925,1,1
2k,09,013,00900,1,1,152691,1,1,1
2k,09,015,01000,1,1,118428,1,1,1
2k,10,001,00200,1,1,162310,1,1,1
2k,10,003,00101,1,0.2743,147691,0.2743,1,1
2k,10,003,00102,1,0.2364,127293,0.2364,1,1
2k,10,003,00103,1,0.2282,122898,0.2282,1,1
2k,10,003,00104,1,0.2611,140597,0.2611,1,1
2k,10,005,00300,1,1,197145,1,1,1
2k,11,001,00101,1,0.1762,106024,0.1762,1,1
2k,11,001,00102,1,0.1788,107613,0.1788,1,1
2k,11,001,00103,1,0.2058,123834,0.2058,1,1
2k,11,001,00104,1,0.2327,140006,0.2327,1,1
2k,11,001,00105,1,0.2065,124246,0.2065,1,1
2k,12,001,01001,1,0.4564,112893,0.4564,1,1
2k,12,001,01002,1,0.5436,134443,0.5436,1,1
2k,12,003,00900,0.1955,1,27115,0.1955,0.1955,3
2k,12,005,00500,1,1,168852,1,1,1
2k,12,007,00900,0.2056,1,28520,0.2056,0.2056,3
2k,12,009,02101,1,0.3376,183425,0.3376,1,1
2k,12,009,02102,1,0.2132,115850,0.2132,1,1
2k,12,009,02103,1,0.2148,116714,0.2148,1,1
2k,12,009,02104,1,0.2344,127387,0.2344,1,1
2k,12,011,03601,1,0.0825,144189,0.0825,0.9999,1
2k,12,011,03602,1,0.067,117109,0.067,0.9999,1
2k,12,011,03603,1,0.059,103211,0.059,0.9999,1
2k,12,011,03604,1,0.0634,110898,0.0634,0.9999,1
2k,12,011,03605,1,0.0787,137554,0.0787,0.9999,1
2k,12,011,03606,1,0.1018,178014,0.1018,0.9999,1
2k,12,011,03607,1,0.0612,106913,0.0612,0.9999,1
2k,12,011,03608,1,0.0829,144963,0.0829,0.9999,1
2k,12,011,03609,1,0.0691,120709,0.0691,0.9999,1
2k,12,011,03610,1,0.0916,160145,0.0916,0.9999,1
2k,12,011,03611,1,0.0806,140908,0.0806,0.9999,1
2k,12,011,03612,1,0.0885,154787,0.0885,0.9999,1
2k,12,011,03613,1,0.0736,128666,0.0736,0.9999,1
2k,12,013,00600,0.1062,1,14625,0.1062,0.1062,3
2k,12,015,03000,1,1,159978,1,1,1
2k,12,017,01600,0.6019,1,141234,0.6019,0.6019,2
2k,12,019,01300,1,1,190865,1,1,1
2k,12,021,03701,1,0.4276,137492,0.4276,1,1
2k,12,021,03702,1,0.5724,184028,0.5724,1,1
2k,12,023,00900,0.4869,1,67531,0.4869,0.4869,2
2k,12,027,03100,0.1634,1,34862,0.1634,0.1634,3
2k,12,029,00800,0.1178,1,16422,0.1178,0.1178,3
2k,12,031,01101,0.5112,0.0887,76672,0.04534344,0.95664344,1
2k,12,031,01102,1,0.1458,125990,0.1458,0.95664344,1
2k,12,031,01103,1,0.122,105452,0.122,0.95664344,1
2k,12,031,01104,1,0.1524,131674,0.1524,0.95664344,1
2k,12,031,01105,1,0.1712,147995,0.1712,0.95664344,1
2k,12,031,01106,1,0.1113,96205,0.1113,0.95664344,1
2k,12,031,01107,1,0.2086,180275,0.2086,0.95664344,1
2k,12,033,00101,1,0.6291,187227,0.6291,1,1
2k,12,033,00102,1,0.3709,110392,0.3709,1,1
2k,12,035,01400,0.5627,1,95696,0.5627,0.5627,2
2k,12,037,00600,0.0839,1,11549,0.0839,0.0839,3
2k,12,039,00702,0.3524,1,46389,0.3524,0.3524,2
2k,12,041,00800,0.1215,1,16939,0.1215,0.1215,3
2k,12,043,03100,0.0604,1,12884,0.0604,0.0604,3
2k,12,045,00600,0.1152,1,15863,0.1152,0.1152,3
2k,12,047,00800,0.1062,1,14799,0.1062,0.1062,3
2k,12,049,03100,0.1299,1,27731,0.1299,0.1299,3
2k,12,051,03100,0.1834,1,39140,0.1834,0.1834,3
2k,12,053,01700,1,1,172778,1,1,1
2k,12,055,03100,0.4629,1,98786,0.4629,0.4629,2
2k,12,057,02701,1,0.1138,139898,0.1138,0.9999,1
2k,12,057,02702,1,0.1271,156280,0.1271,0.9999,1
2k,12,057,02703,1,0.1202,147714,0.1202,0.9999,1
2k,12,057,02704,1,0.1258,154649,0.1258,0.9999,1
2k,12,057,02705,1,0.1191,146416,0.1191,0.9999,1
2k,12,057,02706,1,0.1018,125158,0.1018,0.9999,1
2k,12,057,02707,1,0.145,178275,0.145,0.9999,1
2k,12,057,02708,1,0.1471,180836,0.1471,0.9999,1
2k,12,059,00400,0.1332,1,19927,0.1332,0.1332,3
2k,12,061,03200,0.7753,1,138028,0.7753,0.7753,1
2k,12,063,00400,0.3325,1,49746,0.3325,0.3325,3
2k,12,065,00600,0.1072,1,14761,0.1072,0.1072,3
2k,12,067,00800,0.0636,1,8870,0.0636,0.0636,3
2k,12,069,01801,1,0.5751,170829,0.5751,1,1
2k,12,069,01802,1,0.4249,126223,0.4249,1,1
2k,12,071,03800,1,0.2482,153578,0.2482,1,1
2k,12,071,03901,1,0.2591,160350,0.2591,1,1
2k,12,071,03902,1,0.288,178190,0.288,1,1
2k,12,071,03903,1,0.2047,126636,0.2047,1,1
2k,12,073,00701,1,0.6905,190234,0.6905,0.8909322,1
2k,12,073,00702,0.6476,0.3095,85253,0.20043219999999998,0.8909322,1
2k,12,075,00800,0.2927,1,40801,0.2927,0.2927,3
2k,12,077,00600,0.0607,1,8365,0.0607,0.0607,3
2k,12,079,00600,0.1396,1,19224,0.1396,0.1396,3
2k,12,081,02801,1,0.4234,136698,0.4234,1,1
2k,12,081,02802,1,0.5766,186135,0.5766,1,1
2k,12,083,01501,1,0.3633,120348,0.3633,1,1
2k,12,083,01502,1,0.6367,210950,0.6367,1,1
2k,12,085,03400,1,1,146318,1,1,1
2k,12,086,04001,1,0.0482,120308,0.0482,0.9891415,1
2k,12,086,04002,1,0.0434,108235,0.0434,0.9891415,1
2k,12,086,04003,1,0.0537,134058,0.0537,0.9891415,1
2k,12,086,04004,1,0.0457,114007,0.0457,0.9891415,1
2k,12,086,04005,1,0.0549,137101,0.0549,0.9891415,1
2k,12,086,04006,1,0.0408,101792,0.0408,0.9891415,1
2k,12,086,04007,1,0.0524,130826,0.0524,0.9891415,1
2k,12,086,04008,1,0.0506,126435,0.0506,0.9891415,1
2k,12,086,04009,1,0.0404,100879,0.0404,0.9891415,1
2k,12,086,04010,1,0.0558,139179,0.0558,0.9891415,1
2k,12,086,04011,1,0.0678,169164,0.0678,0.9891415,1
2k,12,086,04012,1,0.0658,164254,0.0658,0.9891415,1
2k,12,086,04013,1,0.051,127308,0.051,0.9891415,1
2k,12,086,04014,1,0.0469,117007,0.0469,0.9891415,1
2k,12,086,04015,1,0.0509,127097,0.0509,0.9891415,1
2k,12,086,04016,1,0.0465,116153,0.0465,0.9891415,1
2k,12,086,04017,1,0.0551,137595,0.0551,0.9891415,1
2k,12,086,04018,1,0.0441,110150,0.0441,0.9891415,1
2k,12,086,04019,1,0.0686,171254,0.0686,0.9891415,1
2k,12,086,04020,0.3738,0.0175,43633,0.006541500000000001,0.9891415,1
2k,12,087,04020,0.6262,1,73090,0.6262,0.6262,2
2k,12,089,01101,0.4888,1,73314,0.4888,0.4888,2
2k,12,091,00300,1,1,180822,1,1,1
2k,12,093,03200,0.2247,1,39996,0.2247,0.2247,3
2k,12,095,02201,1,0.1105,126654,0.1105,0.9999906199999999,1
2k,12,095,02202,1,0.2302,263807,0.2302,0.9999906199999999,1
2k,12,095,02203,1,0.1469,168365,0.1469,0.9999906199999999,1
2k,12,095,02204,1,0.1269,145402,0.1269,0.9999906199999999,1
2k,12,095,02205,0.9999,0.0938,107435,0.09379061999999999,0.9999906199999999,1
2k,12,095,02206,1,0.1299,148850,0.1299,0.9999906199999999,1
2k,12,095,02207,1,0.1618,185443,0.1618,0.9999906199999999,1
2k,12,097,02300,1,1,268685,1,1,1
2k,12,099,03501,1,0.1638,216253,0.1638,1,1
2k,12,099,03502,1,0.108,142518,0.108,1,1
2k,12,099,03503,1,0.0941,124204,0.0941,1,1
2k,12,099,03504,1,0.095,125432,0.095,1,1
2k,12,099,03505,1,0.113,149189,0.113,1,1
2k,12,099,03506,1,0.087,114816,0.087,1,1
2k,12,099,03507,1,0.0808,106704,0.0808,1,1
2k,12,099,03508,1,0.0786,103727,0.0786,1,1
2k,12,099,03509,1,0.1797,237291,0.1797,1,1
2k,12,101,02501,1,0.4157,193189,0.4157,0.9999,1
2k,12,101,02502,1,0.3399,157960,0.3399,0.9999,1
2k,12,101,02503,1,0.2443,113548,0.2443,0.9999,1
2k,12,103,02601,1,0.1342,122992,0.1342,1,1
2k,12,103,02602,1,0.1108,101546,0.1108,1,1
2k,12,103,02603,1,0.1227,112453,0.1227,1,1
2k,12,103,02604,1,0.1217,111508,0.1217,1,1
2k,12,103,02605,1,0.1244,113999,0.1244,1,1
2k,12,103,02606,1,0.1229,112679,0.1229,1,1
2k,12,103,02607,1,0.1304,119537,0.1304,1,1
2k,12,103,02608,1,0.1329,121828,0.1329,1,1
2k,12,105,02401,1,0.2885,173680,0.2885,1,1
2k,12,105,02402,1,0.2631,158399,0.2631,1,1
2k,12,105,02403,1,0.2275,137001,0.2275,1,1
2k,12,105,02404,1,0.2209,133015,0.2209,1,1
2k,12,107,01400,0.4373,1,74364,0.4373,0.4373,2
2k,12,109,01200,1,1,190039,1,1,1
2k,12,111,03300,1,1,277789,1,1,1
2k,12,113,00200,1,1,151372,1,1,1
2k,12,115,02901,1,0.4722,179181,0.4722,1,1
2k,12,115,02902,1,0.5278,200267,0.5278,1,1
2k,12,117,02001,1,0.3978,168149,0.3978,1,1
2k,12,117,02002,1,0.3386,143139,0.3386,1,1
2k,12,117,02003,1,0.2636,111419,0.2636,1,1
2k,12,117,02205,1e-4,0,11,0,1,1
2k,12,119,01600,0.3981,1,93420,0.3981,0.3981,2
2k,12,121,00800,0.2981,1,41551,0.2981,0.2981,3
2k,12,123,00600,0.1639,1,22570,0.1639,0.1639,3
2k,12,125,00900,0.112,1,15535,0.112,0.112,3
2k,12,127,01901,1,0.4899,242298,0.4899,1,1
2k,12,127,01902,1,0.2403,118838,0.2403,1,1
2k,12,127,01903,1,0.2698,133457,0.2698,1,1
2k,12,129,00600,0.2234,1,30776,0.2234,0.2234,3
2k,12,131,00400,0.3679,1,55043,0.3679,0.3679,2
2k,12,133,00400,0.1664,1,24896,0.1664,0.1664,3
2k,13,001,03300,0.1007,1,18236,0.1007,0.1007,3
2k,13,003,03800,0.0543,1,8375,0.0543,0.0543,3
2k,13,005,03800,0.0719,1,11096,0.0719,0.0719,3
2k,13,007,04100,0.0245,1,3451,0.0245,0.0245,3
2k,13,009,02600,0.3072,1,45720,0.3072,0.3072,3
2k,13,011,00400,0.1207,1,18395,0.1207,0.1207,3
2k,13,013,00900,0.453,1,69367,0.453,0.453,2
2k,13,015,00700,0.413,1,100157,0.413,0.413,2
2k,13,017,03900,0.1436,1,17634,0.1436,0.1436,3
2k,13,019,03900,0.1571,1,19286,0.1571,0.1571,3
2k,13,021,02700,1,1,155547,1,1,1
2k,13,023,03200,0.106,1,13063,0.106,0.106,3
2k,13,025,03800,0.1193,1,18411,0.1193,0.1193,3
2k,13,027,04300,0.1254,1,16243,0.1254,0.1254,3
2k,13,029,03600,0.173,1,30233,0.173,0.173,3
2k,13,031,03300,0.3876,1,70217,0.3876,0.3876,2
2k,13,033,02500,0.2119,1,23316,0.2119,0.2119,3
2k,13,035,01000,0.1867,0.9963,23568,0.18600921,0.18601069,3
2k,13,035,01700,4e-4,0.0037,87,1.4800000000000002e-6,0.18601069,3
2k,13,037,04100,0.0476,1,6694,0.0476,0.0476,3
2k,13,039,03700,0.3881,1,50513,0.3881,0.3881,2
2k,13,043,03300,0.0607,1,10998,0.0607,0.0607,3
2k,13,045,01800,0.4552,1,110527,0.4552,0.4552,2
2k,13,047,00100,0.4275,0.9995,63907,0.42728625000000003,0.42728635000000004,2
2k,13,047,00200,2e-4,5e-4,35,1.0000000000000001e-7,0.42728635000000004,2
2k,13,049,03800,0.0789,1,12171,0.0789,0.0789,3
2k,13,051,03400,1,0.5058,134096,0.5058,1,1
2k,13,051,03500,1,0.4942,131032,0.4942,1,1
2k,13,053,03100,0.0919,1,11267,0.0919,0.0919,3
2k,13,055,02100,0.1351,1,26015,0.1351,0.1351,3
2k,13,057,01900,1,1,214342,1,1,1
2k,13,059,00500,0.6569,1,116714,0.6569,0.6569,2
2k,13,061,04100,0.0226,1,3183,0.0226,0.0226,3
2k,13,063,01401,1,0.4815,124925,0.4815,1,1
2k,13,063,01402,1,0.5185,134499,0.5185,1,1
2k,13,065,03800,0.0441,1,6798,0.0441,0.0441,3
2k,13,067,01301,1,0.169,116319,0.169,0.9997373,1
2k,13,067,01302,1,0.1662,114387,0.1662,0.9997373,1
2k,13,067,01303,1,0.1673,115134,0.1673,0.9997373,1
2k,13,067,01304,1,0.1838,126493,0.1838,0.9997373,1
2k,13,067,01305,0.9998,0.3135,215745,0.31343730000000003,0.9997373,1
2k,13,069,03800,0.2745,1,42356,0.2745,0.2745,3
2k,13,071,04100,0.3236,1,45498,0.3236,0.3236,3
2k,13,073,02400,0.8501,1,124053,0.8501,0.8501,1
2k,13,075,03900,0.1402,1,17212,0.1402,0.1402,3
2k,13,077,02000,0.4273,1,127317,0.4273,0.4273,2
2k,13,079,01000,0.1001,1,12630,0.1001,0.1001,3
2k,13,081,03100,0.1911,1,23439,0.1911,0.1911,3
2k,13,083,00100,0.1113,1,16633,0.1113,0.1113,3
2k,13,085,00800,0.0982,0.9999,22328,0.09819018,0.09819018,3
2k,13,087,04200,0.2476,1,27842,0.2476,0.2476,3
2k,13,089,01102,3e-4,1e-4,59,3e-8,0.99990006,1
2k,13,089,01201,1,0.1678,116118,0.1678,0.99990006,1
2k,13,089,01202,1,0.1991,137775,0.1991,0.99990006,1
2k,13,089,01203,1,0.151,104467,0.151,0.99990006,1
2k,13,089,01204,1,0.1312,90761,0.1312,0.99990006,1
2k,13,089,01205,1,0.1918,132682,0.1918,0.99990006,1
2k,13,089,01206,1,0.159,109985,0.159,0.99990006,1
2k,13,089,01505,3e-4,1e-4,46,3e-8,0.99990006,1
2k,13,091,03200,0.1768,1,21796,0.1768,0.1768,3
2k,13,093,03100,0.1216,1,14918,0.1216,0.1216,3
2k,13,095,04000,0.7697,1,94565,0.7697,0.7697,1
2k,13,097,00700,4e-4,8e-4,105,3.2e-7,0.54436448,2
2k,13,097,01800,0.5448,0.9992,132298,0.54436416,0.54436448,2
2k,13,099,04100,0.0783,1,11008,0.0783,0.0783,3
2k,13,101,04300,0.0311,1,4034,0.0311,0.0311,3
2k,13,103,03600,0.299,1,52250,0.299,0.299,3
2k,13,105,02200,0.193,1,20166,0.193,0.193,3
2k,13,107,02500,0.2054,1,22598,0.2054,0.2054,3
2k,13,109,03300,0.0607,1,11000,0.0607,0.0607,3
2k,13,111,00300,0.1183,1,23682,0.1183,0.1183,3
2k,13,113,02000,0.3577,1,106567,0.3577,0.3577,2
2k,13,115,02100,0.5001,1,96317,0.5001,0.5001,2
2k,13,117,00800,0.7722,1,175511,0.7722,0.7722,1
2k,13,119,00400,0.145,1,22084,0.145,0.145,3
